CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	triptorelin	pEC50=9.025	pEC50=9.025	pEC50=9.025
CC(C)C[C@H](NC(=O)[C@@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	nafarelin	pKd=9.699	pKd=9.699	pKd=9.699
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	leuprorelin	pIC50=9.5229	pIC50=9.5229	pIC50=9.5229	pIC50=9.1
CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	abarelix	pKi=9.30000019	pKi=9.30000019	pKi=9.30000019
[H][C@]1(CC(=O)NC(=O)N1)C(=O)NC1=CC=C(C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](CC2=CN=CC=C2)NC(=O)[C@@H](CC2=CC=C(Cl)C=C2)NC(=O)[C@@H](CC2=CC3=C(C=CC=C3)C=C2)NC(C)=O)C(=O)N[C@H](CC2=CC=C(NC(N)=O)C=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(N)=O)C=C1	degarelix	pKi=8.77000046	pKi=8.77000046	pKi=8.77000046
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	buserelin
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	gonadorelin	pIC50=8.0	pIC50=8.0	pIC50=8.0
CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O	goserelin
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1	histrelin
CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	cetrorelix	pKi=8.8	pKi=8.8	pKi=8.8
CCNC(NCC)=NCCCC[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN=C(NCC)NCC)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	ganirelix
CC(C)C(O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5	CHEMBL378979	pIC50=9.4
CCC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5	CHEMBL210321	pIC50=9.4
CCOC(=O)C1=CN(Cc2ccccc2)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)CC)cc5	CHEMBL379198	pIC50=9.4
CN(Cc1ccccc1)Cc2c(sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c23)c5ccccc5)c6ccc(NC(=O)NO)cc6	CHEMBL277214	pIC50=9.4
COCN1C=C(CCNC[C@@H](C)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6)C=CC1=O	CHEMBL312864	pIC50=9.4
CONC(=O)Nc1ccc(cc1)c2nc3N(Cc4c(F)cccc4F)C=C(C(=O)OC(C)C)C(=O)n3c2CN(C)Cc5ccccc5	CHEMBL65769	pIC50=9.4
COc1nc(NCCCN2CCOCC2)nc(OC)c1NC(=O)c3oc(Oc4cc5c(CCC5(C)C)cc4C)cc3	CHEMBL210514	pKi=9.4
C[C@H](CNCCC1CCC(=O)N(C)C1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL86758	pIC50=9.4
C[C@H](CNCCCCc1c[nH]c2ncnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL166763	pIC50=9.4
C[C@H](CNCCCCc1ccncc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4C[C@@H]5CC[C@H]4C5)c6cc(C)cc(C)c6	CHEMBL315326	pIC50=9.4
C[C@H](CNCCCCc1cnc2nccnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL354524	pIC50=9.4
C[C@H](CNCCc1c[nH]c2ncnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL166649	pIC50=9.4
C[C@H](CNCCc1cc(C)nc(C)c1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL113574	pIC50=9.4
C[C@H](CNCCc1ccc2[nH]c(C)nc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL349638	pIC50=9.4
C[C@H](CNCCc1ccc2[nH]c(nc2c1)C(=O)O)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL352051	pIC50=9.4
C[C@H](CNCCc1ccc2[nH]cnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168539	pIC50=9.4
C[C@H](CNCCc1ccc2ncoc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL263004	pIC50=9.4
C[C@H](CNCCc1ccnc(CO)c1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL325091	pIC50=9.4
C[C@H](CNCCc1ccnc(COC(=O)C)c1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL115365	pIC50=9.4
Cc1cc(cc(C)c1C)c2c(O)nc3ccc(cc3c2OCC[C@@H]4CCN4)C(=O)Nc5ccncn5	CHEMBL339636	pIC50=9.4
Cl.COc1cccc(C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](CO)NC4CCCC4)C2=O)c1Cl	CHEMBL556355	pKi=9.44
CC(C)C[C@H](NC(=O)[C@H](CCCCNC(=O)c1cccnc1)NC(=O)[C@H](CCCCNC(=O)c2cccnc2)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc3cccnc3)NC(=O)[C@H](Cc4ccc(Cl)cc4)NC(=O)[C@@H](Cc5ccc6ccccc6c5)NC(=O)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N7CCC[C@@H]7C(=O)N[C@@H](C)C(=O)N	CHEMBL2370809	pKd=9.46
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2[C@@H](C)COC2=O)[C@H](C)[C@@H](OC3O[C@H](C)C[C@@H]([C@H]3O)N(C)CC4CC4)[C@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]5N(CCc6ccc(F)c(Cl)c6)C(=O)O[C@]15C)OC	CHEMBL12282	pKi=9.48
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)C)c5ccc(OC)nn5	CHEMBL1800159	pIC50=9.48
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCN4)C(=O)Nc5cnsn5	CHEMBL362371	pIC50=9.5
CCNC(=O)Nc1ccc(cc1)c2nc3N(Cc4c(F)cccc4F)C=C(C(=O)OC(C)C)C(=O)n3c2CN(C)Cc5ccccc5	CHEMBL293921	pIC50=9.52
COC(=O)c1nc2cc(CCNC[C@@H](C)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7)ccc2[nH]1	CHEMBL168498	pIC50=9.52
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(C(=O)c12)c4ccc(C)cn4)c5ccc(NC(=O)NOC)cc5	CHEMBL1800153	pIC50=9.52
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(C(=O)c12)c4ccccn4)c5ccc(NC(=O)NOC)cc5	CHEMBL1800152	pIC50=9.52
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(CC(C)(C)O)C(=O)c12)c4ccc(NC(=O)NOC)cc4	CHEMBL1800151	pIC50=9.52
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(CCO)C(=O)c12)c4ccc(NC(=O)NOC)cc4	CHEMBL1800150	pIC50=9.52
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)CCn5ccnn5)c6ccccc6	CHEMBL1800665	pIC50=9.52
COc1cccc(c1)N2C(=O)N(Cc3c(F)cccc3F)c4sc(c(CN(C)Cc5ccccc5)c4C2=O)c6ccc(NC(=O)C(C)C)cc6	CHEMBL280365	pIC50=9.52
C[C@H](CNCCc1c[nH]c2ncnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL352806	pIC50=9.52
C[C@H](CNCCc1cc[n+]([O-])c(C)c1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL324654	pIC50=9.52
C[C@H](CNCCc1cc[n+]([O-])cc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL112400	pIC50=9.52
C[C@H](CNCCc1ccc(O)nc1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL86912	pIC50=9.52
C[C@H](CNCCc1ccc2[nH]cnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168538	pIC50=9.52
C[C@H](CNCCc1ccc2[nH]nnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5CC6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL168563	pIC50=9.52
C[C@H](CNCCc1ccc2ocnc2c1)c3c([nH]c4ccc(cc34)C(C)(C)C(=O)N5C6CCC5CC6)c7cc(C)cc(C)c7	CHEMBL169238	pIC50=9.52
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@@H]4CCCCN4)C(=O)Nc5ccncn5	CHEMBL48192	pIC50=9.52
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@H]4CCC(=O)N4)C(=O)Nc5cnsn5	CHEMBL364167	pIC50=9.52
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(C(=O)c12)c4ccc(OC)cc4)c5ccc(NC(=O)NOC)cc5	CHEMBL1800155	pIC50=9.54
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(C(=O)c12)c4ccc(OC)nn4)c5ccc(NC(=O)NOC)cc5	CHEMBL1800157	pIC50=9.62
CC(C)C(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)(C)O)cc5	CHEMBL212121	pIC50=9.7
CC(C)C(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)CO)cc5	CHEMBL377015	pIC50=9.7
CC(C)C(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C=C(C(=O)C(C)C)C(=O)c3c2CN(C)Cc5ccccc5	CHEMBL211503	pIC50=9.7
CC(C)NC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccc5)c6ccccc6	CHEMBL280126	pIC50=9.7
CCC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccc5)c6cccc(OC)c6	CHEMBL20511	pIC50=9.7
CCOCCN1C(=O)N(Cc2c(F)cccc2F)c3sc(c(CN(C)CCOC)c3C1=O)c4ccc(NC(=O)NOC)cc4	CHEMBL1800670	pIC50=9.7
CCONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccc5)c6ccccc6	CHEMBL21217	pIC50=9.7
CNC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C=C(C(=O)C(C)C)C(=O)c3c2CN(C)Cc5ccccc5	CHEMBL377396	pIC50=9.7
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(C(=O)c12)c4ccc(F)cn4)c5ccc(NC(=O)NOC)cc5	CHEMBL1800154	pIC50=9.7
COCCN(C)Cc1c(sc2N(Cc3c(F)cccc3F)C(=O)N(CCOC)C(=O)c12)c4ccc(NC(=O)NOC)cc4	CHEMBL1800669	pIC50=9.7
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)CCN(C)S(=O)(=O)C)c5ccccc5	CHEMBL1800667	pIC50=9.7
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5cccnc5)c6ccccc6	CHEMBL1800662	pIC50=9.7
COc1cccc(C2=C(C)N(Cc3c(F)cccc3S(=O)(=O)C)C(=O)N(C[C@H](N)c4ccccc4)C2=O)c1F	CHEMBL466731	pKi=9.7
C[C@H](CNCCC1=CN(C)C(=O)C=C1)c2c([nH]c3ccc(cc23)C(C)(C)C(=O)N4CC5CCC4CC5)c6cc(C)cc(C)c6	CHEMBL261979	pIC50=9.7
Cl.CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)C(C)C)cc5	CHEMBL540109	pIC50=9.7
CC(C)C(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C=C(C(=O)c5ccccc5)C(=O)c3c2CN(C)Cc6ccccc6	CHEMBL208812	pIC50=10.0
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)CC)cc5	CHEMBL210709	pIC50=10.0
CNC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccc5)c6ccccc6	CHEMBL2092994	pIC50=10.0
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5cccc(CO)n5)c6ccccc6	CHEMBL1800664	pIC50=10.0
Cc1cc(cc(C)c1C)c2c(O)nc3cc(Cl)c(cc3c2OCC[C@H]4CC(=O)N4)C(=O)Nc5cnsn5	CHEMBL441676	pIC50=10.0
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)CCN5CCCC5=O)c6ccccc6	CHEMBL1800666	pIC50=10.05
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)Cc5ccccn5)c6ccccc6	CHEMBL1800661	pIC50=10.05
CCOC(=O)C1=CN(Cc2ccccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)NC)cc5	CHEMBL210294	pIC50=10.15
CONC(=O)Nc1ccc(cc1)c2sc3N(Cc4c(F)cccc4F)C(=O)N(C(=O)c3c2CN(C)CCc5ccccn5)c6ccccc6	CHEMBL1800663	pIC50=10.15
CCOC(=O)C1=CN(Cc2c(F)cccc2F)c3sc(c(CN(C)Cc4ccccc4)c3C1=O)c5ccc(NC(=O)NC)cc5	CHEMBL379629	pIC50=10.22
