CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1	levomilnacipran	pKi=7.03526926	pKi=7.03526926	pKi=7.03526926	pIC50=7.4
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1	tapentadol	pKi=6.31875896	pKi=6.31875896	pKi=6.31875896
CC(N)CC1=CC=CC=C1	amfetamine
CN[C@@H](C)[C@@H](O)C1=CC=CC=C1	pseudoephedrine
NC(=N)NCC1COC2(CCCCC2)O1	guanadrel
CNC(NC)=NCC1=CC=CC=C1	betanidine
Clc1ccc2Oc3ccccc3N=C(N4CCNCC4)c2c1	amoxapine	pKi=7.88605665	pKi=7.88605665	pKi=7.88605665	pIC50=7.89
[H][C@@]1(C)N(C)CCO[C@@]1([H])C1=CC=CC=C1	phendimetrazine
CCN(CC)C(C)C(=O)C1=CC=CC=C1	diethylpropion
[H]C1(CCCCN1)C(C(=O)OC)C1=CC=CC=C1	methylphenidate	pKi=6.18	pKi=6.18	pKi=6.18	pKi=6.18
CCOc1ccccc1OCC2CNCCO2	viloxazine	pKd=6.81	pKd=6.81	pKd=6.81	pKd=6.81
C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1	benzphetamine
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1	bupropion	pKi=5.16	pKi=5.16	pKi=5.16	pIC50=6.35
CC[N+](C)(C)CC1=C(Br)C=CC=C1	bretylium
CNCC[C@@H](Oc1ccccc1C)c2ccccc2	atomoxetine	pKd=8.69	pKd=8.69	pKd=8.69	pIC50=8.29
OC1(N2CCN=C2c3ccccc13)c4ccc(Cl)cc4	mazindol	pKd=9.3	pKd=9.3	pKd=9.3	pKi=7.75
CNCC[C@H](Oc1cccc2ccccc12)c3cccs3	duloxetine	pKi=8.22	pKi=8.22	pKi=8.22	pIC50=6.29
CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1	desvenlafaxine	pKi=6.2747	pKi=6.2747	pKi=6.2747
COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1	venlafaxine	pKd=5.9747	pKd=5.9747	pKd=5.9747	pIC50=6.17
CC(CN(C)C)CN1C2=CC=CC=C2CCC2=C1C=CC=C2	trimipramine	pKi=5.61000013	pKi=5.61000013	pKi=5.61000013
CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1	sibutramine	pKi=5.2635	pKi=5.2635	pKi=5.2635
CNCCCC1C2=CC=CC=C2C=CC2=C1C=CC=C2	protriptyline	pKi=8.39	pKi=8.39	pKi=8.39	pIC50=7.77
CC(C)(N)CC1=CC=CC=C1	phentermine
CC1NCCOC1C1=CC=CC=C1	phenmetrazine	pEC50=7.2976	pEC50=7.2976	pEC50=7.2976
CNCCC=C1c2ccccc2CCc3ccccc13	nortriptyline	pKd=8.3595	pKd=8.3595	pKd=8.3595	pKi=8.2
CCC1=NN(CCCN2CCN(CC2)c3cccc(Cl)c3)C(=O)N1CCOc4ccccc4	nefazodone	pKd=6.4437	pKd=6.4437	pKd=6.4437	pKd=6.44
CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1	milnacipran	pKi=7.6	pKi=7.6	pKi=7.6	pIC50=7.11
CNCCCC12CCC(c3ccccc13)c4ccccc24	maprotiline	pKd=8.27	pKd=8.27	pKd=8.27	pIC50=7.52
CN(C)CCCN1c2ccccc2CCc3ccccc13	imipramine	pKd=7.4318	pKd=7.4318	pKd=7.4318	pIC50=7.13
NC(=N)NCCN1CCCCCCC1	guanethidine
CN(C)CCC=C1c2ccccc2COc3ccccc13	doxepin	pKd=7.53	pKd=7.53	pKd=7.53	pIC50=7.54
[H][C@@]1(CCCCN1)[C@H](C(=O)OC)C1=CC=CC=C1	dexmethylphenidate
CNCCCN1c2ccccc2CCc3ccccc13	desipramine	pKd=9.0809	pKd=9.0809	pKd=9.0809	pKi=6.24
CN(C)CCC=C1c2ccccc2CCc3ccccc13	amitriptyline	pKd=7.4559	pKd=7.4559	pKd=7.4559	pKi=6.48
CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13	clomipramine	pKd=7.4202	pKd=7.4202	pKd=7.4202	pIC50=7.15
CN1CC(C2=CC=CC=C2)C2=CC=CC(N)=C2C1	nomifensine	pKi=7.67	pKi=7.67	pKi=7.67	pIC50=6.2
CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1	lofepramine	pKi=8.2676	pKi=8.2676	pKi=8.2676
CN(C)CC\C=C1/C2=CC=CC=C2CSC2=CC=CC=C12	dosulepin	pKd=7.3372	pKd=7.3372	pKd=7.3372
C[C@H](N)CC1=CC=CC=C1	dexamfetamine	pKi=7.0	pKi=7.0	pKi=7.0	pIC50=6.2
C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN	lisdexamfetamine
CSc1ccccc1Oc2cc(C)ncc2CN(C)C	CHEMBL405017	pKi=7.24
Cl.Cl.CN1CCN(CC(c2cccc(Cl)c2)C3(O)CCCCC3)CC1	CHEMBL511347	pIC50=7.24
FC(F)Oc1cccc(F)c1CC(N2CCNCC2)c3ccccc3	CHEMBL1086275	pKi=7.24
NCC1CCC(O1)c2ccc3ccccc3c2	CHEMBL504028	pIC50=7.24
Oc1ccccc1C[C@@H](N2CCNCC2)c3ccccc3	CHEMBL1084971	pKi=7.24
CCS(=O)(=O)N1CCN(CC1)c2ccc3c(CN4CCC3(CC4)c5ccc(Cl)cc5)c2	CHEMBL3673179	pIC50=7.25
CN(C)Cc1cc(OCCO)ccc1Sc2ccc(F)cc2N	CHEMBL241646	pKi=7.25
CN1CCN(CC(c2cccc(Cl)c2)C3(O)CCCCC3)CC1	CHEMBL1096495	pIC50=7.25
CN1C[C@H]2CCCC[C@]2(C1)c3ccc(Cl)c(Cl)c3	CHEMBL1813314	pIC50=7.25
CNC[C@@H](O)[C@@H](N1C(=O)N(c2ccccc12)C(C)(C)C)c3ccccc3	CHEMBL562767	pIC50=7.25
Cl.Cl.COc1ccccc1C[C@](O)([C@@H]2CNCCO2)c3ccccc3	CHEMBL537196	pKi=7.25
CNCCC(Oc1cccc2ccccc12)c3nccs3	CHEMBL138031	pKi=7.26
CNCCCC1Cc2ccccc2N(c3ccccc3F)S1(=O)=O	CHEMBL1085197	pIC50=7.26
Cl.CC(C)(C)[C@H](O)[C@@H](CN)c1ccc2ccccc2c1	CHEMBL545557	pKd=7.26
Cl.CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@H](C2)c3ccc(C)cc3	CHEMBL524188	pKi=7.26
Clc1ccc(cc1)C23CCN(CC2)Cc4cc(OCCCc5ccncc5)ccc34	CHEMBL3673157	pIC50=7.26
O[C@@](Cc1ccccc1SC(F)(F)F)([C@@H]2CNCCO2)c3ccccc3	CHEMBL206007	pKi=7.26
C1C[C@H]2C[C@@H](C[C@@H]1N2)Oc3ccccc3	CHEMBL1644471	pIC50=7.27
CCc1ccc2C(CN(C)Cc2c1)c3ccccc3	CHEMBL2206517	pKi=7.27
CN1CC=CC[C@H](C1)c2ccc(Cl)c(Cl)c2	CHEMBL2321997	pKi=7.27
CNCCC1Cc2ccccc2N(C1=O)c3ccccc3	CHEMBL194310	pKi=7.27
CNC[C@@H](O)[C@H](c1cccc(c1)C(F)(F)F)n2ccc3ccccc23	CHEMBL577138	pIC50=7.27
Clc1ccc(cc1Cl)C23CCN(CC2)Cc4cc(ccc34)c5cccnn5	CHEMBL3673161	pIC50=7.27
Clc1cccc(CC(N2CCNCC2)c3ccccc3)c1	CHEMBL214240	pIC50=7.27
O=S1(=O)N(CCC2CCCNC2)c3ccccc3N1c4ccccc4	CHEMBL1830884	pIC50=7.27
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]2CCNC2	CHEMBL476954	pKi=7.28
CC(C)OC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@@H]1c3ccc(C)cc3)N2C	CHEMBL1812739	pIC50=7.28
CN(C)C(=O)N(Cc1ccccc1c2ccccc2)[C@H]3CCNC3	CHEMBL516094	pKi=7.28
CN1CC(c2ccccc2C1)c3cccc4sccc34	CHEMBL3323099	pIC50=7.28
CNCCCC1Cc2ccccc2N(c3c(F)cccc3F)S1(=O)=O	CHEMBL1085198	pIC50=7.28
CNCC[C@@H](N1C(=O)C2(CCCCC2)c3ccccc13)c4ccccc4	CHEMBL476154	pIC50=7.28
CNC[C@@H](O)[C@H](c1cccc(F)c1)n2ccc3c(Br)cccc23	CHEMBL575133	pIC50=7.28
COC(=O)[C@@H]1C2CCC(C[C@H]1c3ccc(I)cc3)N2C	CHEMBL375889	pIC50=7.28
Cl.NC(=O)[C@@H]1CNCCO[C@H]1c2ccc(Cl)c(Cl)c2	CHEMBL3593397	pIC50=7.28
CC(C)NCCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3	CHEMBL595457	pIC50=7.29
CC1(C)NCC(c2ccc(Cl)c(Cl)c2)c3ccc(cc13)c4ccc5ncnn5c4	CHEMBL3703748	pIC50=7.29
CN(C)CC1(CCCCC1)c2ccc(Cl)cc2	CHEMBL1683884	pIC50=7.29
CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c3cccc(Cl)c3	CHEMBL113136	pKi=7.29
CNCc1cnc(C)cc1Oc2ccc(Cl)cc2C	CHEMBL256137	pIC50=7.29
OC(C(O)C(=O)O)C(=O)O.FC(F)(F)OCCN(Cc1ccccc1C(F)(F)F)C2CCNCC2	CHEMBL207894	pKi=7.29
C(Cc1ccccc1)N(C2CCNCC2)c3ccc4[nH]ccc4c3	CHEMBL564288	pKi=7.3
CC(C)(C)CCC1(CCNC1)C(=O)c2cnc(N)c(Cl)c2	CHEMBL1224318	pKi=7.3
CC(C)(C)c1ccn(C[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4)n1	CHEMBL1818462	pKi=7.3
CC(C)CN([C@H]1CCNC1)C(=O)c2ccc(Cl)c(Cl)c2	CHEMBL1078742	pKi=7.3
CC(CCNCCCC(=O)N)CC1(CCC1)c2ccc(Cl)c(Cl)c2	CHEMBL3704753	pKi=7.3
CN(C)C[C@H]1C2CCC(C2)[C@@H]1c3ccc4cc(O)ccc4c3	CHEMBL419385	pKi=7.3
CN(C)Cc1ccccc1Sc2cccc(Cl)c2	CHEMBL493263	pIC50=7.3
CNCc1cc(ccc1Cc2ccc(Cl)c(Cl)c2)C(=O)N	CHEMBL451165	pIC50=7.3
COC[C@@]12CNC[C@@H](F)[C@@]1(C2)c3ccc(Cl)c(Cl)c3	CHEMBL1173520	pKi=7.3
COC[C@@]12CN[C@@H](C)C[C@@]1(C2)c3ccc(Cl)c(Cl)c3	CHEMBL1173416	pKi=7.3
COc1cc(cc2cc[nH]c12)N3CCNCC3Cc4ccccc4	CHEMBL1170209	pKi=7.3
Cl.CN1[C@H]2CC[C@@H]1[C@@H](C#Cc3ccc(N)cc3)[C@H](C2)c4ccc(Cl)cc4	CHEMBL496913	pKi=7.3
Cl.Clc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL534942	pIC50=7.3
Clc1cc(Cl)c(Cl)c(O[C@H]([C@H]2CCNC2)c3ccccc3)c1	CHEMBL2338040	pIC50=7.3
Clc1ccc(cc1Cl)[C@]23CCNCC2(Cn4cc5ccccc5n4)C3	CHEMBL1818547	pKi=7.3
Clc1ccc(cc1Cl)[C@]23CCNCC2(Cn4ncc5ccccc45)C3	CHEMBL1818441	pKi=7.3
Cn1ccc2cc(ccc12)N3CCNCC3Cc4ccccc4	CHEMBL1170794	pKi=7.3
N#Cc1cccc(O[C@@H]([C@@H]2CCNC2)c3ccccc3)c1	CHEMBL2337599	pIC50=7.3
CCN(C)CCc1cccc2[nH]cc(c12)S(=O)(=O)c3ccccc3	CHEMBL603430	pIC50=7.31
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccsc2	CHEMBL401676	pIC50=7.31
CCOC(=O)N(Cc1ccccc1C(C)C)[C@H]2CCNC2	CHEMBL503378	pKi=7.31
CN1C2CCC1[C@@H](CNc3ccc(Br)nc3)[C@H](C2)c4ccc(Cl)cc4	CHEMBL1914697	pKi=7.31
CNC[C@@H](O)[C@H](c1cccc(C)c1)n2ccc3ccccc23	CHEMBL577825	pIC50=7.31
CNC[C@H](O)[C@H](c1ccccc1)n2ccc3cc(Cl)ccc23	CHEMBL567467	pIC50=7.31
Cl.CN1[C@H]2CC[C@@H]1[C@H](C=C(Br)Br)[C@H](C2)c3ccc(Cl)cc3	CHEMBL494624	pKi=7.31
Cl.Fc1ccc(cc1)C(OCCN2CCN(CCCc3ccccc3)CC2)c4ccc(F)cc4	CHEMBL542933	pKi=7.31
Clc1cccc(Oc2ccccc2C3CCNCC3)c1	CHEMBL575290	pEC50=7.31
O=C(CCCCN1CCC(CC1)c2ccccc2)c3nc4ccccc4s3	CHEMBL2037531	pKi=7.31
OCC[C@]1(CCCCNC1)c2ccc(Cl)c(Cl)c2	CHEMBL2321990	pKi=7.31
C(CNCC1CCCN(CCOC(c2ccccc2)c3ccccc3)C1)Cc4ccccc4	CHEMBL67078	pIC50=7.32
C(Cc1ccccc1)C(Cc2ccccc2)N3CCNCC3	CHEMBL384687	pIC50=7.32
CCN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc13	CHEMBL147983	pKi=7.32
Cc1ccc(nc1)C(Oc2cccc(Cl)c2Cl)C3CCNCC3	CHEMBL556268	pIC50=7.32
CCC1(CCCNC)Cc2cc(Cl)ccc2N(C1=O)c3ccc(C)cc3	CHEMBL199093	pKi=7.33
CCCC(C1CCCCN1)c2ccc(Cl)c(Cl)c2	CHEMBL219649	pIC50=7.33
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3occc3c2	CHEMBL258450	pIC50=7.33
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc3sccc3c2	CHEMBL255303	pIC50=7.33
CN1CC(c2ccc(Cl)cc2)c3ccc(C)cc3C1	CHEMBL2206510	pKi=7.33
CNCCC(c1ccccc1)n2ccc3ccccc23	CHEMBL453838	pIC50=7.33
COc1cc(Cl)ccc1Oc2ccncc2CN(C)C	CHEMBL257593	pIC50=7.33
FC(F)(F)c1ccc(nn1)c2ccc3C(CCNc3c2)c4ccc(Cl)cc4	CHEMBL3703726	pIC50=7.33
O=S(=O)(c1ccccc1)c2c[nH]c3cccc(CCN4CCCCC4)c23	CHEMBL595252	pIC50=7.33
C1NCC(CC=C1)c2oc3ccccc3c2	CHEMBL2326690	pKi=7.34
CCOC(=O)N(Cc1ccccc1C(F)(F)F)[C@H]2CCNC2	CHEMBL516730	pKi=7.34
CN(C)C[C@@H](c1cccc(Cl)c1)C2(O)CCCCC2	CHEMBL461095	pIC50=7.34
CN(C)Cc1ccccc1Oc2ccc(F)cc2Cl	CHEMBL256817	pIC50=7.34
CNCc1cc(ccc1Oc2ccc(Cl)cc2C)C(=O)N	CHEMBL401819	pIC50=7.34
Cc1ccccc1O[C@@H]2[C@H](CN)COc3ccccc23	CHEMBL498509	pIC50=7.34
FC(F)Oc1ccccc1CC(N2CCNCC2)c3ccccc3F	CHEMBL1084309	pKi=7.34
O=C(NCCC[C@H]1C[C@H](Cc2ccccc2)CCN1)Nc3cccc(c3)C#N	CHEMBL218997	pKi=7.34
CNC[C@H]1OCc2ccccc2[C@@H]1Oc3ccccc3SC	CHEMBL497492	pIC50=7.35
CN[C@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642896	pIC50=7.35
Clc1ccccc1CC(N2CCNCC2)c3nccs3	CHEMBL213030	pIC50=7.35
FC(F)(F)Oc1ccccc1OC(C2CCNCC2)c3cccnc3	CHEMBL563852	pIC50=7.35
CCN1C(=O)N([C@H](CCNC)c2ccccc2)c3ccccc13	CHEMBL461153	pIC50=7.36
CC[C@@H]1NC(C)(C)CO[C@@]1(O)c2cccc(Cl)c2	CHEMBL1173772	pIC50=7.36
CN(C)C[C@@H]1C2CCC(CC2)[C@@H]1c3ccc(Cl)c(Cl)c3	CHEMBL322067	pKi=7.36
CN(C)C[C@H]1C2CCC(CC2)[C@H]1c3ccc(Cl)c(Cl)c3	CHEMBL173861	pKi=7.36
CN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccsc2	CHEMBL402027	pIC50=7.36
CNCCCC1(C)Cc2ccccc2N(C1=O)c3ccccc3	CHEMBL194205	pKi=7.36
Cl.CC(=O)C(C1CCNCC1)c2ccc(Cl)c(Cl)c2	CHEMBL2407325	pIC50=7.36
Cl.CN(C)C[C@H]([C@@H](O)c1ccccc1)c2ccc3ccccc3c2	CHEMBL539050	pKd=7.36
Clc1cccc(OC([C@@H]2CCNC2)c3ccccn3)c1Cl	CHEMBL551573	pIC50=7.36
CC(C)CN(Cc1cccc(F)c1)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL208444	pKi=7.37
CC(C)CN([C@H]1CCNC1)C(=O)c2cc(Cl)cc(Cl)c2	CHEMBL1078741	pKi=7.37
CC(C)c1ccccc1C(=O)N(C2CCC2)[C@H]3CCNC3	CHEMBL570781	pKi=7.37
CNCCCC1(C)Cc2cc(Cl)ccc2N(C1=O)c3ccc(C)cc3	CHEMBL198215	pKi=7.37
CNC[C@@H](O)CCN1c2ccccc2N(c3ccc(F)c(F)c3)S1(=O)=O	CHEMBL1082611	pIC50=7.37
Clc1cccc(OC([C@H]2CCNC2)c3ccccn3)c1Cl	CHEMBL563495	pIC50=7.37
OC(=O)C(=O)O.Fc1ccc(cc1)C(OCCC2CCN(CC3=Cc4ccccc4CC3)CC2)c5ccc(F)cc5	CHEMBL205005	pKi=7.37
CC(C)CN(Cc1ccccc1C#N)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL207407	pKi=7.38
CNCCC(Oc1cccc2ccccc12)c3ccc(F)cc3	CHEMBL342716	pKi=7.38
CNC[C@H](O)[C@H](c1ccccc1)n2cc(C)c3ccccc23	CHEMBL585708	pIC50=7.38
CNCc1ccccc1Oc2ccc(Cl)cc2Cl	CHEMBL256816	pIC50=7.38
COc1ccc(F)cc1CN(CC(C)C)C2CCNCC2.OC(=O)\C=C\C(=O)O	CHEMBL207810	pKi=7.38
Cc1cccc(OC(C2CCNCC2)c3cccnc3)c1C	CHEMBL562854	pIC50=7.38
C(c1ccccc1)C2(CCNC2)c3cnc4[nH]ccc4c3	CHEMBL486538	pKi=7.39
CCCN(CC)C(=O)C1(CC1CN)c2ccccc2	CHEMBL404364	pIC50=7.39
CN1CC(c2ccc3sccc3c2)c4ccc(F)cc4C1	CHEMBL3323176	pIC50=7.39
C(C1CCOCC1)N(C2CCNCC2)c3ccc4[nH]ccc4c3	CHEMBL571893	pKi=7.4
CC#CCN(CC=C)C(=O)[C@]1(C[C@H]1CN)c2ccc3OCCc3c2	CHEMBL410054	pIC50=7.4
CCCC1CNCCN1c2ccc3[nH]ncc3c2	CHEMBL1170374	pKi=7.4
CCN(CC)C(=O)[C@@]1(C[C@H]1CN)c2ccccc2	CHEMBL471001	pIC50=7.4
CCN(CC)C(=O)[C@]1(C[C@H]1CN)c2ccc(Cl)s2	CHEMBL257810	pIC50=7.4
CN1C2CCC1C3COC(=O)CCCCCC(=O)Nc4ccc(cc4)C3C2	CHEMBL214209	pIC50=7.4
CNCCC(Oc1cccc2ccccc12)c3cccc(C)c3	CHEMBL139277	pKi=7.4
CNC[C@@H]1CCc2ccccc2[C@@H]1Oc3ccccc3C	CHEMBL525375	pIC50=7.4
CNC[C@@H]1COc2ccccc2[C@@H]1Oc3ccccc3C	CHEMBL445082	pIC50=7.4
COC[C@@]12CNCC[C@@]1(C2)c3ccc4ccccc4c3	CHEMBL1172744	pKi=7.4
Cc1ccn(CC23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4)c1	CHEMBL1818466	pKi=7.4
Cc1nc(C)n(C[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4)n1	CHEMBL1818542	pKi=7.4
Cc1onc(c1)[C@@]23CNCC[C@@]2(C3)c4ccc(Cl)c(Cl)c4	CHEMBL1818446	pKi=7.4
Clc1ccc(cc1Cl)[C@]23CCNC[C@@]2(Cn4cccc4C#N)C3	CHEMBL1818464	pKi=7.4
FC(F)Oc1ccccc1CC(N2CCNCC2)c3ccc(F)cc3	CHEMBL1083425	pKi=7.4
Fc1ccc(CN(C2CCOCC2)[C@H]3CCNC3)c(F)c1F	CHEMBL246519	pIC50=7.4
Fc1ccc(OC[C@H]2[C@@H]3CNC[C@]23c4ccc(Cl)c(Cl)c4)cc1	CHEMBL599240	pKi=7.4
OC1(N2CCN=C2c3cc(Cl)c(Cl)cc13)c4ccc(Cl)cc4	CHEMBL132955	pKi=7.4
C(C(N1CCNCC1)c2ccccc2)c3ccccc3	CHEMBL214237	pIC50=7.41
CC(=O)c1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccccc3)CCN2)c1	CHEMBL218581	pKi=7.41
CC(C)(C)CC(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]2CCNC2	CHEMBL469068	pIC50=7.41
CCCN1C(=O)N([C@H]([C@H](O)CNC)c2ccccc2)c3cc(F)ccc13	CHEMBL557528	pIC50=7.41
CN1CC(c2ccc3sncc3c2)c4ccccc4C1	CHEMBL3663920	pKi=7.41
CN1CCN(CC2(CCCCC2)c3ccc(Cl)c(Cl)c3)CC1	CHEMBL1683880	pIC50=7.41
CNC[C@@H]1OCc2ccccc2[C@@H]1Oc3cccc(C)c3C	CHEMBL498482	pIC50=7.41
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Cl)cc3)N2C	CHEMBL608703	pKi=7.41
Cl.CNC[C@@H](O)[C@@H](N1CC2(CCCCC2)c3ccccc13)c4cccc(F)c4	CHEMBL602550	pIC50=7.41
CCC(=O)OCCNC(CC(C)C)C1(CCC1)c2ccc(Cl)c(Cl)c2	CHEMBL3704748	pKi=7.42
CCCC(N1CCCC1)C(=O)c2ccc(Cl)c(Cl)c2	CHEMBL203488	pKi=7.42
CCN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	CHEMBL1813317	pIC50=7.42
CCOc1ccccc1CC(N2CCNCC2)c3ccccc3F	CHEMBL378447	pIC50=7.42
CNCCCCN1Cc2ccccc2N(c3ccccc3F)S1(=O)=O	CHEMBL1084933	pIC50=7.42
CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C(=O)NC	CHEMBL404754	pIC50=7.42
CNCc1cnc(C)cc1Oc2ccc(Cl)cc2Br	CHEMBL402371	pIC50=7.42
Cl.Cl.OC1(CCCCC1)C(CN2CCNCC2)c3cccc(Cl)c3	CHEMBL461705	pIC50=7.42
O=C(N(CC1CCC1)[C@@H]2CCNC2)c3ccccc3Oc4ccccc4	CHEMBL558853	pKi=7.42
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@@H]2CCNC2	CHEMBL450813	pIC50=7.43
CC(C)CN([C@H]1CCNC1)C(=O)c2ccc(Cl)cc2Cl	CHEMBL1079265	pKi=7.43
CCC(CC)N([C@H]1CCNC1)C(=O)c2cccc(Cl)c2Cl	CHEMBL1080969	pKi=7.43
CCCN([C@H]1CCNC1)C(=O)c2ccccc2SC	CHEMBL549509	pKi=7.43
CN(C)Cc1cc(OCCF)ccc1Sc2ccc(F)cc2N	CHEMBL238868	pKi=7.43
CN(C)[C@H]1CCC(=CC1)c2c[nH]c3ccc(cc23)C#N	CHEMBL234705	pIC50=7.43
CN1CC(c2ccc(F)c(F)c2)c3cccc(C)c3C1	CHEMBL2206528	pKi=7.43
CNC(=O)c1ccccc1Sc2ccccc2[N+](=O)[O-]	CHEMBL2113055	pKi=7.43
COC(=O)C1C2CCC(CC1c3ccc(Cl)cc3)N2C	CHEMBL306208	pKi=7.43
COC(=O)C1C2CC[C@H](C[C@@H]1c3ccc(Cl)cc3)N2C	CHEMBL610897	pIC50=7.43
COC(=O)[C@@H]1C2CCC(C[C@@H]1c3ccc(Br)cc3)N2C	CHEMBL218082	pIC50=7.43
Clc1ccc(cc1Cl)C(CC2CNC2)Oc3ccccc3	CHEMBL3309702	pIC50=7.43
NC[C@@H]1C[C@@]1(C(=O)C2NCc3ccccc23)c4ccsc4	CHEMBL257348	pIC50=7.43
CCCN([C@H]1CCNC1)C(=O)c2cccc(Cl)c2Cl	CHEMBL1080069	pKi=7.44
CCN1C(=O)N([C@H]([C@H](O)CNC)c2ccccc2)c3cc(F)ccc13	CHEMBL564445	pIC50=7.44
CCc1ccccc1O[C@@H]2[C@@H](CNC)OCc3ccccc23	CHEMBL522065	pIC50=7.44
CN(C)Cc1cnccc1Oc2ccc(Cl)cc2C	CHEMBL401596	pIC50=7.44
CNCCC(Oc1cccc2ccccc12)c3ccc(C)cc3	CHEMBL141114	pKi=7.44
CNC[C@@H]1COc2ccccc2[C@@H]1Oc3ccccc3Cl	CHEMBL497479	pIC50=7.44
COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c3ccc(I)cc3)N2C	CHEMBL311347	pIC50=7.44
Cl.COCC(C1CCNCC1)c2ccc3ccccc3c2	CHEMBL2407328	pIC50=7.44
Clc1ccc(cc1Cl)C2(CNC3CC3)CCCCC2	CHEMBL1683873	pIC50=7.44
Brc1ccccc1CC(N2CCNCC2)c3ccccc3	CHEMBL378418	pIC50=7.46
CN(C)Cc1ccccc1Sc2ccc(Br)cc2CO	CHEMBL278165	pKi=7.46
CN1CC(c2ccccc2)c3ccc(C)cc3C1	CHEMBL2206516	pKi=7.46
CN1C[C@@H](c2cccc(F)c2)c3ccc(C)cc3C1	CHEMBL2206511	pKi=7.46
CNC[C@H]1Cc2ccccc2[C@@H]1Oc3ccccc3C	CHEMBL497665	pIC50=7.46
Cc1ccnc(c1)C(Oc2cccc(Cl)c2Cl)C3CCNCC3	CHEMBL562691	pIC50=7.46
Clc1cccc(OC([C@@H]2CCCNC2)c3cccnc3)c1Cl	CHEMBL549825	pIC50=7.46
FC(F)(F)c1ccc(Oc2ccc3c(CN4CCC3(CC4)c5ccc(Cl)c(Cl)c5)c2)nn1	CHEMBL3673167	pIC50=7.46
CC(C)C(=O)N(Cc1ccccc1Oc2ccccc2)[C@H]3CCNC3	CHEMBL478833	pKi=7.47
CNCC[C@H](c1ccccc1)n2ccc3ccccc23	CHEMBL573667	pIC50=7.47
CNC[C@@H](O)[C@@H](N(C)c1ccccc1)c2ccc(OC)cc2	CHEMBL467123	pIC50=7.47
CNC[C@H](O)CCN1c2ccccc2N(c3cc(F)ccc3F)S1(=O)=O	CHEMBL1084313	pIC50=7.47
COC(=O)[C@@H]1[C@@H]2CC[C@H](C[C@@H]1c3ccc(I)cc3)N2C	CHEMBL242338	pKi=7.47
Fc1cc2C(CNCc2cc1c3ccc(nn3)C(F)(F)F)c4ccc(Cl)c(Cl)c4	CHEMBL3703740	pIC50=7.47
Fc1ccc(OC(CC2CNC2)c3ccc(Cl)c(Cl)c3)cc1	CHEMBL3310478	pIC50=7.47
Fc1ccccc1COc2ccccc2C3CCNCC3	CHEMBL573897	pKi=7.47
C1CC(CCN1)C(Oc2ccccc2c3ccccc3)c4ccccn4	CHEMBL563404	pIC50=7.48
CC(C)C(C)[C@@]1(CC[C@](C)(O)CC1)c2ccc3ccccc3c2	CHEMBL3769872	pIC50=7.48
CN(C)Cc1cc(O)ccc1Sc2ccccc2N	CHEMBL241228	pKi=7.48
CNC[C@@]1(CC[C@@](C)(O)CC1)c2ccc3ccccc3c2	CHEMBL3770663	pIC50=7.48
CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C(=O)N(C)C	CHEMBL258062	pIC50=7.48
