NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=7.0222764	pIC50=7.0222764	pIC50=7.0222764
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=6.55
Nc1ncnc2c1c(nn2c3cccc(c3)c4cnnn4CCCCCC(=O)NO)c5ccc(Cl)cc5	CHEMBL2408778	pIC50=7.07
ONC(=O)CCCCc1ccn(Cc2ccc(Oc3ccccc3)cc2)n1	CHEMBL3335297	pIC50=7.07
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3ccc(cc3)[N+](=O)[O-])c4ccccc4)cc1	CHEMBL3670677	pIC50=7.07
ONC(=O)c1cnc(NC2(CC2)c3cccc(F)c3)nc1	CHEMBL3655964	pIC50=7.07
CN(c1ccc(OCCCC(=O)NO)cc1)c2nc(C)nc3ccccc23	CHEMBL3775662	pIC50=7.08
COc1ccc(cc1)c2cc([nH]c2C(=O)NCc3ccc(cc3)C(=O)NCCS)c4ccccc4	CHEMBL3670668	pIC50=7.08
COc1cccc2c(c[nH]c12)C(CCCCCC(=O)NO)c3c[nH]c4c(OC)cccc34	CHEMBL561483	pIC50=7.08
NCCn1c(nc2cc(\C=C\C(=O)NO)ccc12)C3CC3c4ccccc4	CHEMBL1830413	pIC50=7.08
Nc1ccc(cc1NC(=O)C2CCOCC2)c3ccc(F)cc3	CHEMBL3828396	pKi=7.08
Nc1ccc(cc1NC(=O)c2ccc(CN3[C@H](Cc4ccccc4)COC3=O)cc2)c5cccs5	CHEMBL3664134	pIC50=7.08
ONC(=O)\C=C\c1ccn2c(CN3CCCC3)c(nc2c1)c4ccccc4	CHEMBL3689818	pIC50=7.08
CN(c1ccc(Cl)c(Cl)c1)c2ncc(cn2)C(=O)NO	CHEMBL3652232	pIC50=7.09
COC(=O)c1ccc(cc1)c2ccc(N)c(NC(=O)c3ccc(CNC(=O)OCc4cccnc4)cc3)c2	CHEMBL3664039	pIC50=7.09
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](CO3)c4ccccc4)cc2	CHEMBL3605495	pIC50=7.09
Nc1ccccc1NC(=O)c2ccc(nc2)N3CC4CCC(C3)N4C(=O)OCc5ccccc5	CHEMBL237995	pIC50=7.09
ONC(=O)CCCCCCNC(=O)c1cc(on1)c2ccc(NC(=O)c3cc(CN=[N+]=[N-])cc(c3)N=[N+]=[N-])cc2	CHEMBL1914702	pIC50=7.09
ONC(=O)\C=C\c1ccc(CNc2nccc(n2)c3cccnc3)cc1	CHEMBL3752134	pIC50=7.09
CC(C)n1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3	CHEMBL1097017	pIC50=7.1
CC(Cc1nc2cc(\C=C\C(=O)NO)ccc2n1CCCO)c3ccccc3	CHEMBL474746	pIC50=7.1
CC1=Nc2ccccc2C(=O)N1Cc3ccc(cc3)C(=O)Nc4ccccc4N	CHEMBL400213	pIC50=7.1
CCCCN(CCCC)Cc1c(C)nc2cc(\C=C\C(=O)NO)ccn12	CHEMBL3689838	pIC50=7.1
CCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1CN(CC)CC(C)CCC	CHEMBL3689870	pIC50=7.1
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@](O)(CN(C)C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3735441	pIC50=7.1
CN1CCCCC1C(=O)N[C@@H](CCCCCC(=O)C)C(=O)Nc2cccc(c2)c3ccccc3	CHEMBL217314	pIC50=7.1
CN1CCN(CC1)C(=O)NCc2ccc(cc2)C(=O)Nc3cc(ccc3N)c4cccs4	CHEMBL1957459	pIC50=7.1
CN1CCN(CC1)c2ccc(cn2)c3ccnc(NCc4ccc(cc4)C(=O)Nc5ccccc5N)n3	CHEMBL479279	pIC50=7.1
COc1ccc(cc1)c2nc(NC(=O)NCCCCC(=O)NO)cc3c4ccccc4[nH]c23	CHEMBL3745758	pIC50=7.1
C[C@H]1CN(CCN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL236902	pIC50=7.1
Cc1ccc(NC(=O)c2ccc(\C=C\C(=O)NO)cc2)cc1Nc3nc(cs3)c4cccnc4	CHEMBL1080580	pIC50=7.1
Cc1ccc(cc1)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3655970	pIC50=7.1
Cc1nc(C)n(CCc2ccccc2)c1c3cccc(\C=C\C(=O)NO)c3	CHEMBL1096034	pIC50=7.1
Cc1nc(c2ccccc2)n(CCc3ccccc3)c1c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095400	pIC50=7.1
NC1=Nc2ncc(CNc3ccc(cc3)C(=O)NCCCCCC(=O)NO)nc2C(=O)N1	CHEMBL3415962	pIC50=7.1
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H]([C@@H](O3)c4ccccc4)c5ccccc5)cc2	CHEMBL3605506	pIC50=7.1
Nc1ccccc1NC(=O)c2ccc(CNc3nc(NC4Cc5ccccc5C4)nc(n3)N6CCOCC6)cc2	CHEMBL258297	pIC50=7.1
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccc(OCCN5CCOCC5)cc4)cc2	CHEMBL516236	pIC50=7.1
Nc1ccccc1NC(=O)c2ccc(CSc3oc(nn3)c4ccccc4)cc2	CHEMBL402599	pIC50=7.1
ONC(=O)CCCCCCc1onc(n1)c2cccnc2	CHEMBL3585968	pIC50=7.1
ONC(=O)\C=C\c1ccn2c(CNCC3CC3)c(nc2c1)c4ccccc4	CHEMBL3689819	pIC50=7.1
ONC(=O)c1cc2ccc(NC(=O)c3ccc4ccccc4c3)cc2s1	CHEMBL270098	pIC50=7.1
ONC(=O)c1ccc(cc1)N2CCN(Cc3ccc(cc3)C(F)(F)F)C2=O	CHEMBL3334997	pIC50=7.1
CC(C)[C@@H]1NC(=O)c2csc(n2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL3287006	pIC50=7.11
CC1(C)CN(CCN1C(=O)CCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL237327	pIC50=7.11
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNCC	CHEMBL1830416	pIC50=7.11
CN(CC1CCN(C)CC1)Cc2ccc(cc2)C(=O)Nc3cc(ccc3O)c4ccccc4	CHEMBL3664129	pIC50=7.11
COc1cc2COc3ccccc3NC(=O)[C@@H](CCCCCC(=O)NO)OC\C=C/c(c2)c1	CHEMBL1631915	pIC50=7.11
Cc1ccc(NCc2ccc(\C=C\C(=O)NO)cc2)cc1Nc3nccc(n3)c4cccnc4	CHEMBL514351	pIC50=7.11
Cl.Cl.CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC	CHEMBL3215861	pIC50=7.11
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)Oc3ccccc3)cc2)c4cccs4	CHEMBL3664051	pIC50=7.11
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](Cc4c[nH]cn4)CO3)cc2	CHEMBL3605507	pIC50=7.11
ONC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)NCCc2ccccc2	CHEMBL3098688	pIC50=7.11
ONC(=O)\C=C\c1ccc2CN(CCc3cnn4ccccc34)Cc2c1	CHEMBL1808645	pIC50=7.11
ONC(=O)c1cnc(NCCc2cccc(Cl)c2)nc1	CHEMBL3655925	pIC50=7.11
ONC(=O)c1cnc(NCc2ccccc2)nc1	CHEMBL3655918	pIC50=7.11
CN(c1ccc(OCCCC(=O)NO)cc1)c2ncnc3ccccc23	CHEMBL3775209	pIC50=7.12
Cc1[nH]c2ccccc2c1CCN3CCc4ccc(\C=C\C(=O)NO)cc4CC3	CHEMBL1089301	pIC50=7.12
Cc1ccc(NC(=O)CCCCC(=O)NO)cc1	CHEMBL1092762	pIC50=7.12
Nc1ccccc1NC(=O)c2ccc(CNC3=NC[C@H](O3)c4ccccc4)cc2	CHEMBL3605502	pIC50=7.12
ONC(=O)c1cc2cc(ccc2s1)C(=O)NCc3ccccc3	CHEMBL405504	pIC50=7.12
Oc1ccc(cc1NC(=O)c2ccc(CNC3CC3)cc2)c4ccccc4	CHEMBL3664091	pIC50=7.12
CCCCC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c2ncc([nH]2)c3ccc4ccccc4c3	CHEMBL486324	pIC50=7.13
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccc(Cl)cc3	CHEMBL520526	pIC50=7.13
C[C@H]1CN(CCN1C(=O)Nc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL237539	pIC50=7.13
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)c5cn(CCCCCC(=O)NO)nn5	CHEMBL2401845	pIC50=7.13
Nc1ccccc1NC(=O)c2ccc(COc3ccc4ncnc(Nc5cccc(Br)c5)c4c3)cc2	CHEMBL3217993	pIC50=7.13
ONC(=O)CCCCc1ccn(Cc2ccc(cc2)n3ccc4ccccc34)n1	CHEMBL3335298	pIC50=7.13
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	CHEMBL318642	pIC50=7.13
ONC(=O)c1cc2cc(NCc3ccccc3)ccc2s1	CHEMBL394386	pIC50=7.13
Oc1ccc(cc1NC(=O)c2ccncc2)c3ccccc3	CHEMBL257202	pIC50=7.13
SCCCCC[C@H](NC(=O)[C@@H]1[C@@H](CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	CHEMBL3356928	pIC50=7.13
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCCSC	CHEMBL3689785	pIC50=7.14
CCN(CC)CCn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL491491	pIC50=7.14
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3ccc(cc3)c4cn(CCCCCC(=O)NO)nn4)[C@](C)(C[C@@H](C)C5=NCCN6[C@H]([C@H]5C)[C@]1(C)OC6=O)OC	CHEMBL3735736	pIC50=7.14
CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3ccc(cc3)c4cn(CCCCCCCC(=O)NO)nn4)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL507617	pIC50=7.14
CN(c1cccc(OCCCCCC(=O)NO)c1)c2nc(C)nc3ccccc23	CHEMBL3775539	pIC50=7.14
CN1CC[C@H](C1)C(=O)N[C@@H](CCCCCC(=O)O)c2ncc([nH]2)c3ccc4ccccc4c3	CHEMBL467875	pIC50=7.14
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccccc4OCCCCCCC(=O)NO)c5cc6OCOc6cc25	CHEMBL2442802	pIC50=7.14
COc1cc2CCCO[C@@H](CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1	CHEMBL1631917	pIC50=7.14
NCCNCc1ccc(cc1)C(=O)Nc2cc(ccc2O)c3ccccc3	CHEMBL3664121	pIC50=7.14
Nc1ccc(cc1NC(=O)C2COc3ccccc3C2)c4ccc(F)cc4	CHEMBL3827363	pIC50=7.14
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)Cc3ccccc3)cc2)c4ccccc4	CHEMBL3664061	pIC50=7.14
ONC(=O)CCCCC[C@H](NC(=O)C1CCNC1=O)C(=O)Nc2ccccc2	CHEMBL3098693	pIC50=7.14
ONC(=O)\C=C\c1ccc(CN(CCCCCCNC(=O)CCSSCCNC(=O)C(CCCCNC(=O)CCCCC2SCC3NC(=O)NC23)NC(=O)c4ccc(cc4)N=[N+]=[N-])CCc5c[nH]c6ccccc56)cc1	CHEMBL270224	pIC50=7.14
Oc1ccc(cc1NC(=O)c2ccc(CNCC3CC3)cc2)c4ccccc4	CHEMBL3664094	pIC50=7.14
CN(C)CC(C)(C)Cn1c(CCCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648279	pIC50=7.15
COc1ccc(NC(=O)CCCCC(=O)NO)cc1	CHEMBL1091487	pIC50=7.15
Nc1ccccc1NC(=O)c2ccc(CNC(=O)c3[nH]c(cc3c4ccc(O)cc4)c5ccsc5)cc2	CHEMBL3670674	pIC50=7.15
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc2ccc(cc2)c3ccccc3)OCc4ccccc4	CHEMBL2022827	pIC50=7.15
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc2ccccc2c3ccccc3)OCc4ccccc4	CHEMBL2022826	pIC50=7.15
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cnnn2c3ccccc3	CHEMBL487742	pIC50=7.15
ONC(=O)CCCCCCN(c1ccccn1)c2ccc3ccccc3n2	CHEMBL3675758	pIC50=7.15
ONC(=O)\C=C\c1ccc2c(ccn2Cc3ccccc3)c1	CHEMBL2048755	pIC50=7.15
CC(C)(C)OC(=O)NCc1ccc(cc1)C(=O)Nc2cc(ccc2O)c3ccccc3	CHEMBL3664044	pIC50=7.16
CCCCN(C)Cc1c(CCCC)nc2cc(\C=C\C(=O)NO)ccn12	CHEMBL3689833	pIC50=7.16
CCN(CC)CCN1C=Cc2ccc(NC(=O)CCCCCCC(=O)NO)cc2C1=O	CHEMBL3601344	pIC50=7.16
CCN(CCC(C)(C)C)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689849	pIC50=7.16
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3736421	pIC50=7.16
Nc1ccc(cc1NC(=O)c2ccc(cc2)N=[N+]=[N-])c3cccs3	CHEMBL2057824	pIC50=7.16
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccccc4Cl)cc2	CHEMBL3421746	pIC50=7.16
Nc1ccccc1NC(=O)c2ccc(CNc3cc([nH]n3)c4ccccc4)cc2	CHEMBL403465	pIC50=7.16
Nc1ccccc1NC(=O)c2ccc(CNc3cc(ncn3)c4cccnc4)cc2	CHEMBL519604	pIC50=7.16
Nc1ccccc1NC(=O)c2ccc(CNc3nc(NCCN4CCOCC4)nc(NC5Cc6ccccc6C5)n3)cc2	CHEMBL401751	pIC50=7.16
Nc1ccccc1NC(=O)c2ccc(CNc3nccc(n3)c4ccsc4)cc2	CHEMBL480623	pIC50=7.16
Nc1ccccc1NC(=O)c2ccc(CSc3nc4ccc(NCCN5CCOCC5)cc4s3)cc2	CHEMBL254311	pIC50=7.16
Nc1ccccc1NC(=O)c2ccc(CSc3nc4ccc(NCc5ccccn5)cc4s3)cc2	CHEMBL254310	pIC50=7.16
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(CC(O)c3cccc(Br)c3)nn2	CHEMBL483495	pIC50=7.16
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cnnn2CC(O)c3cccc(Br)c3	CHEMBL487943	pIC50=7.16
ONC(=O)CCCCCCc1onc(n1)c2ccc(cc2)[N+](=O)[O-]	CHEMBL3585965	pIC50=7.16
ONC(=O)\C=C\c1ccc2c(ccn2S(=O)(=O)c3ccc(cc3)[N+](=O)[O-])c1	CHEMBL2048752	pIC50=7.16
ONC(=O)c1cc2ccc(CNC(=O)Cc3ccccc3)cc2s1	CHEMBL394888	pIC50=7.16
CC(C)C[C@H]1CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc3cccc4ccccc34)C(=O)N1	CHEMBL569211	pIC50=7.17
CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O	CHEMBL402363	pKi=7.17
CC(Nc1ncc(cn1)C(=O)NO)c2ccncc2	CHEMBL3655962	pIC50=7.17
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1C3CCNCC3	CHEMBL1830403	pIC50=7.17
COc1ccc(cn1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C6CCCC6)c4n2	CHEMBL3828188	pIC50=7.17
Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(CCC(=O)Nc4ccccc4F)CC3	CHEMBL409494	pIC50=7.17
Nc1ccccc1NC(=O)c2ccc(nc2)N3CC4CC3CN4C(=O)OCc5ccccc5	CHEMBL401026	pIC50=7.17
Nc1ccccc1NC(=O)c2ccc(nc2)N3CC4CCC3CN4C(=O)OCc5ccccc5	CHEMBL237559	pIC50=7.17
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)NC2c3ccccc3c4ccccc24)OCc5ccccc5	CHEMBL2022828	pIC50=7.17
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cnnn2Cc3ccccc3	CHEMBL519746	pIC50=7.17
ONC(=O)CCCCc1ccn(Cc2ccc(OCc3ccccc3)cc2)n1	CHEMBL3335296	pIC50=7.17
ONC(=O)CCCCc1ccn(Cc2cccc(Br)c2)n1	CHEMBL3335304	pIC50=7.17
Oc1ccc(cc1NC(=O)c2cccnc2)c3ccccc3	CHEMBL427900	pIC50=7.17
CC(C)CCN1C=Cc2ccc(NC(=O)CCCCCCC(=O)NO)cc2C1=O	CHEMBL3601774	pIC50=7.18
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3ccc(\C=C\C(=O)NO)cc3	CHEMBL3309291	pIC50=7.18
CCCCN1C=Cc2ccc(NC(=O)CCCCCCC(=O)NO)cc2C1=O	CHEMBL3601343	pIC50=7.18
CCNC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c3ncc([nH]3)c4ccc5ccccc5c4	CHEMBL502965	pIC50=7.18
FC(F)(F)C(=O)CCCCNC(=O)c1nc(sc1Cc2ccccc2)c3nccs3	CHEMBL3771288	pIC50=7.18
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)NC2CCCCC2)OCc3ccccc3	CHEMBL2022824	pIC50=7.18
[O-][N+](=O)c1cccc(COC(=O)[C@H](CCCCCCSSc2ccccn2)NC(=O)OCc3ccccc3)c1	CHEMBL2022831	pIC50=7.18
CC(=O)Nc1ccc(cc1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL468842	pIC50=7.19
CCN1CCC(CNCc2ccc(cc2)C(=O)Nc3cc(ccc3O)c4ccccc4)CC1	CHEMBL3664116	pIC50=7.19
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@@H]12	CHEMBL2347006	pIC50=7.19
CCn1c(CCCc2c[nH]c3ccccc23)nc4cc(\C=C\C(=O)NO)ccc14	CHEMBL3648289	pIC50=7.19
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NC(=O)CCCCCCC(=O)NO)ccc15	CHEMBL3577704	pIC50=7.19
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCNS(=O)(=O)N)C(=O)Nc3nc(cs3)c4ccccc4)c2c1	CHEMBL494124	pIC50=7.19
Cc1cc(cc(c1)C2(CC2)Nc3ncc(cn3)C(=O)NO)C(F)(F)F	CHEMBL3656016	pIC50=7.19
Nc1ccc(cc1NC(=O)c2ccc(CN3[C@H](COC3=O)c4ccccc4)cc2)c5ccccc5	CHEMBL3664132	pIC50=7.19
Nc1ccc(cc1NC(=O)c2cccnc2)c3cccs3	CHEMBL256440	pIC50=7.19
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc2cccc3ccccc23)OCc4ccccc4	CHEMBL2022823	pIC50=7.19
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2ccc(cc2)c3ccccc3)OCc4ccccc4	CHEMBL2021937	pIC50=7.19
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2ccc3ccccc3c2)OCc4ccccc4	CHEMBL2022832	pIC50=7.19
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2cccc3ccccc23)OCc4ccccc4	CHEMBL2022833	pIC50=7.19
ONC(=O)CCCCCCC(=O)c1ccccc1	CHEMBL95959	pIC50=7.19
ONC(=O)CCCCCCN(c1ccccn1)c2cc3ccccc3cn2	CHEMBL3675764	pIC50=7.19
ONC(=O)CCCCc1ccn(Cc2cccc(c2)c3ccccc3)n1	CHEMBL3335283	pIC50=7.19
ONC(=O)c1ccc(CNc2nccc(n2)c3cccnc3)cc1	CHEMBL2407730	pIC50=7.19
Oc1ccc(cc1NC(=O)c2ccc(CN3CCNCC3)cc2)c4ccccc4	CHEMBL3664098	pIC50=7.19
[O-][N+](=O)c1ccc(COC(=O)[C@H](CCCCCCSSc2ccccn2)NC(=O)OCc3ccccc3)cc1	CHEMBL2022830	pIC50=7.19
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)NO)[C@@H]12	CHEMBL2347007	pIC50=7.2
CCCCNCc1c(nc2cc(\C=C\C(=O)NO)ccn12)c3ccc(F)cc3	CHEMBL3689821	pIC50=7.2
CN(C)CCn1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3	CHEMBL1095710	pIC50=7.2
C[C@@H](c1ccccc1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1094793	pIC50=7.2
Nc1ccccc1NC(=O)c2ccc(cc2)C(C(=O)Nc3ccc(F)cc3)C(=O)Nc4ccc(F)cc4	CHEMBL251146	pIC50=7.2
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)C(F)(F)F	CHEMBL1089495	pIC50=7.2
ONC(=O)CCCCCCNC(=O)Cn1cnc2c(Nc3ccccc3)nc(Nc4ccccc4)nc12	CHEMBL3621293	pIC50=7.2
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2c4ccccc4	CHEMBL1094085	pIC50=7.2
CC(C)(C)OC(=O)N[C@@H](CCCCCS)C(=O)Nc1cccc(c1)c2ccccc2	CHEMBL235262	pIC50=7.21
COc1ccc(cn1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C(C)C)c4n2	CHEMBL3828337	pIC50=7.21
Cc1cccc(c1)S(=O)(=O)N2Cc3ccc(\C=C\C(=O)NO)cc3C2	CHEMBL1808636	pIC50=7.21
Cn1c(Cc2ccccc2)[n+]([O-])c3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648305	pIC50=7.21
CC(Nc1ncc(cn1)C(=O)NO)c2ccccc2	CHEMBL3655915	pIC50=7.22
CCCCN(CC)Cc1c(CCCC)nc2cc(\C=C\C(=O)NO)ccn12	CHEMBL3689834	pIC50=7.22
CCCCN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689842	pIC50=7.22
CCN(CCC(C)C)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689846	pIC50=7.22
CCNCc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689841	pIC50=7.22
CC[C@@H](C(=O)Nc1ccc2cc(sc2c1)C(=O)NO)c3ccccc3	CHEMBL397131	pIC50=7.22
CN1C[C@@H]([C@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)C(=O)Nc4ccc(Cl)cc4	CHEMBL2177587	pIC50=7.22
COc1ccc(NCc2ccc(cc2)C(=O)Nc3cc(ccc3N)c4ccccc4)cc1OC	CHEMBL392747	pIC50=7.22
COc1ccc(NS(=O)(=O)c2ccc(\C=C\C(=O)NO)cc2)cc1OC	CHEMBL147506	pIC50=7.22
COc1cccc(CCc2nc3ccc(\C=C\C(=O)NO)cc3[nH]2)c1	CHEMBL3648291	pIC50=7.22
Nc1ccc(cc1NC(=O)c2ccc(CN(CCO)Cc3ccc4OCOc4c3)cc2)c5cccs5	CHEMBL1957463	pIC50=7.22
Nc1ccc(cc1NC(=O)c2ccc(cc2)\N=C\C=N)c3cccs3	CHEMBL1164671	pIC50=7.22
Nc1ccc(cc1NC(=O)c2ccc3nccnc3c2)c4cccs4	CHEMBL393242	pIC50=7.22
Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)C(NCCN3CCOCC3)C(=O)Nc4ccc(cc4)C(F)(F)F	CHEMBL1643308	pIC50=7.22
Nc1ccccc1NC(=O)c2ccc(CN3C(=O)Nc4ccccc4C3=O)cc2	CHEMBL241337	pIC50=7.22
Nc1ccccc1NC(=O)c2ccc(CN3C(=O)Nc4ccsc4C3=O)cc2	CHEMBL401449	pIC50=7.22
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccc(cc4)[N+](=O)[O-])cc2	CHEMBL3421742	pIC50=7.22
ONC(=O)CCCCCNC(=O)NC(=O)c1cccc(Br)c1	CHEMBL1083087	pIC50=7.22
ONC(=O)CCCCNC(=O)c1nc(sc1Cc2ccccc2)c3nccs3	CHEMBL3287262	pIC50=7.22
ONC(=O)c1cc2ccc(NCCc3ccccc3)cc2s1	CHEMBL245357	pIC50=7.22
ONC(=O)c1cnc(NCc2ccc(cc2)c3ccccc3)nc1	CHEMBL3655984	pIC50=7.22
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL455342	pIC50=7.23
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)C)c3ncc([nH]3)c4ccccc4)c2c1	CHEMBL407959	pIC50=7.23
C[C@H]1CN(CCN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4cc(ccc4N)c5ccccc5	CHEMBL437029	pIC50=7.23
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2c3ccccc3cc4ccccc24)OCc5ccccc5	CHEMBL2022834	pIC50=7.23
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098695	pIC50=7.23
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098691	pIC50=7.23
CN1[C@H](CCC1=O)C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2	CHEMBL3356921	pIC50=7.24
