CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1	distigmine
NC1=C2CCCCC2=NC2=CC=CC=C12	tacrine	pKi=7.14	pKi=7.14	pKi=7.14	pIC50=6.03
CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	neostigmine	pIC50=7.59	pIC50=7.59	pIC50=7.59	pIC50=7.38
COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	donepezil	pKi=7.8	pKi=7.8	pKi=7.8	pIC50=6.8
C[N+]1=CC=CC=C1C=NO	pralidoxime	pKd=4.59	pKd=4.59	pKd=4.59
CC[N+](C)(C)C1=CC=CC(O)=C1	edrophonium	pKi=8.79	pKi=8.79	pKi=8.79	pKi=6.1
CN(CCCCCCCCCCN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C	demecarium
CN(C)C(=O)OC1=C[N+](C)=CC=C1	pyridostigmine	pIC50=6.44	pIC50=6.44	pIC50=6.44	pIC50=6.44
CC(C)OP(F)(=O)OC(C)C	fluostigmine	pKi=5.22	pKi=5.22	pKi=5.22	pIC50=6.92
CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C	rivastigmine	pIC50=7.43	pIC50=7.43	pIC50=7.43	pIC50=6.04
CCOP(=O)(OCC)SCC[N+](C)(C)C	echothiophate
[H][C@]12N(C)CC[C@@]1(C)C1=CC(OC(=O)NC)=CC=C1N2C	physostigmine	pIC50=9.37	pIC50=9.37	pIC50=9.37	pIC50=6.3
[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=CC=C(OC)C(O2)=C13	galantamine	pKi=7.21	pKi=7.21	pKi=7.21	pIC50=6.0
COC1=CC(O)=C(C=C1OC)C(=O)NC1=NC(=CS1)C(=O)NCCN(C(C)C)C(C)C	acotiamide	pIC50=5.52287865	pIC50=5.52287865	pIC50=5.52287865
C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C2=C1C=CC=C2)C1C2=CC=CC=C2C2=C1C=CC=C2	hexafluronium
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=C(Cl)C=CC=C1)CC1=C(Cl)C=CC=C1	ambenonium
Cl.Cl.Cl.Cl.Clc1ccc(cc1)c2nc3ccc(cc3c4OCCCc24)C(=O)NCCCCCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL3215770	pIC50=7.3
[Br-].[Br-].C(CCCCC[n+]1ccc2ccccc2c1)CCCC[n+]3ccc4ccccc4c3	CHEMBL1643944	pIC50=7.3
[Br-].[Br-].CC[N+]1(Cc2ccccc2[N+](=O)[O-])CCCCCN3C(=CC(=O)N(CCCCC[N+](CC)(Cc4ccccc4[N+](=O)[O-])Cc5ccc(C1)cc5)C3=O)C	CHEMBL3621333	pKi=7.3
[O-][N+](=NOCC(=O)NCCCCNc1c2CCCCc2nc3ccccc13)N4CCCC4	CHEMBL260964	pIC50=7.3
CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc2ccccc2	CHEMBL176585	pIC50=7.31
COc1cc2OC(=O)C(=Cc2cc1OC)c3ccc(CN(CCO)Cc4ccccc4)cc3	CHEMBL396247	pIC50=7.31
O=C(NCCCCCCCNc1c2CCCc2nc3ccccc13)c4oc5ccccc5c4	CHEMBL3754291	pIC50=7.31
CN(CCCN1CCN(CCNc2c3CCCCc3nc4ccccc24)CC1)C5CCCCC5	CHEMBL2064468	pKi=7.32
C(CCCNc1c2CCCc2nc3ccccc13)CCNCc4oc5ccccc5c4	CHEMBL3751941	pIC50=7.33
CCCCCN1CCc2cc(ccc12)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL73339	pIC50=7.33
CN(C)CCCCCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL1084094	pIC50=7.33
FC(F)(F)c1ccc(NC(=O)CN2CCN(Cc3ccccc3)CC2)c(Cl)c1	CHEMBL2297979	pKi=7.33
[Br-].CC(=O)c1ccccc1NC(=O)c2ccc(OCCCCCC[n+]3ccccc3)cc2	CHEMBL2159664	pKi=7.33
CCCCCCCNc1c2CCCCc2nc3cc(F)ccc13	CHEMBL61561	pIC50=7.34
COc1cccc(c1)N(CCC2CCN(Cc3ccccc3)CC2)C(=O)C	CHEMBL127527	pIC50=7.34
Cc1cccc(O)c1	CHEMBL298312	pIC50=7.34
Clc1ccc2c(NCCCCCCCCNC(=O)c3c[nH]c4ccccc34)c5CCCCc5nc2c1	CHEMBL223714	pIC50=7.34
[Br-].CC(=O)c1ccccc1NC(=O)c2ccc(OCCCC[n+]3ccc4ccccc4c3)cc2	CHEMBL2159659	pKi=7.34
[O-][N+](=O)OCCC(=O)NCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL272230	pIC50=7.34
C(CCCNc1c2CCCCc2nc3ccccc13)CCCN4CCOCC4	CHEMBL1819170	pIC50=7.35
CCCCCCNC(=O)Oc1ccc2C[C@H]3N(CC)CC[C@@]3(C)c2c1	CHEMBL413765	pIC50=7.35
CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2C1c4ccc(OC)c(OC)c4	CHEMBL491358	pIC50=7.35
CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2[C@H]1c4ccc(OC)cc4	CHEMBL490359	pIC50=7.35
CN(C)CCCCCCCCCCNc1c2CCCCc2nc3ccccc13	CHEMBL1084367	pIC50=7.35
CNC(=O)Oc1ccc2N(C)[C@H]3N(CC=C)CC[C@@]3(C)c2c1	CHEMBL307721	pIC50=7.35
COc1cc(N)c(Cl)cc1C(=O)CCC2CCN(Cc3cccnc3)CC2	CHEMBL3417002	pIC50=7.35
COc1cc2OC(=O)C(=Cc2cc1OC)c3ccc(CN(C)Cc4ccccc4)cc3	CHEMBL75121	pIC50=7.35
COc1ccc2C=C(C(=O)NCCCCCNc3c4CCCCc4nc5ccccc35)C(=O)Oc2c1	CHEMBL3326699	pKi=7.35
[Br-].CC(=O)c1ccccc1NC(=O)c2ccc(OCCCCC[n+]3ccc4ccccc4c3)cc2	CHEMBL2159660	pKi=7.35
CC1=CC2CC(C1)c3c(C2)nc4cc(Cl)ccc4c3NCCCl	CHEMBL576385	pIC50=7.36
COc1cccc2cc(oc12)C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3752926	pIC50=7.36
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)CS1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)C(=O)c7ccccc7)[C@@]6(C)CC5=O	CHEMBL1783523	pIC50=7.37
CCN(CCCCCCNc1ccc(NCCCCCCN(CC)Cc2ccccc2OC)cc1)Cc3ccccc3OC	CHEMBL230434	pIC50=7.37
COc1cc2OC(=O)C(=Cc2cc1OC)NC(=O)[C@H]3CCC[C@H](C3)NCc4ccccc4	CHEMBL2314726	pIC50=7.37
COc1cc2cc(sc2cc1OC)C(=O)C3CC[N+](C)(Cc4ccccc4)CCC3O	CHEMBL361869	pIC50=7.37
COc1ccc2C(=O)\C(=C\C3CCN(Cc4ccccc4)CC3)\Cc2c1	CHEMBL3818084	pIC50=7.37
Fc1ccccc1CN2CCC(CCC(=O)c3ccc4NCCc4c3)CC2	CHEMBL73974	pIC50=7.37
Nc1c2C3CCC(C3)c2nc4cccc(Cl)c14	CHEMBL368196	pIC50=7.37
[O-][N+](=O)c1ccc(CN2CCC(CCC(=O)c3cc4CCC(=O)n5ccc(c3)c45)CC2)cc1	CHEMBL1651250	pIC50=7.37
C1[C@H](NN=C1c2c3ccccc3cc4ccccc24)c5ccccn5	CHEMBL2312574	pKi=7.38
CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)c4cccnc4Oc3c2)c1	CHEMBL128390	pIC50=7.38
CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)c4cccnc4Oc3c2)c1	CHEMBL1084090	pIC50=7.38
CCOC(OCC)c1ccc(\C=C\2/CN(C)C\C(=C/c3ccc(cc3)C(OCC)OCC)\C2=O)cc1	CHEMBL3289927	pIC50=7.38
Nc1c2CCCOc2nc3cnccc13	CHEMBL130373	pIC50=7.38
O=C(NCCCCCCCNc1c2CCCCc2nc3ccccc13)C4=Cc5ccccc5OC4=O	CHEMBL3326710	pKi=7.38
CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(=O)(=O)C	CHEMBL386541	pIC50=7.39
CN1CC[C@]2(C)C1Nc3ccc(OC(=O)Nc4ccccc4)cc23	CHEMBL418917	pIC50=7.39
COc1cc(CCC(=O)NCC(=O)NNc2c3CCCCc3nc4ccccc24)cc(OC)c1OC	CHEMBL445846	pIC50=7.39
[Na+].C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\c4ccccc4OS(=O)(=O)[O-]	CHEMBL596457	pIC50=7.39
CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4CCCCc4nc5ccc(Cl)cc35)cc12	CHEMBL3642050	pIC50=7.4
CN1CC[C@]2(C)C1Nc3ccc(OC(=O)Nc4ccccc4C)cc23	CHEMBL55315	pIC50=7.4
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCCCCCCCCCN4CCOCC4)cc23	CHEMBL62664	pIC50=7.4
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)NCCCCCCCCCCN4CCOCC4)cc23	CHEMBL431519	pIC50=7.4
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4C)cc23	CHEMBL130458	pIC50=7.4
CN1CC[C@]2(C)[C@H]1Nc3ccc(OC(=O)Nc4ccccc4C)cc23	CHEMBL1243012	pIC50=7.4
COc1cc2CC(Sc2cc1OC)C(=O)CCc3cc[n+](CC4CCC4)cc3	CHEMBL365904	pIC50=7.4
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\C=C\c4ccc(cc4)N(C)C	CHEMBL606372	pIC50=7.4
Cc1ccc(C)cc1	CHEMBL31561	pIC50=7.4
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4OCCNCc4c3	CHEMBL1651128	pIC50=7.4
[Br-].COc1cc2cc(sc2cc1OC)C(=O)CCc3cc[n+](CC4CCC4)cc3	CHEMBL82810	pIC50=7.4
[Br-].[Br-].C(CCCC[n+]1ccc2ccccc2c1)CCCC[n+]3ccc4ccccc4c3	CHEMBL104553	pIC50=7.4
[Br-].[Br-].C(CCCC[n+]1ccccc1)CCCC[n+]2ccc3ccccc3c2	CHEMBL3093796	pIC50=7.4
COc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326700	pKi=7.41
Nc1c2CCCCCc2nc3ccccc13	CHEMBL330883	pIC50=7.41
Nc1c2CCCCc2nc3cccc(Cl)c13	CHEMBL134057	pIC50=7.41
O.Cl.Cl.CC1=CC(=NCCC2CCN(Cc3ccccc3)CC2)NN=C1c4ccccc4	CHEMBL1204299	pIC50=7.41
C(CCCCNc1ccnc2ccccc12)CCCCNc3c4CCCCc4nc5ccccc35	CHEMBL1082739	pIC50=7.42
CCN1CC[C@]2(C)C1Cc3ccc(OC(=O)NC)cc23	CHEMBL284519	pIC50=7.42
CCN1CC[C@]2(C)[C@H]1Cc3ccc(OC(=O)NC)cc23	CHEMBL1084635	pIC50=7.42
COc1cc2CC(Oc3cccc(c3)C(C)N4CCCCC4)C(=O)c2cc1OC	CHEMBL362238	pKi=7.42
Cc1ccccc1NC(=O)Oc2ccc3O[C@H]4C[C@](C)(CO4)c3c2	CHEMBL378404	pIC50=7.42
Cl.CCC1=CC2CC(C1)c3c(C2)nc4ccccc4c3N	CHEMBL539051	pIC50=7.42
ClC1=C(NCCCNc2c3CCCCc3nc4ccccc24)C(=O)c5ccccc5C1=O	CHEMBL3356954	pIC50=7.42
O=C(CCCCC1CCSS1)NCCCCCNc2c3CCCCc3nc4ccccc24	CHEMBL425739	pIC50=7.42
CC(=O)O[C@@]12CCN([C@@H]1N(C(=O)C)c3ccc(OC(=O)NCCCCCCNc4c5CCCCc5nc6ccccc46)cc23)C(=O)C	CHEMBL3642045	pIC50=7.43
CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C=CC(=O)Oc3c2)c1	CHEMBL440526	pIC50=7.43
CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1)Cc2ccccc2	CHEMBL137059	pIC50=7.43
CN(C)S(=O)(=O)NC1CCc2ccc(O)cc2C1	CHEMBL3786719	pIC50=7.43
CNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL129753	pIC50=7.43
[Br-].[Br-].CC(C)(C)c1cc[n+](CCCCCCCCC[n+]2ccc(cc2)C(C)(C)C)cc1	CHEMBL1642978	pIC50=7.43
CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL130847	pIC50=7.44
CCN(CCCCCC(=O)Nc1ccc(cc1)c2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)Cc4ccccc4OC	CHEMBL403260	pIC50=7.44
CCN(CCCCCC(=O)Nc1ccc(cc1)c2ccc(NC(=O)CCCCCN(CC)Cc3ccccc3OC)cc2)Cc4ccccc4OC.OC(=O)C(=O)O	CHEMBL222340	pIC50=7.44
CN1CCCc2ccc(cc12)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL76470	pIC50=7.44
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23	CHEMBL74926	pIC50=7.44
Cc1ccc(N)cc1	CHEMBL58521	pIC50=7.44
Cc1ccccc1NC(=O)Oc2ccc3O[C@@H]4OCC[C@]4(C)c3c2	CHEMBL206093	pIC50=7.44
Clc1ccc2c(NCCCCCCCNC(=O)c3c[nH]c4ccccc34)c5CCCCc5nc2c1	CHEMBL388627	pIC50=7.44
CC1=CC2CC(C1)c3c(N)c4c(F)cccc4nc3C2	CHEMBL109869	pIC50=7.45
CCC(CC)n1cc(cn1)C(=O)C(F)F	CHEMBL3623558	pIC50=7.45
Cc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326701	pKi=7.45
O=C(CCCCC1CCSS1)NCCCCNc2c3CCCCc3nc4ccccc24	CHEMBL424833	pIC50=7.45
[O-][N+](=NOCC(=O)NCCCNc1c2CCCCc2nc3ccccc13)N4CCCC4	CHEMBL273051	pIC50=7.45
CO[P@]1(=O)OC[C@@H]2COC(=O)C2=C(C)O1	CHEMBL3401159	pIC50=7.46
O=C(N(CCC1CCN(Cc2ccccc2)CC1)c3ccccc3)c4ccccc4	CHEMBL55312	pIC50=7.46
O=C(NCCCCCNc1c2CCCCc2nc3ccccc13)C4=Cc5ccccc5OC4=O	CHEMBL3326698	pKi=7.46
C(CCCCNc1c2CCCCc2nc3ccccc13)CCCCN4CCOCC4	CHEMBL1819172	pIC50=7.47
C(COc1ccc2N=C3CCCN3Cc2c1)CN4CCCCC4	CHEMBL3323035	pIC50=7.47
CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35)cc12	CHEMBL3642040	pIC50=7.47
CCCOc1ccccc1CN(CC)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc2ccccc2OCCC	CHEMBL368075	pIC50=7.47
CNC(=O)Oc1ccc2N(C)C3[C@@](C)(CC[N+]3(C)C)c2c1	CHEMBL136526	pIC50=7.47
CNC(=O)Oc1ccc2N(C)C3[C@@](C)(CC[N+]3(C)C)c2c1.COS(=O)(=O)[O-]	CHEMBL539109	pIC50=7.47
COc1cc2OC(=CC(=O)c2cc1OC)c3ccc(CN4CCCC4)cc3	CHEMBL3318017	pIC50=7.47
Cl.O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4[nH]c(nc4c3)c5ccccc5	CHEMBL537908	pIC50=7.48
Clc1ccc2c(NCCCCCCNC(=O)c3c[nH]c4ccccc34)c5CCCCc5nc2c1	CHEMBL224998	pIC50=7.48
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4NC(Nc4c3)c5ccccc5	CHEMBL1651125	pIC50=7.48
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4[nH]c(nc4c3)c5ccccc5	CHEMBL1082436	pIC50=7.48
COc1cc2OC(=CC(=O)c2c(OC)c1OC)c3cccc(OCC(=O)NCCCCCCNc4c5CCCCc5nc6cc(Cl)ccc46)c3	CHEMBL3403878	pIC50=7.49
COc1cccc2cc(oc12)C(=O)NCCCCCCNc3c4CCCCCc4nc5ccccc35	CHEMBL3752119	pIC50=7.49
O=C(CCCCC1CCSS1)NCCCCCCCNc2c3CCCCc3nc4ccccc24	CHEMBL195067	pIC50=7.49
[I-].COc1cc2cc(sc2cc1OC)C(=O)C3CCC[N+](C)(Cc4oc(cc4)[N+](=O)[O-])CC3	CHEMBL610243	pKi=7.49
C[C@@H](N1CCCCC1)c2cccc(OC(=O)N(C)C)c2	CHEMBL1240668	pIC50=7.5
Cl.COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	CHEMBL1678	pIC50=7.5
[Br-].COc1cc2cc(sc2cc1OC)C(=O)CCC3CC[N+](C)(Cc4oc(cc4)[N+](=O)[O-])CC3	CHEMBL313271	pIC50=7.5
[Br-].[Br-].CC(C)(C)c1cc[n+](CCCCCC[n+]2ccc(cc2)C(C)(C)C)cc1	CHEMBL1642975	pIC50=7.5
CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)C=C(Oc3c2)c4ccccc4)c1	CHEMBL128043	pIC50=7.51
CN(C)S(=O)(=O)NC1CCc2c(O)cccc2C1	CHEMBL3786873	pIC50=7.51
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccc(C)c(C)c4)cc23	CHEMBL130672	pIC50=7.51
COc1ccc(\C=N\[C@@]23CC(=C[C@@H](CC4=C2C=CC(=O)N4)/C/3=C\C)C)cc1	CHEMBL594870	pIC50=7.51
COc1ccc2C=C(C(=O)NCCCCCCNc3c4CCCCc4nc5ccccc35)C(=O)Oc2c1	CHEMBL3326705	pKi=7.51
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\c4ccc(OCC=C)cc4	CHEMBL606538	pIC50=7.51
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\c4ccc(cc4)N(C)C	CHEMBL595115	pIC50=7.51
Clc1nc(NCCCCC2CCN(Cc3ccccc3)CC2)c(C#N)c(c4ccccc4)c1C#N	CHEMBL2419684	pIC50=7.51
C1[C@H](NN=C1c2c3ccccc3cc4ccccc24)c5ccccc5	CHEMBL2312284	pKi=7.52
CC(N(C)C)c1cccc(OC(=O)N(C)C)c1	CHEMBL148882	pIC50=7.52
CC1=C[C@H]2CC3=C(C=CC(=O)N3)[C@]4(C1)NCCC[C@H]24	CHEMBL245079	pIC50=7.52
CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)cc1)Cc2ccccc2	CHEMBL101518	pIC50=7.52
CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c3ccccc23)Cc4ccccc4	CHEMBL1085030	pIC50=7.52
CNC(=O)Oc1ccc2[C@@H]3[C@@H](CCN3C)COc2c1	CHEMBL11833	pIC50=7.52
CNC(=O)Oc1cccc2C3C(CCN3C)COc12	CHEMBL189906	pIC50=7.52
COCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1	CHEMBL189774	pIC50=7.52
COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1	CHEMBL87937	pIC50=7.52
Cc1ccc2OC(=O)C(=Cc2c1)C(=O)NCCCCCCNc3c4CCCCc4nc5ccccc35	CHEMBL3326707	pKi=7.52
Cl.O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4OCCOc4c3	CHEMBL557181	pIC50=7.52
Clc1ccc(cc1)[C@@H]2CC(=NN2)c3c4ccccc4cc5ccccc35	CHEMBL2312282	pKi=7.52
N#CC(=C1NCCN1CCNCc2oc(CN3CCCCC3)cc2)C#N	CHEMBL154211	pIC50=7.52
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4OCCOc4c3	CHEMBL1196495	pIC50=7.52
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4OCOc4c3	CHEMBL1082434	pIC50=7.52
O=C(CCCCC1CCSS1)NCCCCCCNc2c3CCCCc3nc4ccccc24	CHEMBL278963	pIC50=7.52
[Br-].[Br-].C(CCCCC[n+]1ccccc1)CCCCC[n+]2ccc3ccccc3c2	CHEMBL3093798	pIC50=7.52
CCC1=CC2CC(C1)c3c(N)c4c(F)cccc4nc3C2	CHEMBL142491	pIC50=7.53
CN(CCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4cccc(OC(=O)NCCCCCCCCCN5CCOCC5)c4	CHEMBL127857	pIC50=7.53
CCCCN1CCc2cc(ccc12)C(=O)CCC3CCN(Cc4ccccc4)CC3	CHEMBL74922	pIC50=7.54
CCN(CCCCCCNC1=CC(=O)C(=C(C)C1=O)C)Cc2ccccc2OC	CHEMBL1940614	pIC50=7.54
COc1cc(OC)cc(\C=N\[C@@]23CC(=C[C@@H](CC4=C2C=CC(=O)N4)/C/3=C\C)C)c1	CHEMBL606348	pIC50=7.54
Nc1c2CC3CC(C3)c2nc4cccc(F)c14	CHEMBL1161714	pIC50=7.54
C(CCCCCN1CCOCC1)CCCCNc2c3CCCCc3nc4ccccc24	CHEMBL1819173	pIC50=7.55
C(CCCCSc1c2CCCCc2nc3ccccc13)CCCNc4c5CCCCc5nc6ccccc46	CHEMBL129108	pKi=7.55
CC(=O)N(CCCCNc1c2CCCCc2nc3ccccc13)CCCSc4c5CCCCc5nc6ccccc46	CHEMBL501587	pKi=7.55
CCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)c4ccccc4Oc3c2)c1	CHEMBL336297	pIC50=7.55
CCN(CCCCCCNC1=CC(=O)c2ncccc2C1=O)Cc3ccccc3OC	CHEMBL1940613	pIC50=7.55
CN(C)Cc1oc(CSCCNc2cc(NCCSCc3oc(CN(C)C)cc3)c(cc2[N+](=O)[O-])[N+](=O)[O-])cc1	CHEMBL13122	pIC50=7.55
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4cccc(C)c4)cc23	CHEMBL131598	pIC50=7.55
CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1.OC(=O)c4ccccc4O	CHEMBL338975	pIC50=7.55
COc1cc2cc(sc2cc1OC)C(=O)C3CCC[N+](C)(CC4CCCCO4)CC3	CHEMBL372491	pIC50=7.55
Nc1c2CCCCc2nc3cc(ccc13)[N+](=O)[O-]	CHEMBL61715	pIC50=7.55
[Br-].COc1cc2cc(sc2cc1OC)C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3	CHEMBL315515	pIC50=7.55
[O-][N+](=O)OCC(=O)NCCCNc1c2CCCCc2nc3ccccc13	CHEMBL269865	pIC50=7.55
CN(C)S(=O)(=O)N[C@H]1CCc2cc(O)ccc2C1	CHEMBL3786442	pIC50=7.56
CN(CCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4cccc(OC(=O)NCCCCCCCCN5CCOCC5)c4	CHEMBL127465	pIC50=7.56
CCC1=CC(=NCCC2CCN(Cc3ccccc3)CC2)NN=C1c4ccccc4	CHEMBL90264	pIC50=7.57
CNC(=O)Oc1ccc2N(C)C3OCC[C@@]3(C)c2c1	CHEMBL362444	pIC50=7.57
CNC(=O)Oc1ccc2N(C)[C@H]3OCC[C@@]3(C)c2c1	CHEMBL205231	pIC50=7.57
CN(CCCOc1ccc2C(=O)c3ccccc3Oc2c1)Cc4cccc(OC(=O)NCCCCCCCN5CCOCC5)c4	CHEMBL340171	pIC50=7.58
[Br-].CNC(=O)Oc1ccc2N(C)C3[C@@](C)(CC[N+]3(C)C)c2c1	CHEMBL1173604	pIC50=7.58
CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCCCNc3c4CCCCc4nc5cc(Cl)ccc35)cc12	CHEMBL3642056	pIC50=7.59
CCN(CCCCCC(=O)N1CCN(CC1)C(=O)CCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC	CHEMBL502877	pIC50=7.59
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4cc(C)ccc4C)cc23	CHEMBL337675	pIC50=7.59
COc1ccc(cc1)C(=O)NC(=S)NCCOCCN(C)Cc2ccccc2	CHEMBL431058	pIC50=7.59
COc1ccc(cc1)C2=CC3=C(C[C@@]4(O)[C@@](C)(CC[C@@]5(O)C(C)(C)C=CC(=O)[C@]45C)O3)C(=O)O2	CHEMBL278342	pIC50=7.59
CSc1nc(nn1C(=O)N2CCCCC2)c3ccc(Cl)cc3	CHEMBL130666	pIC50=7.59
Cl.CCN(C)C(=O)Oc1cccc2C(N)CCc12	CHEMBL544396	pIC50=7.59
Oc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1	CHEMBL92463	pIC50=7.59
[Br-].[Br-].CC(C)(C)c1cc[n+](CCCCCCCCCCC[n+]2ccc(cc2)C(C)(C)C)cc1	CHEMBL1642980	pIC50=7.59
CC(C)C1=N[C@H]2CC[C@]34C[C@@]35[C@@H](CC[C@H]4[C@]2(C)C=C1)[C@]6(C)C[C@@H](O)[C@H]([C@H](C)N(C)C)[C@@]6(C)CC5=O	CHEMBL1783534	pIC50=7.6
CCN(CC)CCCOc1ccc(cc1)C(=O)c2ccc(CN(C)Cc3ccccc3)cc2	CHEMBL1773482	pIC50=7.6
CCOc1cc(\C=N\[C@@]23CC(=C[C@@H](CC4=C2C=CC(=O)N4)/C/3=C\C)C)ccc1O	CHEMBL605303	pIC50=7.6
COc1cc2CC(CC3CC[N+](C)(Cc4ccccc4)CC3)C(=O)c2cc1OC	CHEMBL314989	pIC50=7.6
COc1ccc(cc1)[C@@H]2CC(=NN2)c3c4ccccc4cc5ccccc35	CHEMBL2312576	pKi=7.6
C\C=C\1/[C@@H]2CC3=C(C=CC(=O)N3)[C@]1(CC(=C2)C)\N=C\C(=C\c4ccccc4)\C	CHEMBL594187	pIC50=7.6
Cl.Cl.Cl.Cl.Clc1ccc(cc1)c2nc3ccc(cc3c4OCCCc24)C(=O)NCCCCCCCCCNc5c6CCCCc6nc7cc(Cl)ccc57	CHEMBL3215769	pIC50=7.6
O=C(CCC1CCN(Cc2ccccc2)CC1)c3ccc4CCNCCc4c3	CHEMBL1651127	pIC50=7.6
[Br-].CN1C2[C@@](C)(CC[N+]2(C)C)c3cc(OC(=O)Nc4ccccc4)ccc13	CHEMBL1173605	pIC50=7.6
CC1=C(Cl)C(=O)Oc2cc(OCCN3CCN(CCCNc4c5CCCCc5nc6ccccc46)CC3)ccc12	CHEMBL3417299	pIC50=7.61
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(Cc3ccccc3)cc2)c1	CHEMBL1086246	pIC50=7.61
