CS(=O)(=O)N1C=C2CN(CC2=N1)[C@H]1CO[C@@H]([C@@H](N)C1)C1=C(F)C=CC(F)=C1	omarigliptin	pKi=9.09691048	pKi=9.09691048	pKi=9.09691048	pIC50=8.59
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=CC(F)=CC=C2C#N)C1=O	trelagliptin	pIC50=8.39793968	pIC50=8.39793968	pIC50=8.39793968	pIC50=8.4
[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCSC1)N1CCN(CC1)C1=CC(C)=NN1C1=CC=CC=C1	teneligliptin	pIC50=9.43179798	pIC50=9.43179798	pIC50=9.43179798	pIC50=9.43
CC1=NN2C=C(C=NC2=C1)C(=O)NCC(C)(C)NCC(=O)N1CCC[C@H]1C#N	anagliptin	pIC50=8.42021656	pIC50=8.42021656	pIC50=8.42021656	pIC50=8.42
N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCC2=C(N=C(N=C2C1)C(F)(F)F)C(F)(F)F	gemigliptin	pIC50=7.79587984	pIC50=7.79587984	pIC50=7.79587984
N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1	sitagliptin	pKi=7.774	pKi=7.774	pKi=7.774	pIC50=6.96
OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N	vildagliptin	pKi=8.52	pKi=8.52	pKi=8.52	pIC50=6.92
[H][C@@](N)(C(=O)N1[C@@]2([H])C[C@@]2([H])C[C@@]1([H])C#N)C12CC3CC(CC(O)(C3)C1)C2	saxagliptin	pKi=9.22	pKi=9.22	pKi=9.22	pIC50=7.3
CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=CC=CC=C3C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1	linagliptin	pIC50=10.0	pIC50=10.0	pIC50=10.0	pIC50=8.7
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O	alogliptin	pIC50=9.0	pIC50=9.0	pIC50=9.0	pIC50=7.62
CC(C)(C)C[C@H](N)C(=O)N1CC[C@@H]2C[C@H]12	CHEMBL395184	pKi=6.0
CC#C[C@H]1CC[C@@H](C#N)N1C(=O)[C@@H](N)C2CCCC2	CHEMBL387232	pKi=7.62
CC(C)(CC(=O)N1CCC[C@H]1CO)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL1086039	pIC50=7.62
CC(C)(CC(=O)N1CCN(CC1)S(=O)(=O)C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL1085595	pIC50=7.62
CC(C)(CC(=O)N[C@H]1C[C@@H]1c2cccnc2)NCC(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL472797	pIC50=7.62
CC(C)(CC(=O)Nc1ccccn1)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL1085306	pIC50=7.62
CC(C)(Cc1ccccc1)NCC(=O)N2CCC[C@H]2C#N	CHEMBL96908	pIC50=7.62
CC(C)(SCCCc1ccccc1)[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL198190	pKi=7.62
CCN(CC#N)C(=O)[C@@H]1C[C@@H]([C@H](C)N1)C(=O)N(C)C	CHEMBL407296	pIC50=7.62
CCN(CC#N)C(=O)[C@@H]1C[C@@H]([C@H](C)N1)C(=O)N2CCOCC2	CHEMBL402466	pIC50=7.62
CN1C(=O)N(C)c2nc(N)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O	CHEMBL2159184	pIC50=7.62
COC(=O)N1C[C@H]2C[C@H](C[C@H]2C1)NCC(=O)N3CCC[C@H]3C#N	CHEMBL1083031	pIC50=7.62
COc1cccc(c1)c2csc(n2)C3(CCS(=O)(=O)CC3)NC(=O)C[C@H](N)Cc4ccccc4F	CHEMBL2206476	pIC50=7.62
Cc1nc2nc(cn2c(c1CN)c3ccc(Cl)cc3Cl)c4cccc(Cl)c4	CHEMBL1208841	pKi=7.62
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c2cc(Cl)ccc2Cl)Cc3ccccc3F	CHEMBL560183	pIC50=7.62
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(F)c(F)c2F)C(=O)N3CCSC3	CHEMBL3084943	pIC50=7.62
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2cccc(c2)C#N)C(=O)N3CCSC3	CHEMBL3084936	pIC50=7.62
N[C@H]1CN(CCc2ccncc2)C(=O)C[C@@H]1c3cc(F)c(F)cc3F	CHEMBL222379	pKi=7.62
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4ncccc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F	CHEMBL562388	pIC50=7.62
CC(C)(C)NC(=O)N1CCC(CC1)[C@H](N)C(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N	CHEMBL2334684	pKi=7.64
CCN(CC)c1cc(ncn1)N2C[C@H](N)[C@H](CC2=O)c3cc(F)c(F)cc3F	CHEMBL222627	pKi=7.64
CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(cc2)C(=O)NCC(=O)OCC)C3CCCN3C(=O)[C@@H]4CCCN4)cc1	CHEMBL2153744	pIC50=7.64
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CCC(F)(F)C1)[C@@H]2CC[C@H](CC2)c3cccc4ncnn34	CHEMBL237997	pIC50=7.64
CN(CC#N)C(=O)[C@@H](N)C12CC3CC(O)(CC(O)(C3)C1)C2	CHEMBL378159	pKi=7.64
COc1cc(O)cc(OC)c1[C@@H]2CN[C@@H](C2)C(=O)N3CCC[C@H]3C#N	CHEMBL244008	pIC50=7.64
COc1cccc(c1)C(=O)CN2C=Nc3c(C#N)c(N4CCNCC4)n(CC#CC)c3C2=O	CHEMBL1951419	pIC50=7.64
C[C@H](N)C(=O)N1C[C@H](O)C[C@H]1B(O)O	CHEMBL2063025	pIC50=7.64
Cc1cc2c(cn1)nc3C[C@@H]([C@@H](N)Cn23)c4cc(F)c(F)cc4F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F	CHEMBL557514	pIC50=7.64
Cl.CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(cc2)C(=O)NCC(=O)OCC)C3CCCN3C(=O)C4CCCN4)cc1	CHEMBL274829	pIC50=7.64
Cl.CN1C(=O)N(CCCO)c2cc(N3CCC[C@@](C)(N)C3)n(Cc4cc(F)ccc4Cl)c2C1=O	CHEMBL1287844	pIC50=7.64
Cl.CN1C=Nc2cc(N3CCC[C@@](C)(N)C3)n(Cc4cc(F)ccc4C)c2C1=O	CHEMBL1287901	pIC50=7.64
Cl.C[C@H]1CN(Cc2ccc(n12)C(F)(F)F)C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F	CHEMBL2021541	pIC50=7.64
Cl.Cl.CC(C)Cc1nc2ccc(CCC(=O)O)cc2c(c1CN)c3ccc(C)cc3	CHEMBL3216493	pIC50=7.64
Cl.Cl.COC(=O)[C@H]1CCCN1C(=O)Cc2c(C)nc(CC(C)C)c(CN)c2c3ccc(C)cc3	CHEMBL3216941	pIC50=7.64
Cl.Cl.COC(=O)c1cscc1NC(=O)Cc2c(C)nc(CC(C)C)c(CN)c2c3ccc(C)cc3	CHEMBL3216483	pIC50=7.64
Cl.N[C@@H](CC(=O)N1CCn2nnc(c2C1)c3cccs3)Cc4cc(F)c(F)cc4F	CHEMBL1683998	pIC50=7.64
N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3ccc(Cl)cc3Cl	CHEMBL235120	pIC50=7.64
N[C@@H](CC(=O)N1Cc2ccccc2C[C@H]1C(=O)N)Cc3ccccc3F	CHEMBL381806	pIC50=7.64
N[C@@H](Cc1ccc(F)c(F)c1F)C(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL3091488	pIC50=7.64
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(I)cc2)C(=O)N3CCSC3	CHEMBL3084935	pIC50=7.64
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C(=O)N3CCC(F)(F)C3	CHEMBL423108	pIC50=7.64
N[C@@H]1CCCN(C1)C2=NC(=CC(=O)N2Cc3ccccc3C#N)c4ccccc4	CHEMBL1650412	pIC50=7.64
N[C@@H]1CCCN(C1)C2=NC=C(C(=O)N2Cc3ccccc3C#N)c4ccccc4	CHEMBL1650414	pIC50=7.64
N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34C[C@@H]5C[C@@H](CC(O)(C5)C3)C4	CHEMBL2298396	pIC50=7.64
N[C@H]1CN(C[C@@H]1N2CC(F)(F)CCC2=O)c3ncnc(n3)N4CCC(F)(F)C4	CHEMBL1683571	pIC50=7.64
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4cnc(F)cc24.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F	CHEMBL559477	pIC50=7.64
O=C(CNC1CCN(CC1)C(=O)C2CCCCC2)N3CCC[C@H]3C#N	CHEMBL319798	pIC50=7.64
OB(O)[C@@H]1CCCN1C(=O)CN[C@H]2CCNC2	CHEMBL3616889	pIC50=7.64
Cl.N[C@@H](CC(=O)N1CCn2nnc(C(F)F)c2C1)Cc3cc(F)c(F)cc3F	CHEMBL1683978	pIC50=7.65
CC#CCN1C(=O)N(Cc2nc3ccccc3[nH]2)C(=O)C=C1N4CCC[C@@H](N)C4	CHEMBL2425885	pIC50=7.66
CC(C)(C)NC(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@](C3)(C1)NCC(=O)N4CCC[C@H]4C#N)C2	CHEMBL3084825	pIC50=7.66
CC(C)(C)c1oc(nn1)C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC(C)(C)CO	CHEMBL232185	pIC50=7.66
CC(C)(C)c1oc(nn1)[C@H](O)[C@@H]2C[C@H](F)CN2C(=O)CNC(C)(C)CO	CHEMBL1229644	pIC50=7.66
CC(C)(CC(=O)N1CCc2cc(F)cc(F)c2C1)NCC(=O)N3CCC[C@H]3C#N	CHEMBL425756	pIC50=7.66
CC(C)(NCC(=O)N1C[C@@H](F)C[C@H]1C#N)c2ccccn2	CHEMBL512694	pIC50=7.66
CC(C)[C@H](N)C(=O)N1CSC[C@H]1B(O)O	CHEMBL510594	pIC50=7.66
CCOc1cc(O)cc(OCC)c1[C@@H]2CN[C@@H](C2)C(=O)N3CCC[C@H]3C#N	CHEMBL244009	pIC50=7.66
CN1C(=O)N(Cc2ccccc2C#N)c3c(ccnc13)N4CC[C@@H](N)C4	CHEMBL3329641	pIC50=7.66
CN1C(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc4ccccc4Cl)c5ccc(CO)cc15	CHEMBL2147183	pIC50=7.66
CN1C(=O)c2nc(N3CCCC(N)C3)n(Cc4ccccc4OC(F)(F)F)c2C1=O	CHEMBL1161910	pKi=7.66
COC[C@H]1CCCN1C(=O)CC[C@H](N)C(=O)N2CCC[C@H]2C#N.OC(=O)C(F)(F)F	CHEMBL474394	pIC50=7.66
COc1cc2CCN3C[C@@H]([C@@H](N)C[C@H]3c2cc1OC)N4CCCCC4=O	CHEMBL592778	pIC50=7.66
COc1ccc(cc1)[C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL463277	pIC50=7.66
Cc1ccc(cc1)c2cn3c(c(CN)c(C)nc3n2)c4ccc(Cl)cc4Cl	CHEMBL1208843	pKi=7.66
Cc1nc2cc(nn2c(c1CN)c3ccc(Cl)cc3Cl)c4ccccc4	CHEMBL1209538	pKi=7.66
Cc1nccnc1C(=O)N2CCC(CC2)[C@H](N)Cc3cc(F)c(F)cc3F	CHEMBL485124	pIC50=7.66
N[C@@H](C(c1ccc(F)cc1)c2ccc(F)cc2)C(=O)N3C[C@H](F)C[C@@H]3C#N	CHEMBL456413	pIC50=7.66
N[C@@H](CC(=O)N1CCC[C@H]1c2noc(n2)C3(F)CC3)Cc4cc(F)c(F)cc4F	CHEMBL585290	pIC50=7.66
N[C@@H](Cc1ccccc1C#N)C(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL3093911	pIC50=7.66
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C(=O)N3CCSC3	CHEMBL25211	pIC50=7.66
N[C@@H]1CCCN(C1)C2=NC=C(\C=C\c3ccccc3)C(=O)N2Cc4ccccc4C#N	CHEMBL1650427	pIC50=7.66
N[C@H]1CN(CC[C@@H]1c2cc(F)c(F)cc2F)c3ccc4nc(cn4n3)C(F)(F)F.OC(=O)C(F)(F)F	CHEMBL389803	pIC50=7.66
N[C@H]1Cn2c(C[C@@H]1c3cc(F)c(F)cc3F)nc4c(F)c(F)c(F)cc24.OC(=O)C(F)(F)F	CHEMBL562530	pIC50=7.66
O=C(CNC1CCCC1)N2[C@H](CC[C@H]2C#N)C#C	CHEMBL217654	pKi=7.66
O=C([C@@H]1CCCN1)N2CCC[C@H]2C#N	CHEMBL381626	pKi=7.66
C=CCN(CC=C)C(=O)n1cnc(n1)S(=O)(=O)C2CC3CCC2C3	CHEMBL522909	pIC50=7.68
C=C[C@H]1CC[C@H](N1)C(=O)N2CCC[C@H]2C#N	CHEMBL209518	pKi=7.68
CC#CCn1c(nc2C=CN(Cc3nc(C)cc4ccccc34)C(=O)c12)N5CCCC(N)C5	CHEMBL255492	pIC50=7.68
CC(C)(CC(=O)N[C@H]1C[C@@H]1c2cccc(F)c2)NCC(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL464093	pIC50=7.68
CC(C)(O)Cn1cc2CN(Cc2n1)[C@H]3CCO[C@@H]([C@@H](N)C3)c4cc(F)ccc4F	CHEMBL3654428	pIC50=7.68
CC(Cc1onc(n1)c2ccc(cc2Cl)S(=O)(=O)C)C(=C3CCCC3)F.OC(=O)C(F)(F)F	CHEMBL1162974	pIC50=7.68
CCC(C)[C@H](N)C(=O)N1CS(=O)(=O)C[C@H]1C#N	CHEMBL92760	pKi=7.68
CCC1(CCOCC1)[C@H](N)C(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N	CHEMBL3350925	pKi=7.68
CCN1CCCN([C@H](C)C1=O)C(=O)C[C@H](N)Cc2cc(F)ccc2F	CHEMBL231009	pIC50=7.68
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(F)c(F)c3.OC(=O)C(F)(F)F	CHEMBL190217	pIC50=7.68
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)S(=O)(=O)C.OC(=O)C(F)(F)F	CHEMBL370677	pIC50=7.68
Cc1nc2CN(C(=O)c2c(c1CN)c3ccc(Cl)cc3Cl)c4ccccc4	CHEMBL2441828	pKi=7.68
Cl.COC(=O)c1ccc2N(C)C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc5ccccc5Cl)c2c1	CHEMBL2147079	pIC50=7.68
Cl.COc1ccccc1Cn2cc(nn2)c3ccc(C[C@H](N)C(=O)N4CCC[C@H]4C#N)cc3	CHEMBL2418629	pIC50=7.68
N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(Cl)ccc3F	CHEMBL427261	pIC50=7.68
N[C@@H](Cc1ccc(cc1)C#N)C(=O)N2CCC[C@H]2C#N	CHEMBL3093923	pIC50=7.68
N[C@@H]([C@@H]1CC[C@H](CC1)NC(=O)c2ccc3ccccc3c2)C(=O)N4CCSC4	CHEMBL3084948	pIC50=7.68
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(F)cc2F)C(=O)N3CCC(F)(F)C3	CHEMBL22294	pIC50=7.68
N[C@@H]1CCCN(C1)C2=NC=C(\C=C\c3ccc(F)cc3)C(=O)N2Cc4ccccc4C#N	CHEMBL1650428	pIC50=7.68
N[C@H](Cc1cc(F)ccc1F)C2CCN(CC2)C3CCCC(C3)C(=O)N	CHEMBL1683145	pIC50=7.68
N[C@H]1CCCN(C1=O)[P@](=O)(N)NS(=O)(=O)O	CHEMBL504823	pIC50=7.68
N[C@H]1CN(C[C@@H]1c2cc(F)c(F)cc2F)c3cc(ncn3)c4ccccc4	CHEMBL236705	pIC50=7.68
N[C@H]1C[C@H](CCC1c2cc(F)c(F)cc2F)N3CCn4c(C3)ncc4C(F)(F)F	CHEMBL234635	pIC50=7.68
N[C@H]1C[C@H](CC[C@@H]1c2cc(F)c(F)cc2F)N3CCn4c(C3)nnc4C(F)(F)F	CHEMBL233360	pIC50=7.68
O=C([C@@H]1C[C@@H](CN1)N2CCN(CC2)C(c3ccccc3)c4ccccc4)N5CCSC5	CHEMBL240602	pIC50=7.68
COc1cc(OC)cc(c1)N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O.OC(=O)C(=O)O	CHEMBL1202094	pIC50=7.69
CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c3N(C)C(=O)N(Cc4nc(C)c5ccccc5n4)C(=O)c13	CHEMBL1951605	pIC50=7.7
CC(C)(CC(=O)N1CCOCC1)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL1085333	pIC50=7.7
CC(C)(CC(=O)N[C@H]1C[C@@H]1c2cccc(OC(F)(F)F)c2)NCC(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL463230	pIC50=7.7
CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C2CCCCC2)C(=O)N3CCC[C@H]3B(O)O	CHEMBL1765234	pIC50=7.7
CCC(C)(C)c1oc(nn1)C(=O)[C@@H]2C[C@H](F)CN2C(=O)CNC(C)(C)C	CHEMBL399408	pIC50=7.7
CCCc1nc2CN(CCc2c(n1)C(F)(F)F)C(=O)C[C@H](N)CN3C(O)C(F)(F)CCC3=O	CHEMBL3644784	pIC50=7.7
CCN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(F)cc3.OC(=O)C(F)(F)F	CHEMBL425558	pIC50=7.7
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3ccc(cc3)[n+]4ccccc4.[O-]C(=O)C(F)(F)F	CHEMBL552503	pIC50=7.7
CN1C=Nc2c(C#N)c(N3CCC[C@H](N)C3)n(Cc4ccccc4)c2C1=O	CHEMBL1951421	pIC50=7.7
COc1ccc(F)cc1c2c(CN)c(N)nc3N(C)C(=O)N(C)C(=O)c23	CHEMBL2159186	pIC50=7.7
COc1ccc(cc1)N2Cc3nc(C)c(CN)c(c4ccc(Cl)cc4Cl)c3C2=O	CHEMBL2441829	pKi=7.7
COc1ccc2CN(CC(=O)Nc2c1)C(=O)C[C@H](N)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580780	pIC50=7.7
C[C@@H]1N[C@@H](C[C@@H]1C(=O)N2CCOCC2)C(=O)N3CCC[C@H]3C#N	CHEMBL429258	pIC50=7.7
C[C@H]1N(CCCNC1=O)C(=O)C[C@H](N)CN2CCCCC2=O	CHEMBL507738	pIC50=7.7
Cc1ccc(cc1)c2ccc(C[C@H](N)C(=O)N3CCC[C@H]3C#N)cc2	CHEMBL199568	pKi=7.7
Cc1nc2cc(nn2c(c1CN)c3ccc(Cl)cc3Cl)c4ccccc4Cl	CHEMBL1209541	pKi=7.7
Cl.Cl.CC(C)Cc1nc(C)c(CC(=O)O)c(c1CN)c2ccc(C)cc2	CHEMBL3216734	pIC50=7.7
NC1CN(CC1c2cc(F)c(F)cc2F)c3cc(ncn3)c4ccccc4	CHEMBL246782	pKi=7.7
NC[C@@]1(CC[C@@H](CC1)N2CCCCC2=O)c3cccc(Cl)c3	CHEMBL3112966	pIC50=7.7
N[C@@H](CC(=O)N1CC(=O)Nc2cc(F)c(F)cc2C1)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580784	pIC50=7.7
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c2ccc(Cl)cc2)Cc3ccccc3F	CHEMBL549432	pIC50=7.7
N[C@@H](Cc1ccc(cc1)[N+](=O)[O-])C(=O)N2CCC[C@H]2C#N	CHEMBL3093922	pIC50=7.7
N[C@@H](Cc1ccccc1C(F)(F)F)C(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL3093912	pIC50=7.7
N[C@@H]([C@@H]1CC[C@H](CC1)NC(=O)OCc2ccc3ccccc3c2)C(=O)N4CCSC4	CHEMBL3084951	pIC50=7.7
N[C@@H]1CCCN(C1)C2=NC=C(C#CCO)C(=O)N2Cc3ccccc3C#N	CHEMBL1650424	pIC50=7.7
O=C(NC[C@H]1CC[C@H](N1)C(=O)N2CCC[C@H]2C#N)c3ccccc3	CHEMBL437884	pKi=7.7
OB(O)[C@@H]1CCCN1C(=O)[C@@H]2CCCN2	CHEMBL63895	pIC50=7.7
OB(O)[C@@H]1C[C@H](O)CN1C(=O)[C@@H]2C[C@@H](O)CN2	CHEMBL2063035	pIC50=7.7
CC#CCn1c(nc2N(C)C(=O)N(Cc3nc(C)c4ccccc4n3)C(=O)c12)N5CCNCC5	CHEMBL3616890	pIC50=7.71
Cl.N[C@@H](Cc1ccc(cc1)c2cn(Cc3ccccc3F)nn2)C(=O)N4CCC[C@H]4C#N	CHEMBL2418624	pIC50=7.71
CC(=O)c1cccc(c1)c2cc(ncn2)N3C[C@H](N)[C@H](C3)c4cc(F)c(F)cc4F	CHEMBL393612	pIC50=7.72
CC(C)(CC(=O)N[C@H]1C[C@@H]1c2ccccc2)NCC(=O)N3C[C@@H](F)C[C@H]3C#N	CHEMBL464092	pIC50=7.72
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2ccc(cc2)c3cccc(c3)[n+]4ccccc4.[O-]C(=O)C(F)(F)F	CHEMBL541919	pIC50=7.72
COC1=NN(Cc2nc(C)cc3ccccc23)C(=O)c4c1nc(N5CCCC(N)C5)n4CC#CC	CHEMBL255862	pIC50=7.72
COc1cc2CCN3CC(C(N)CC3c2cc1OC)N4CCC(C)CC4=O	CHEMBL590086	pIC50=7.72
COc1cc2CCN3C[C@@H](C(N)C[C@H]3c2cc1OC)c4cc(C)ccn4	CHEMBL598755	pIC50=7.72
COc1cc2N=C(N3CCC[C@@H](N)C3)N(Cc4ccccc4C#N)C(=O)c2cc1OC	CHEMBL227089	pIC50=7.72
COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)nc1	CHEMBL1085552	pIC50=7.72
COc1ccccc1c2cn3c(c(CN)c(C)nc3n2)c4c(Cl)cc(Cl)cc4Cl	CHEMBL1271270	pKi=7.72
CS(=O)(=O)c1ccc([C@H]2NO[C@@H](N2)[C@@H](CC3CC3)[C@H](N)C(=O)N4CC[C@H](F)C4)c(F)c1	CHEMBL1230015	pIC50=7.72
CS(=O)(=O)c1ccc(c(F)c1)c2noc(n2)[C@@H](CC3CC3)[C@H](N)C(=O)N4CC[C@H](F)C4.OC(=O)C(F)(F)F	CHEMBL375745	pIC50=7.72
C[C@@H]([C@H](N)C(=O)N1CCC(F)(F)C1)c2onc(n2)c3ccc(NS(=O)(=O)C)cc3Cl.OC(=O)C(F)(F)F	CHEMBL375146	pIC50=7.72
C[C@@H]([C@H](N)C(=O)N1CC[C@@H](F)C1)c2onc(n2)c3ccc(NS(=O)(=O)C)cc3Cl.OC(=O)C(F)(F)F	CHEMBL218776	pIC50=7.72
C[C@@H]([C@H](N)C(=O)N1CC[C@H](F)C1)c2onc(n2)c3ccc(NS(=O)(=O)C)cc3Cl.OC(=O)C(F)(F)F	CHEMBL387333	pIC50=7.72
C[C@H]1N(CCCN(CC(F)(F)F)C1=O)C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F	CHEMBL390886	pIC50=7.72
Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc5cccc(F)c5)N6CCN=C26)nc7ccccc17	CHEMBL3675625	pIC50=7.72
Cl.Cl.CC(C)Cc1nc(C)c(CC(=O)Nc2cccc(c2)C(=O)O)c(c1CN)c3ccc(C)cc3	CHEMBL3216940	pIC50=7.72
Cl.Cl.CC(C)c1nc(CC(C)(C)C)c(CN)c(c2ccc(C)cc2)c1C(=O)O	CHEMBL3215608	pIC50=7.72
Cl.Cl.COC(=O)c1ccccc1NC(=O)Cc2c(C)nc(CC(C)C)c(CN)c2c3ccc(C)cc3	CHEMBL3216271	pIC50=7.72
NC(=O)[C@@H]1CCCN1C(=O)CCCNC(=O)c2ccc(cc2)C(F)(F)F	CHEMBL2086600	pIC50=7.72
NC[C@H]1CN(CCc2ccc3OCOc3c2)C(=O)C[C@@H]1c4cc(F)c(F)cc4F	CHEMBL3236126	pIC50=7.72
N[C@@H](CC(=O)N1CC(=O)Nc2cc(ccc2C1)C(F)(F)F)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580781	pIC50=7.72
N[C@@H](CC(=O)N1CCNC[C@H]1Cc2ccccc2)Cc3cc(F)c(F)cc3F	CHEMBL184636	pIC50=7.72
N[C@@H](CCC(=O)N1CCN(CC1)c2ccncc2)C(=O)N3CCC[C@H]3C#N.OC(=O)C(F)(F)F	CHEMBL474982	pIC50=7.72
N[C@H](Cc1cc(F)c(F)cc1F)C2CCN(CC2)C(=O)c3nccnc3N	CHEMBL525011	pIC50=7.72
N[C@H]1CN(C[C@@H]1c2ccccc2)c3cc(NC4CC4)ncn3	CHEMBL1683563	pIC50=7.72
[O-][N+](=O)c1ccc(N[C@@H]2CN[C@@H](C2)C(=O)N3CCSC3)cc1	CHEMBL224346	pIC50=7.72
N[C@@H](CC(=O)N1CC(=O)Nc2cc(ccc2C1)C#N)[C@H]3CCc4cc(F)c(F)cc34	CHEMBL3580783	pIC50=7.73
CC(C)(C)C(=O)N1CCC(CC1)[C@H](N)C(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N	CHEMBL2334687	pKi=7.75
CC(C)(C)NC(=S)N1CCC(CC1)[C@H](N)C(=O)N2[C@@H](C[C@@H]3C[C@H]23)C#N	CHEMBL2334685	pKi=7.75
CC(C)(CC(=O)N1CCC=CC1)NCC(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL1085075	pIC50=7.75
CC(C)(SCc1cccnc1)[C@H](N)C(=O)N2C[C@@H](F)C[C@H]2C#N	CHEMBL199734	pKi=7.75
CC(C)Cc1nc(C)c(C(=O)O)c(c1CN)c2ccc(C)cc2	CHEMBL1614729	pIC50=7.75
CC(C)[C@@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc3ccccc3)cc1)C(=O)O.OC(=O)C(F)(F)F	CHEMBL364101	pIC50=7.75
CC(Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc3ccccc3F)cc1)C(=O)O.OC(=O)C(F)(F)F	CHEMBL183736	pIC50=7.75
CN(CC#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2	CHEMBL206111	pKi=7.75
CN1C2N=C(C3CC[C@H]4NCC[C@@H]34)N(CC=C(C)C)C2C(=O)N(CC(=O)c5ccccc5)C1=O	CHEMBL459591	pIC50=7.75
COCCN(C)c1nc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)n2n1	CHEMBL1209766	pKi=7.75
