COC1=CC(CNC(=O)CCCC\C=C/C(C)C)=CC=C1O	zucapsaicin	pEC50=7.71000004	pEC50=7.71000004	pEC50=7.71000004
COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1	capsaicin	pKi=8.22	pKi=8.22	pKi=8.22	pIC50=8.1
CC(=O)NC1=CC=C(O)C=C1	paracetamol
CC(C(=O)NCc1ccc(nc1N(Cc2ccc(C)cc2)S(=O)(=O)c3ccc(F)cc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770685	pKi=8.15
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc4cccnc4c3)C(F)(F)F	CHEMBL3393826	pKi=8.15
CC(C(=O)NCc1ccc(nc1c2cccc(C)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)N)cc3	CHEMBL3695697	pKi=8.16
CC(C)(O)c1ccccc1c2ccc3[nH]c(\C=C/c4ccc(cc4)C(F)(F)F)nc3c2	CHEMBL3426375	pIC50=8.16
CC1(C)C[C@@H](NC(=O)Nc2cccc3CC[C@@H](O)Cc23)c4ccc(F)cc4O1	CHEMBL3326573	pIC50=8.16
CC1(C)C[C@@H](NC(=O)Nc2cccc3CC[C@H](O)Cc23)c4ccc(F)cc4O1	CHEMBL3326574	pIC50=8.16
CN1CCC(NC(=O)Nc2cccc3[nH]ncc23)c4ccc(cc14)C(F)(F)F	CHEMBL254226	pIC50=8.16
COc1cc(ccc1CNC(=O)OC(C)(C)C)C(C)C(=O)NCc2ccc(nc2c3cccc(C)c3)C(F)(F)F	CHEMBL3695691	pKi=8.16
C[C@@]1(C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccccc4O1)C(F)(F)F	CHEMBL3677332	pIC50=8.16
Cc1cc2c(NC(=O)N[C@H]3CC[C@H](C3)c4ccccc4)c(F)ccc2cn1	CHEMBL3644083	pIC50=8.16
Cn1ncc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(F)ccc34)cccc12	CHEMBL3706671	pIC50=8.16
FC(F)(F)C1CCN(CC1)c2cccc3C(CCc23)NC(=O)Nc4cccc5[nH]ncc45	CHEMBL401329	pIC50=8.16
NS(=O)(=O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(F)cc4)nc3c2	CHEMBL3426367	pIC50=8.16
NS(=O)(=O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(cc4)C(F)(F)F)nc3c2	CHEMBL3426368	pIC50=8.16
Oc1ccc2cccc(NC(=O)NCc3ccc(F)c(F)c3)c2c1	CHEMBL342300	pKi=8.16
CC(C(=O)NCc1ccc(nc1Oc2ccccc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2385221	pKi=8.19
CC(C(=O)NCc1ccc(nc1c2ccccc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3319107	pKi=8.19
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC[C@H](C3)c4cccc(F)c4)cccc12	CHEMBL3644133	pIC50=8.19
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(F)(F)F)c3cc(F)cc(F)c3	CHEMBL3689050	pKi=8.2
C[C@H](C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2177429	pIC50=8.2
CC(C(=O)NCc1ccc(nc1N(Cc2ccc(Cl)cc2)S(=O)(=O)c3ccc(F)cc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770670	pKi=8.22
CC(C(=O)NCc1ccc(nc1c2cccc(C)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)c(F)c3	CHEMBL3695699	pKi=8.22
CC(C)(C)c1ccc2C(CCc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL254867	pIC50=8.22
CC1(C)C[C@@H](NC(=O)Nc2cccc3cnccc23)c4ccc(OC(F)(F)F)cc4O1	CHEMBL3326576	pIC50=8.22
CCC1(CC)C[C@@H](NC(=O)Nc2cccc3cnccc23)c4cc(F)ccc4O1	CHEMBL3326577	pIC50=8.22
COc1cc(CNC(=S)NCC(COC(=O)C(C)(C)C)Cc2ccc(cc2)C(C)(C)C)ccc1O	CHEMBL392584	pKi=8.22
COc1ccc(cc1)C(CNC(=O)Nc2cccc3cnccc23)Cc4ccccc4	CHEMBL250368	pKi=8.22
Cc1cccc(c1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)N)c(F)c3)C(F)(F)F	CHEMBL3695696	pKi=8.22
FC(F)(F)Oc1ccc(CCNC(=O)Nc2cccc3cnccc23)cc1	CHEMBL105252	pKi=8.22
NS(=O)(=O)c1ccccc1c2ccc3[nH]c(CCc4ccc(cc4)C(F)(F)F)nc3c2	CHEMBL3426377	pIC50=8.22
NS(=O)(=O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(OC(F)(F)F)cc4)nc3c2	CHEMBL3426369	pIC50=8.22
O[C@H]1CCc2cccc(NC(=O)N[C@H]3CC[C@H](C3)c4ccccc4)c2C1	CHEMBL3646686	pIC50=8.22
CC(C(=O)NCc1ccc(nc1N(Cc2ccccc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770027	pKi=8.23
CC(C)(O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(OC(F)(F)F)cc4)nc3c2	CHEMBL3426363	pIC50=8.23
CC(C(=O)NCc1ccc(nc1N(Cc2ccc(Cl)cc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3769673	pKi=8.24
CC(C(=O)NCc1ccc(nc1c2occc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317486	pKi=8.24
CC(C)(O)c1ccccc1c2ccc3[nH]c(\C=C\c4ccc(Cl)cc4)nc3c2	CHEMBL3426364	pIC50=8.24
COc1cc(OC)cc(c1)c2cc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3629235	pKi=8.24
Cc1cc2c(NC(=O)N[C@@H]3CC[C@@H](C3)c4ccccc4F)c(F)ccc2cn1	CHEMBL3644125	pIC50=8.25
CC(C(=O)NCc1ccc(nc1N(Cc2ccc(C)cc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3769458	pKi=8.26
Cc1cc2c(NC(=O)N[C@@H]3CC[C@H](C3)c4cccc(F)c4)c(F)ccc2cn1	CHEMBL3644139	pIC50=8.27
Cc1cc2c(NC(=O)N[C@H]3CC[C@H](C3)c4ccccc4F)c(F)ccc2cn1	CHEMBL3644138	pIC50=8.28
CC(C(=O)NCc1ccc(nc1OC[C@@H]2C[C@H]2C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2385246	pIC50=8.29
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)c(Cl)c3	CHEMBL3694603	pKi=8.3
CC(C(=O)NCc1ccc(nc1c2ccc(F)c(Cl)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)c(F)c3	CHEMBL3695682	pKi=8.3
CC(C(=O)NCc1ccc(nc1c2ccc3OCCOc3c2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3317482	pKi=8.3
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)C)c(C)c3)C(F)(F)F	CHEMBL3694608	pKi=8.3
CN1Cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(Cl)ccc34)cccc2N(C)C1=O	CHEMBL3682256	pIC50=8.3
Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c(F)c(F)ccc34)cccc2cn1	CHEMBL3326582	pIC50=8.3
Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c(F)c(ccc34)C(F)(F)F)cccc2cn1	CHEMBL3326584	pIC50=8.3
Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(F)ccc34)cccc2cn1	CHEMBL3326587	pIC50=8.3
Cc1cc2c(NC(=O)N[C@@H]3CC(CF)(CF)Oc4cc(ccc34)C5CC5)cccc2cn1	CHEMBL3326589	pIC50=8.3
Cc1cc2c(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4)c(F)ccc2cn1	CHEMBL3644076	pIC50=8.3
Clc1ccc2CCC(NC(=O)Nc3cccc4cnccc34)C(Cc5ccccc5)c2c1	CHEMBL250762	pKi=8.3
Fc1ccc2C(CCc2c1N3CCOCC3)NC(=O)Nc4cccc5[nH]ncc45	CHEMBL399638	pIC50=8.3
O=C(NC1CCc2c(cccc12)C3CC3)Nc4cccc5[nH]ncc45	CHEMBL251922	pIC50=8.3
OCC(O)Cc1cnc(C2CCN(CC2)C(=O)Nc3nc4cc(F)ccc4s3)c(Cl)c1	CHEMBL3671860	pIC50=8.3
O[C@@H]1CCc2cccc(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4)c2C1	CHEMBL3646689	pIC50=8.3
O[C@H]1CCc2cccc(NC(=O)N[C@@H]3CC[C@@H](C3)c4ccccc4)c2C1	CHEMBL3646687	pIC50=8.3
O[C@H]1CCc2cccc(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4)c2C1	CHEMBL3646690	pIC50=8.3
CC(C)(O)c1ccccc1c2ccc3[nH]c(\C=C\c4cccc(c4)C(F)(F)F)nc3c2	CHEMBL3426361	pIC50=8.31
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3cc(F)c(NC(=O)C=C)c(I)c3	CHEMBL3685849	pKi=8.32
Oc1ccc2cccc(NC(=O)CCc3ccc(Cl)c(Cl)c3)c2c1	CHEMBL348001	pKi=8.34
CC(C)(O)c1ccccc1c2ccc3[nH]c(nc3c2)C#Cc4ccc(cc4)C(F)(F)F	CHEMBL3426379	pIC50=8.35
FCC1(CF)C[C@@H](NC(=O)Nc2cccc3NC(=O)COc23)c4ccc(Cl)cc4O1	CHEMBL3682410	pIC50=8.35
COc1cc(CC(=O)NCc2ccc(nc2N3CCC(C)CC3)C(F)(F)F)cc(Br)c1N	CHEMBL3681223	pKi=8.36
CC(C(=O)NCc1ccc(nc1SCC(F)(F)F)C(F)(F)F)c2ccc(NS(=O)(=O)C)c(F)c2	CHEMBL2442898	pKi=8.37
CC(C(=O)NCc1ccc(nc1OCc2ccccn2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407952	pKi=8.38
COc1ccc(cc1F)c2nc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F	CHEMBL3317479	pKi=8.38
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(C)(C)C)c3ccc(CNS(=O)(=O)C)c(F)c3	CHEMBL3689051	pKi=8.4
CC(C(=O)NCc1ccc(cc1Cl)C(F)(F)F)c2ccc(NS(=O)(=O)C)c(F)c2	CHEMBL3629225	pKi=8.4
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3ccc(CNS(=O)(=O)N)c(F)c3	CHEMBL3694615	pKi=8.4
CC(C(=O)NCc1ccc(nc1c2cccc(C)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)c(C)c3	CHEMBL3695698	pKi=8.4
CC(C)(C)c1ccc2[C@@H](CCc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL398338	pIC50=8.4
CC(NC(=O)Nc1cccc2ccc(O)cc12)c3ccc(cc3)C(F)(F)F	CHEMBL357738	pKi=8.4
CC1(C)C[C@@H](NC(=O)Nc2cccc3cnccc23)c4ccc(F)cc4O1	CHEMBL3326570	pIC50=8.4
CC1(C)C[C@@H](NC(=O)Nc2cccc3cnccc23)c4ccccc4O1	CHEMBL3326575	pIC50=8.4
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3ccc(CNS(=O)(=O)C)cc3)C(F)(F)F	CHEMBL3694599	pKi=8.4
CCC(C)(C)c1ccc(CCC(=O)Nc2cccc3cnccc23)cc1	CHEMBL104623	pKi=8.4
CCS(=O)(=O)NCc1ccc(cc1F)C(C)C(=O)NCc2ccc(nc2N3CCC(C)CC3)C(F)(F)F	CHEMBL3694610	pKi=8.4
C[C@@]1(C[C@@H](NC(=O)Nc2ccc3CCC(=O)Nc3c2)c4ccc(Cl)cc4O1)C(F)F	CHEMBL3677329	pIC50=8.4
C[C@H](C(=O)NCc1ccc(nc1c2ccc(F)c(Cl)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)c(F)c3	CHEMBL3695683	pKi=8.4
Cc1cc2c(NC(=O)N[C@@H]3CC[C@@H](C3)c4ccccc4)c(F)ccc2cn1	CHEMBL3644063	pIC50=8.4
FC(F)(F)c1ccc(cc1)C(CNC(=O)Nc2cccc3cnccc23)Cc4ccccc4	CHEMBL398671	pKi=8.4
FC(F)(F)c1ccc2[C@@H](CCc2c1)NC(=O)Nc3ccc4CCC(=O)Nc4c3	CHEMBL3677333	pIC50=8.4
Fc1ccc2C(Cc3ccccc3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL250557	pKi=8.4
Fc1ccc2C(Cc3cccs3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL251181	pKi=8.4
O=C(NC1CCc2cc(ccc12)C3CC3)Nc4cccc5[nH]ncc45	CHEMBL255045	pIC50=8.4
O=C(NC1CCc2ccccc2C1Cc3ccccc3)Nc4cccc5cnccc45	CHEMBL249946	pKi=8.4
O[C@@H]1CCc2cccc(NC(=O)N[C@@H]3CC[C@@H](C3)c4ccccc4)c2C1	CHEMBL3646691	pIC50=8.4
O[C@@H]1CCc2cccc(NC(=O)N[C@H]3CC[C@@H](C3)c4ccccc4)c2C1	CHEMBL3646685	pIC50=8.4
CC(C(=O)NCc1ccc(cc1N2CCN(CC2)c3cccc(c3)C(F)(F)F)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3627932	pKi=8.41
CC(C(=O)NCc1ccc(nc1N(Cc2ccccc2)S(=O)(=O)c3ccc(F)cc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770984	pKi=8.41
CC(C(=O)NCc1cc(nn1c2ccc(Cl)cc2)C(C)(C)C)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3689034	pKi=8.43
Cc1cc2c(NC(=O)N[C@H]3CC[C@@H](C3)c4cccc(F)c4)c(F)ccc2cn1	CHEMBL3644129	pIC50=8.46
CC(C(=O)NCc1ccc(nc1c2ccc3OCOc3c2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3317483	pKi=8.47
CC1CCN(CC1)c2nc(ccc2CNC(=O)C(c3ccc(F)cc3)c4ccc(NS(=O)(=O)C)c(F)c4)C(F)(F)F	CHEMBL3427105	pKi=8.47
Cc1cc2c(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4F)c(F)ccc2cn1	CHEMBL3644137	pIC50=8.48
CC(C(=O)NCc1ccc(cc1SCc2occc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629223	pKi=8.5
CC(C(=O)NCc1ccc(nc1c2ccc(cc2)N(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3319114	pKi=8.5
COc1cc(CNC(=S)NC[C@H](COC(=O)C(C)(C)C)Cc2ccc(cc2)C(C)(C)C)ccc1O	CHEMBL3099608	pKi=8.51
CC(C(=O)NCc1ccc(nc1N(Cc2ccc(F)cc2)S(=O)(=O)c3ccc(F)cc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770091	pKi=8.52
CC(C(=O)NCc1ccc(nc1SC2CCCCC2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407953	pKi=8.52
CC(C(=O)NCc1ccc(nc1c2cccc(C)c2)C(F)(F)F)c3ccc(CNC(=O)OC(C)(C)C)c(Cl)c3	CHEMBL3695689	pKi=8.52
CC(C(=O)NCc1ccc(nc1c2cccc(C)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)N)c(F)c3	CHEMBL3695695	pKi=8.52
CN1C(=O)NCc2c(NC(=O)N[C@@H]3C[C@](C)(Oc4ccccc34)C(F)(F)F)cccc12	CHEMBL3682254	pIC50=8.52
COc1ccc2C(Cc3ccccc3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL250149	pKi=8.52
Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4cc(F)ccc34)cccc2cn1	CHEMBL3326581	pIC50=8.52
FC(F)(F)c1ccc2C(CCc2c1)NC(=O)Nc3cccc4[nH]ncc34	CHEMBL254866	pIC50=8.52
CC(C(=O)NCc1ccc(cc1N2CCCCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629490	pKi=8.55
CC(C(=O)NCc1ccc(nc1Oc2ccc(C)cc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2385222	pKi=8.55
CC(C)(O)c1ccccc1c2ccc3[nH]c(CCc4ccc(cc4)C(F)(F)F)nc3c2	CHEMBL3426376	pIC50=8.55
CC(C)(O)c1ccccc1c2ccc3[nH]c(nc3c2)C#Cc4ccccc4	CHEMBL3426378	pIC50=8.55
Oc1ccc2cccc(NC(=O)NCc3ccc(Cl)cc3Cl)c2c1	CHEMBL147028	pKi=8.55
CC(C(=O)NCc1ccc(nc1OC2Cc3ccccc3C2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL2385245	pKi=8.57
CC(C(=O)NCc1c(C)c(nn1c2cccc(Cl)c2)C(F)(F)F)c3ccc(CNS(=O)(=O)C)c(F)c3	CHEMBL3689065	pKi=8.6
CC1CCN(CC1)c2nc(ccc2CNC(=O)C(c3cccc(F)c3)c4ccc(NS(=O)(=O)C)c(F)c4)C(F)(F)F	CHEMBL3427103	pKi=8.62
CC(C(=O)NCc1ccc(cc1N2CCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629487	pKi=8.64
CCCCCSc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627946	pKi=8.64
CN1C(=O)C=Cc2c(NC(=O)N[C@@H]3CC[C@H](C3)c4ccccc4F)cccc12	CHEMBL3644136	pIC50=8.64
COc1ccc(CSc2cc(ccc2CNC(=O)C(C)c3ccc(NS(=O)(=O)C)c(F)c3)C(F)(F)F)cc1	CHEMBL3629222	pKi=8.64
CC(C(=O)NCc1ccc(nc1\C=C\c2ccccc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317495	pKi=8.66
COc1cc(ccc1NS(=O)(=O)C)C(C)C(=O)NCc2cc(nn2c3cccc(Cl)c3)C(C)(C)C	CHEMBL3689047	pKi=8.66
CCC\C=C/c1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3314386	pKi=8.68
C[C@H](C(=O)NCc1cc(nn1c2ccc(Cl)cc2)C(C)(C)C)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3689035	pKi=8.68
Oc1ccc2cccc(NC(=O)NCc3cccc(c3)C(F)(F)F)c2c1	CHEMBL151446	pKi=8.68
Brc1ccc2C(Cc3ccccc3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL250558	pKi=8.7
CC(C(=O)NCc1ccc(cc1N2CCN(CC2)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3629500	pKi=8.7
CC(C(=O)NCc1ccc(nc1c2ccsc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317485	pKi=8.7
CC(C)(C)c1ccc(\C=C\c2nc3cc(ccc3[nH]2)c4ccccc4NS(=O)(=O)C)cc1	CHEMBL3426347	pIC50=8.7
CC1(C)C[C@@H](NC(=O)Nc2cccc3cnccc23)c4cc(F)ccc4O1	CHEMBL3326569	pIC50=8.7
CCCOc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627935	pKi=8.7
COc1ccc2C(Cc3ccc(cc3)C(F)(F)F)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL436638	pKi=8.7
COc1ccc2C(Cc3cccc(Cl)c3)C(CCc2c1)NC(=O)Nc4cccc5cnccc45	CHEMBL400312	pKi=8.7
Cc1cc2c(NC(=O)N[C@@H]3CC[C@@H](C3)c4cccc(F)c4)c(F)ccc2cn1	CHEMBL3644131	pIC50=8.7
Clc1cccc2C(Cc3ccccc3)C(CCc12)NC(=O)Nc4cccc5cnccc45	CHEMBL400069	pKi=8.7
Fc1ccc2C(CC=C)C(CCc2c1)NC(=O)Nc3cccc4cnccc34	CHEMBL251182	pKi=8.7
Oc1ccc2cccc(NC(=O)NCc3ccc(Cl)c(Cl)c3)c2c1	CHEMBL358953	pKi=8.7
CC(C(=O)NCc1ccc(cc1c2cccc(F)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629231	pKi=8.72
CC(C(=O)NCc1ccc(nc1SC2CCCCC2C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2442917	pKi=8.72
CCCCSc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627945	pKi=8.72
C[C@H](C(=O)NCc1ccc(nc1N(Cc2ccccc2)S(=O)(=O)c3ccccc3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3770682	pKi=8.74
CC(C(=O)NCc1ccc(cc1N2CCN(CC2)c3cccc(C)c3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3627931	pKi=8.75
CC(C(=O)NCc1ccc(nc1CCc2ccc(F)cc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317498	pKi=8.75
CC1CCN(CC1)c2nc(ccc2CNC(=O)Nc3cncc4ccccc34)C(F)(F)F	CHEMBL3393840	pKi=8.75
CCCCCCSc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627947	pKi=8.75
CC(C(=O)NCc1ccc(cc1N2CCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629488	pKi=8.77
CC(C(=O)NCc1ccc(cc1N2CCCCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629489	pKi=8.8
CCC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3427096	pKi=8.8
CCCCCCc1nc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3314381	pKi=8.8
COc1ccc(cc1)N2CCN(CC2)c3cc(ccc3CNC(=O)C(C)c4ccc(NS(=O)(=O)C)c(F)c4)C(F)(F)F	CHEMBL3627933	pKi=8.8
CC(C(=O)NCc1ccc(nc1C2CC3CCC2C3)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3314400	pKi=8.82
CC(C(=O)NCc1ccc(nc1C2CCC(F)(F)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314399	pKi=8.82
COCc1nc(Nc2ccc(cc2)C(F)(F)F)c3ccc(cc3n1)c4ncccc4C(F)(F)F	CHEMBL497650	pIC50=8.82
COc1cc(CC(=O)OCC2=C[C@H]3[C@H]4O[C@]5(Cc6ccccc6)O[C@]4(C[C@@H](C)[C@]3(O5)[C@@H]7C=C(C)C(=O)[C@@]7(O)C2)C(=C)C)c(I)cc1OC(=O)C	CHEMBL18058	pKi=8.84
CC(C(=O)NCc1ccc(cc1N2CCC(Cc3ccccc3)CC2)C(F)(F)F)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3629496	pKi=8.85
CC(C(=O)NCc1ccc(nc1CCc2ccccc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317494	pKi=8.85
CC(C(=O)NCc1ccc(nc1c2cocc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3317487	pKi=8.85
CC(C)CCSc1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3627948	pKi=8.85
COc1c(O)ccc(CC(=O)OCC2=C[C@H]3[C@H]4OC5(Cc6ccccc6)O[C@]4(C[C@@H](C)[C@]3(O5)[C@@H]7C=C(C)C(=O)[C@@]7(O)C2)C(=C)C)c1I	CHEMBL18246	pKi=8.85
FC(F)(F)c1cc(NC(=O)Nc2cccc3cnccc23)cc(c1)C(F)(F)F	CHEMBL320906	pKi=8.85
CC(C(=O)NCc1ccc(cc1N2CCC(C)(C)CC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629493	pKi=8.89
CC(C(=O)NCc1ccc(nc1N2CCCCC2)C(F)(F)Cl)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3407756	pKi=8.89
CC(C(=O)NCc1ccc(nc1[C@@H]2CC[C@@H](CC2)C(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3314395	pKi=8.89
CC(C(=O)NCc1ccc(nc1c2cccc(F)c2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3319109	pKi=8.89
CC(C)(C)c1ccc(CCNC(=O)Nc2cccc3cnccc23)cc1	CHEMBL419351	pKi=8.89
CC1CCN(CC1)c2nc(ccc2CNC(=O)C(c3ccccc3)c4ccc(NS(=O)(=O)C)c(F)c4)C(F)(F)F	CHEMBL3427101	pKi=8.89
FC(F)(F)Oc1ccc(CNC(=O)Nc2cccc3cnccc23)cc1	CHEMBL101751	pKi=8.89
CC(C(=O)NCc1cc(nn1c2cccc(Cl)c2)C(C)(C)C)c3cc(F)c(NS(=O)(=O)C)c(F)c3	CHEMBL3689049	pKi=8.92
CC(C(=O)NCc1ccc(nc1SC2CCCC2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL2442910	pKi=8.92
CC(C)(C)c1ccc(\C=C\C(=O)Nc2cccc3cnccc23)cc1	CHEMBL105046	pKi=8.92
CCCCN(C)c1cc(ccc1CNC(=O)C(C)c2ccc(NS(=O)(=O)C)c(F)c2)C(F)(F)F	CHEMBL3629361	pKi=8.92
CC(C(=O)NCc1ccc(cc1SCc2ccc(Cl)cc2)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3627954	pKi=8.96
CC(C(=O)NCc1ccc(cc1c2ccc(cc2)C(C)(C)C)C(F)(F)F)c3ccc(NS(=O)(=O)C)c(F)c3	CHEMBL3629230	pKi=8.96
CC(C(=O)NCc1ccc(nc1N2CCC(C)CC2)C(F)(F)F)c3cc(Br)c(O)c(Br)c3	CHEMBL3681228	pKi=8.96
CC(C(=O)NCc1ccc(nc1N2CCCCC2)C3CC3)c4ccc(NS(=O)(=O)C)c(F)c4	CHEMBL3407757	pKi=8.96
