NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O	dichlorphenamide	pKi=7.301	pKi=7.301	pKi=7.301	pKi=7.25
CC(=O)Nc1nnc(s1)S(=O)(=O)N	acetazolamide	pKi=8.6	pKi=8.6	pKi=8.6	pKd=6.48
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O	ethoxzolamide	pKi=7.66	pKi=7.66	pKi=7.66	pKi=7.25
CC(C)CSc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N	CHEMBL385451	pKi=6.0
Cc1nnnn1c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3114094	pKi=8.06
NS(=O)(=O)C1=CN(C=CC1=O)c2ccncc2S(=O)(=O)N	CHEMBL1242890	pKi=8.06
NS(=O)(=O)c1cc(cs1)c2oc(nc2)C3CC3	CHEMBL3608891	pKi=8.06
NS(=O)(=O)c1ccc(CNS(=O)(=O)[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1092374	pKi=8.06
NS(=O)(=O)c1ccc(cc1)C(=O)NNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O	CHEMBL1956774	pKi=8.06
NS(=O)(=O)c1ccc(cc1)c2oc(nc2)C3CCC3	CHEMBL3608872	pKi=8.06
[I-].C[N+](C)(C)c1ccc2OS(=O)(=O)C=Cc2c1	CHEMBL3426529	pKi=8.06
CC(=O)CC(=O)Nc1c(C#N)c(cn1c2ccc(cc2)S(=O)(=O)N)c3ccc(Br)cc3	CHEMBL3342501	pKi=8.07
CC(=O)OC[C@H]1O[C@H](O[C@@H]2[C@@H](COC(=O)C)O[C@@H](SNCc3ccc(cc3)S(=O)(=O)N)[C@H](OC(=O)C)[C@H]2OC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1091319	pKi=8.07
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)Cc2nnn(c2I)c3ccc(cc3)S(=O)(=O)N	CHEMBL1836625	pKi=8.07
CC(Nc1nc(NCCc2ccc(cc2)S(=O)(=O)N)nc(NC(C)C(=O)O)n1)C(=O)O	CHEMBL1813218	pKi=8.07
CC1=CC(=O)Oc2cc(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)ccc12	CHEMBL1393422	pKi=8.07
CCCCOc1ccc(cc1)S(=O)(=O)N	CHEMBL1338403	pKi=8.07
CCN(CC)c1ccc2c(Oc3cc(ccc3C24N(Cc5ccc(cc5)S(=O)(=O)N)C(=O)c6ccccc46)N(CC)CC)c1	CHEMBL1822701	pKi=8.07
Cc1ncc([N+](=O)[O-])n1CCNC(=S)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL3087321	pKi=8.07
Cc1oc(cn1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3608870	pKi=8.07
Cl.Cl.[Zn+2].Cc1ccc2OC=C(\C=N\Cc3ccc(cc3)S(=O)(=O)N)C(=O)c2c1.Cc4ccc5OC=C(\C=N\Cc6ccc(cc6)S(=O)(=O)N)C(=O)c5c4	CHEMBL3038233	pKi=8.07
NCCCNc1nc(Cl)nc(Nc2ccc(cc2)S(=O)(=O)N)n1	CHEMBL3120749	pKi=8.07
NS(=O)(=O)c1ccc(CCNCc2ccc(OCc3ccccc3)cc2)cc1	CHEMBL3423266	pKi=8.07
NS(=O)(=O)c1ccc(Nc2nc(Cl)nc(NC(CO)C(=O)O)n2)cc1	CHEMBL1813210	pKi=8.07
NS(=O)(=O)c1ccc(OCCNC(=S)Nc2ccc(C3=C4C=CC(=O)C=C4Oc5cc(O)ccc35)c(c2)C(=O)O)cc1	CHEMBL3359174	pKi=8.07
NS(=O)(=O)c1ccc(cc1)C(=O)NNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O	CHEMBL1956762	pKi=8.07
NS(=O)(=O)c1ccc(cc1)C(=O)NNC(=S)N[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O	CHEMBL1956766	pKi=8.07
Oc1ccc(NC(=O)N2CCN(CC2)c3ccc(Cl)cc3)cc1	CHEMBL3601544	pKi=8.07
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@H]3O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956753	pKi=8.08
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@H]3O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956752	pKi=8.08
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)[S+]([O-])Cc2cn(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL480302	pKi=8.08
CC(=O)O[C@@H]1O[C@H](COS(=O)(=O)N)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1688310	pKi=8.08
COc1ccc(cc1)n2cc(nn2)c3ccc(s3)S(=O)(=O)N	CHEMBL2414067	pKi=8.08
Cc1ccc(cc1)S(=O)(=O)NC(=O)NNC(=O)c2cc(c(Cl)cc2Cl)S(=O)(=O)N	CHEMBL3291107	pKi=8.08
NC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N	CHEMBL3632828	pKi=8.08
NS(=O)(=O)c1ccc(CNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1091806	pKi=8.08
NS(=O)(=O)c1ccc(NC(=O)CSC2=NC(=C(C#N)C(=O)N2)c3ccc(Cl)cc3)cc1	CHEMBL2382337	pKi=8.08
NS(=O)(=O)c1ccc(cc1)C(=O)OCC#C	CHEMBL217569	pKi=8.08
NS(=O)(=O)c1ccc(cc1)\N=C\2/SC=C(N2C3CCCCC3)c4ccc(cc4)[N+](=O)[O-]	CHEMBL3601888	pKi=8.08
NS(=O)(=O)c1ccc(cc1)c2no[n+]([O-])c2c3ccccc3	CHEMBL3309363	pKi=8.08
NS(=O)(=O)c1ccc(cc1)n2cc(c3ccc(Br)cc3)c4C(=O)N(C(=O)c5ccccc5)C(=Nc24)c6ccccc6	CHEMBL3342503	pKi=8.08
NS(=O)(=O)c1ccc2nc(NC(=O)CSC3=NC(=CC(=O)N3)O)sc2c1	CHEMBL3594405	pKi=8.08
[K+].CC(=O)NC1CCCN(C1)C(=S)[S-]	CHEMBL3400810	pKi=8.08
[K+].OCCCCNC(=S)[S-]	CHEMBL3400799	pKi=8.08
CC(=O)OC[C@H]1O[C@@H](NC(=S)NNC(=O)c2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@@H]3O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956758	pKi=8.09
CC(=O)OC[C@H]1O[C@@H](NC(=S)Nc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@@H]3O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956755	pKi=8.09
CO[C@H]1O[C@H](Cn2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL217454	pKi=8.09
Cc1c(no[n+]1[O-])S(=O)(=O)N	CHEMBL3309353	pKi=8.09
Cc1cc(c(SCc2ccc(cc2)C(F)(F)F)cc1Cl)S(=O)(=O)NC(=N)Nc3nnc(s3)S(=O)(=O)N	CHEMBL3104060	pKi=8.09
Cc1cc2c(SC(=NS2(=O)=O)NNc3ccncc3S(=O)(=O)N)cc1Cl	CHEMBL1165822	pKi=8.09
Cc1ccc(OCc2nnc(SCC(=O)Nc3nc4ccc(cc4s3)S(=O)(=O)N)n2N)cc1Cl	CHEMBL3594408	pKi=8.09
Cc1ccc(cc1)C(=O)NNC(=O)c2cc(c(Cl)cc2Cl)S(=O)(=O)N	CHEMBL3291111	pKi=8.09
Cc1ccc(cc1)c2oc(nn2)c3cc(c(Cl)cc3Cl)S(=O)(=O)N	CHEMBL3291094	pKi=8.09
Cc1ncc([N+](=O)[O-])n1CCNS(=O)(=O)N	CHEMBL3087323	pKi=8.09
Cc1ncc([N+](=O)[O-])n1CCNS(=O)(=O)ON	CHEMBL3654432	pKi=8.09
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)N4CCCC4)nc12	CHEMBL3233061	pKi=8.09
FC(F)(F)c1ccc(cc1)n2nnnc2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3114099	pKi=8.09
NC1=CC(=O)NC(=N1)SCC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N	CHEMBL3594404	pKi=8.09
NS(=O)(=O)OCCCCCCCCCCOS(=O)(=O)N	CHEMBL171476	pKi=8.09
NS(=O)(=O)c1ccc(CNC(=O)Cn2ccnc2[N+](=O)[O-])cc1	CHEMBL3087316	pKi=8.09
NS(=O)(=O)c1ccc(CNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1956760	pKi=8.09
NS(=O)(=O)c1ccc(CNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1089329	pKi=8.09
NS(=O)(=O)c1ccc(NC(=S)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1956759	pKi=8.09
NS(=O)(=O)c1ccc(cc1)C(=O)NNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O	CHEMBL1956770	pKi=8.09
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(O)c3ccc(cc3)[N+](=O)[O-]	CHEMBL3632842	pKi=8.09
Nc1ccc(Cc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N)cc1	CHEMBL3632845	pKi=8.09
O=C(Nc1ccc2OS(=O)(=O)C=Cc2c1)c3ccccc3	CHEMBL3426532	pKi=8.09
[Cl-].Cc1cccc[n+]1c2ccncc2S(=O)(=O)N	CHEMBL1817902	pKi=8.09
CC(=O)OC[C@H]1O[C@@H](SCc2nnn(c3ccc(cc3)S(=O)(=O)N)c2C#CCO)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1834000	pKi=8.1
CC(=O)OC[C@H]1O[C@H](O[C@@H]2[C@@H](COC(=O)C)O[C@H]([C@H](OC(=O)C)[C@H]2OC(=O)C)n3cc(CNC(=O)c4ccc(cc4)S(=O)(=O)N)nn3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL215105	pKi=8.1
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)S(=O)(=O)N2CC[C@H](C2)OS(=O)(=O)N	CHEMBL3342251	pKi=8.1
CC(C)Oc1ccc(cc1)c2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3402839	pKi=8.1
CCCCCCCCCCOS(=O)(=O)N	CHEMBL153094	pKi=8.1
CCCOc1ccc(cc1)S(=O)(=O)N	CHEMBL3402959	pKi=8.1
CCOC(=O)c1ccccc1NC(=O)Nc2ccc(OS(=O)(=O)N)cc2	CHEMBL2047836	pKi=8.1
CN(C)c1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)N	CHEMBL277836	pKi=8.1
CN(C)c1ccc(cc1)N=Nc2cccc(c2)S(=O)(=O)N	CHEMBL576908	pKi=8.1
CO[C@H]1O[C@H](Cn2cc(CNC(=O)c3ccc(cc3)S(=O)(=O)N)nn2)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL217304	pKi=8.1
Cc1ncc([N+](=O)[O-])n1CCNC(=S)Nc2ccc(cc2)S(=O)(=O)N	CHEMBL3087319	pKi=8.1
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)N)nc12	CHEMBL3237855	pKi=8.1
NS(=O)(=O)OCCCCCCCCOS(=O)(=O)N	CHEMBL182455	pKi=8.1
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(Br)cc2)cc1	CHEMBL2047799	pKi=8.1
NS(=O)(=O)Oc1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1	CHEMBL2047804	pKi=8.1
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2oc(nn2)c3ccccc3	CHEMBL3291092	pKi=8.1
NS(=O)(=O)c1ccc(CNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1956772	pKi=8.1
NS(=O)(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1	CHEMBL2402765	pKi=8.1
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Br)cc2)cc1	CHEMBL1643291	pKi=8.1
NS(=O)(=O)c1ccc(OCc2ccc(F)cc2)cc1	CHEMBL3402963	pKi=8.1
NS(=O)(=O)c1cccc(NC(=O)Cn2ccnc2[N+](=O)[O-])c1	CHEMBL3087318	pKi=8.1
NS(=O)(=O)c1nonc1OCc2ccccc2	CHEMBL3309360	pKi=8.1
NS(=O)(=O)c1nonc1c2ccccc2	CHEMBL3309355	pKi=8.1
Oc1ccc(NC(=O)N2CCN(Cc3ccccc3)CC2)cc1	CHEMBL3601541	pKi=8.1
[Na+].[Na+].[O-]C(=O)C1COCCN1C(=S)[S-]	CHEMBL3400813	pKi=8.1
CC(=O)OC[C@H]1O[C@@H](NC(=S)NNC(=O)c2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1956750	pKi=8.11
CC(=O)OC[C@H]1O[C@H](C[C@@H](OC(=O)C)[C@H]1OC(=O)C)NS(=O)(=O)N	CHEMBL1807505	pKi=8.11
CC(=O)OC[C@H]1O[C@H](O[C@@H]2[C@@H](COC(=O)C)O[C@H]([C@H](OC(=O)C)[C@H]2OC(=O)C)n3cc(COC(=O)c4ccc(cc4)S(=O)(=O)N)nn3)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL215156	pKi=8.11
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL383897	pKi=8.11
CC(SC1=NC(=C(C#N)C(=O)N1)c2ccc(Cl)c(Cl)c2)C(=O)Nc3ccc(cc3)S(=O)(=O)N	CHEMBL2382402	pKi=8.11
CC1=CC(=O)Oc2cc(NC(=O)NS(=O)(=O)c3ccc(F)cc3)ccc12	CHEMBL3354141	pKi=8.11
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1ccc(cc1)S(=O)(=O)NCCc2ccc(cc2)S(=O)(=O)N	CHEMBL1797791	pKi=8.11
COC1=C(C2NS(=O)(=O)c3cnccc3N2C=C1)S(=O)(=O)N	CHEMBL1817672	pKi=8.11
Cc1ncc([N+](=O)[O-])n1CCNC(=S)NCc2ccc(cc2)S(=O)(=O)N	CHEMBL3087320	pKi=8.11
Fc1ccc(cc1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127573	pKi=8.11
Fc1ccc(cc1)c2nn(cc2c3nc4ccccc4[nH]3)c5ccccc5	CHEMBL3613524	pKi=8.11
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1089372	pKi=8.11
NS(=O)(=O)c1ccc(cc1)n2nnc(CS[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)c2I	CHEMBL1836624	pKi=8.11
Nn1c(COc2ccc(Cl)cc2Cl)nnc1SCC(=O)Nc3nc4ccc(cc4s3)S(=O)(=O)N	CHEMBL3594409	pKi=8.11
[Na+].CN(C(=S)[S-])c1ccccc1	CHEMBL2023725	pKi=8.11
CC(=O)OC[C@H]1O[C@@H](NC(=S)NNC(=O)c2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@H]3O[C@H](COC(=O)C)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956754	pKi=8.12
CC(=O)O[C@@H]1CO[C@@H]([C@@H](OC(=O)C)[C@@H]1OC(=O)C)n2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL231897	pKi=8.12
CC1=CC(=O)Oc2cc(NC(=O)NS(=O)(=O)c3ccccc3Cl)ccc12	CHEMBL3354142	pKi=8.12
CO[C@H]1O[C@H](COS(=O)(=O)N)[C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C	CHEMBL1688312	pKi=8.12
COc1cccc(c1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127568	pKi=8.12
Cc1ncc([N+](=O)[O-])n1CCNC(=S)Nc2cccc(c2)S(=O)(=O)N	CHEMBL3087322	pKi=8.12
Cc1no[n+]([O-])c1S(=O)(=O)N	CHEMBL3309354	pKi=8.12
Clc1cccc(c1)c2cn(nn2)c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127558	pKi=8.12
NS(=O)(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	CHEMBL1688314	pKi=8.12
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2ocnn2	CHEMBL3291086	pKi=8.12
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	CHEMBL1089371	pKi=8.12
NS(=O)(=O)c1ccc(cc1)n2cc(c3nc4ccccc4[nH]3)c(n2)c5ccc(Br)cc5	CHEMBL3809086	pKi=8.12
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL217303	pKi=8.13
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1956744	pKi=8.13
CC(=O)OC[C@H]1O[C@@H](NC(=S)NCc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1O[C@@H]3O[C@H](COC(=O)C)[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]3OC(=O)C	CHEMBL1956756	pKi=8.13
CC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)C)[C@@H](OC(=O)C)[C@H]1OC(=O)C)n2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL216208	pKi=8.13
CCC(=O)OC[C@H]1O[C@H]([C@H](OC(=O)CC)[C@@H](OC(=O)CC)[C@@H]1OC(=O)CC)n2cc(nn2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3092943	pKi=8.13
COC(=O)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2	CHEMBL216312	pKi=8.13
COC1=CC=CC2N1c3ccncc3S(=O)(=O)N2c4ccncc4S(=O)(=O)N	CHEMBL1817906	pKi=8.13
CSc1nn(CC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N)c4N=CNC(=O)c14	CHEMBL3594416	pKi=8.13
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)NCCO)nc12	CHEMBL3237851	pKi=8.13
Cl.Cl.[Zn+2].Cc1ccc2OC=C(\C=N\c3ccc(cc3)S(=O)(=O)N)C(=O)c2c1.Cc4ccc5OC=C(\C=N\c6ccc(cc6)S(=O)(=O)N)C(=O)c5c4	CHEMBL3038232	pKi=8.13
NS(=O)(=O)c1c(no[n+]1[O-])c2ccccc2	CHEMBL1215509	pKi=8.13
NS(=O)(=O)c1ccc(N2C(=O)c3c(Br)c(Br)c(Br)c(Br)c3C2=O)c(F)c1	CHEMBL2424827	pKi=8.13
NS(=O)(=O)c1ccc(OCCCC[NH3+])cc1.[O-]C(=O)C(F)(F)F	CHEMBL3359171	pKi=8.13
NS(=O)(=O)c1ccc(cc1)C(=O)OCc2cn(nn2)[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O	CHEMBL214926	pKi=8.13
NS(=O)(=O)c1ccc(cc1)\N=C\c2cc(Cl)cc(Cl)c2O	CHEMBL3758702	pKi=8.13
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(=O)c3ccccc3	CHEMBL3632832	pKi=8.13
NS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[N+](=O)[O-]	CHEMBL3632830	pKi=8.13
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3cccc4ccccc34	CHEMBL2414068	pKi=8.13
NS(=O)(=O)c1ccc2nc(sc2c1)n3cc(C#N)c(n3)c4ccc(F)cc4	CHEMBL3356271	pKi=8.13
[Na+].CCCCN(CC)C(=S)[S-]	CHEMBL2023723	pKi=8.13
[Na+].CN(CS(=O)(=O)[O-])c1ccc(cc1)N=Nc2cccc(c2)S(=O)(=O)N	CHEMBL569350	pKi=8.13
Brc1cccc(c1)n2nnnc2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3114100	pKi=8.14
CC(=O)OC[C@H]1O[C@@H](NC(=S)NNC(=O)c2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1956746	pKi=8.14
CC(=O)OC[C@H]1O[C@@H](NC(=S)Nc2ccc(cc2)S(=O)(=O)N)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	CHEMBL1956743	pKi=8.14
CC(C)(C)OC(=O)NCCOc1ccc(cc1)S(=O)(=O)N	CHEMBL3359164	pKi=8.14
CCOc1ccc(cc1c2nnc3c(n2)c(C)nn3C)S(=O)(=O)NCCO	CHEMBL3261395	pKi=8.14
COC(=O)c1ccc(cc1)C(=O)c2ccc(cc2)c3ccc(cc3)S(=O)(=O)N	CHEMBL3632835	pKi=8.14
CO[C@H]1O[C@H](Cn2cc(COC(=O)c3ccc(cc3)S(=O)(=O)N)nn2)[C@@H](O)[C@H](O)[C@H]1O	CHEMBL216245	pKi=8.14
Cc1ccc(cc1)c2nn(cc2C#N)c3nc4ccc(cc4s3)S(=O)(=O)N	CHEMBL3356269	pKi=8.14
Cc1ccc(cc1)c2nn(cc2c3nc4ccccc4[nH]3)c5ccccc5	CHEMBL3809267	pKi=8.14
Fc1cccc(c1)c2cnnn2c3ccc4OS(=O)(=O)C=Cc4c3	CHEMBL3127572	pKi=8.14
NS(=O)(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	CHEMBL1688313	pKi=8.14
NS(=O)(=O)c1ccc(CCNS(=O)(=O)[C@@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1	CHEMBL1090012	pKi=8.14
NS(=O)(=O)c1ccc(NCC(=O)Nc2nc3ccc(cc3s2)S(=O)(=O)N)cc1	CHEMBL3594410	pKi=8.14
NS(=O)(=O)c1ccc(OCCCCC[NH3+])cc1.[O-]C(=O)C(F)(F)F	CHEMBL3359172	pKi=8.14
NS(=O)(=O)c1ccc(s1)c2cn(nn2)c3ccccc3	CHEMBL2414077	pKi=8.14
NS(=O)(=O)c1cccc(c1)N=Nc2ccc(O)cc2	CHEMBL571385	pKi=8.14
Nc1c(cnn1c2ccc(cc2)S(=O)(=O)N)C(=O)N\N=C\3/C(=O)N(Cc4ccccc4)c5ccccc35	CHEMBL3633554	pKi=8.14
Nc1ccc(cc1)N=Nc2ccc(cc2)S(=O)(=O)N	CHEMBL16909	pKi=8.14
Nc1ccc(cc1)N=Nc2cccc(c2)S(=O)(=O)N	CHEMBL570615	pKi=8.14
[Na+].NS(=O)(=O)c1cccc(c1)N=Nc2ccc(NCS(=O)(=O)[O-])cc2	CHEMBL570257	pKi=8.14
c1ccc(cc1)c2nn(cc2c3nc4ccccc4[nH]3)c5ccccc5	CHEMBL3613514	pKi=8.14
CC(C)COc1nonc1S(=O)(=O)N	CHEMBL3309359	pKi=8.15
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1cccc(c1)S(=O)(=O)N	CHEMBL1797784	pKi=8.15
COc1cc2C(=O)N(CCc3ccc(cc3)S(=O)(=O)N)C(=Nc2c(OC)c1OC)S	CHEMBL3827090	pKi=8.15
Cc1ccc(cc1)C2=NN(C(C2)c3c(C)nn(c3Cl)c4ccc(cc4)S(=O)(=O)N)c5ccc(cc5)S(=O)(=O)N	CHEMBL3601391	pKi=8.15
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)NCCN)nc12	CHEMBL3237854	pKi=8.15
NS(=O)(=O)c1cc(c(Cl)cc1Cl)c2oc(Nc3ccccc3)nn2	CHEMBL3291090	pKi=8.15
NS(=O)(=O)c1ccc(CCNc2nc(NC(CO)C(=O)O)nc(NC(CO)C(=O)O)n2)cc1	CHEMBL1813219	pKi=8.15
NS(=O)(=O)c1ccc(NC(=O)C23CC4CC(CC(C4)C2)C3)cc1	CHEMBL2348439	pKi=8.15
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1	CHEMBL1643302	pKi=8.15
NS(=O)(=O)c1ccc(OCCCCNC(=S)Nc2ccc(C3=C4C=CC(=O)C=C4Oc5cc(O)ccc35)c(c2)C(=O)O)cc1	CHEMBL3359176	pKi=8.15
NS(=O)(=O)c1ccc(cc1)C(=O)OCc2cn(nn2)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O	CHEMBL425274	pKi=8.15
NS(=O)(=O)c1ccc(cc1)c2c(no[n+]2[O-])c3ccccc3	CHEMBL3309364	pKi=8.15
O=S1(=O)Oc2ccc(cc2C=C1)c3nnnn3c4ccccc4	CHEMBL3114095	pKi=8.15
Oc1ccc(NC(=O)N2CCN(CC2)c3ccccc3)cc1	CHEMBL3601542	pKi=8.15
Brc1ccccc1C(=O)Nc2ccc3OS(=O)(=O)C=Cc3c2	CHEMBL3426534	pKi=8.16
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)NCc1ccc(cc1)S(=O)(=O)N	CHEMBL1797785	pKi=8.16
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)S(=O)(=O)N	CHEMBL1797790	pKi=8.16
