CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1	dabrafenib	pIC50=9.1549015	pIC50=9.1549015	pIC50=9.1549015	pIC50=7.96
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	sorafenib	pKi=7.66	pKi=7.66	pKi=7.66	pIC50=7.58
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C1F	vemurafenib	pIC50=7.68	pIC50=7.68	pIC50=7.68	pIC50=7.64
CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=CC=N1	regorafenib	pIC50=7.55	pIC50=7.55	pIC50=7.55	pIC50=7.55
Cc1ccc(cc1Nc2ncccc2c3ncnc4[nH]cnc34)C(=O)Nc5cccc(c5)C#N	CHEMBL3352837	pIC50=7.53
CN1C[C@@H]2C[C@H]1CN2c3c(F)c(F)c(c(F)c3F)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276181	pIC50=9.46
CN1CCC(CC1)n2cc(c3ccc4\C(=N\O)\CCc4c3)c(n2)c5ccncc5	CHEMBL498674	pIC50=9.47
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)c4cccc(F)c4)c3F)C5CC5	CHEMBL3651654	pIC50=9.48
O\N=C\1/CCc2cc(ccc12)c3cn(nc3c4ccncc4)[C@H]5CCC[C@@H]5O	CHEMBL524640	pIC50=9.48
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C)c3)C(C)(C)C	CHEMBL3651607	pIC50=9.5
CC(=O)N1C2CCC1CC(C2)c3ccnc4c(c5ccc(Cl)c(O)c5)c(nn34)c6ccncc6	CHEMBL578391	pIC50=9.52
CN(C)CCOc1ccc(cc1)c2nc(c3ccncc3)c([nH]2)c4ccc5\C(=N\O)\CCc5c4	CHEMBL477989	pKi=9.52
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)CC(C)C)c3)C(C)(C)C	CHEMBL3651611	pIC50=9.52
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)C4CC4)c3Cl)C5CC5	CHEMBL3651635	pIC50=9.52
Cc1cc(NS(=O)(=O)C)c(Cl)c(c1)c2[nH]c(nc2c3ccnc(NCCC#N)n3)C4(C)CC4	CHEMBL3651656	pIC50=9.54
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C)c3F)C(C)(C)C	CHEMBL3651639	pIC50=9.55
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cccc(NS(=O)(=O)C4CC4)c3F)C(C)(C)C	CHEMBL3651684	pIC50=9.57
CC(C)(C)c1nc(c2ccnc(N)n2)c([nH]1)c3cc(F)cc(NS(=O)(=O)c4c(F)cccc4F)c3Cl	CHEMBL3651672	pIC50=9.59
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)CC4CC4)c3F)C5CC5	CHEMBL3651633	pIC50=9.59
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(C)cc(NS(=O)(=O)CC(F)(F)F)c3F)C4CC4	CHEMBL3651671	pIC50=9.6
CCS(=O)(=O)Nc1cc(Cl)cc(c1F)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C4CC4	CHEMBL3651630	pIC50=9.62
CC1(CC1)c2nc(c3ccnc(NCCC#N)n3)c([nH]2)c4cc(F)cc(NS(=O)(=O)C)c4Cl	CHEMBL3651655	pIC50=9.64
CN1C[C@@H]2C[C@H]1CN2c3ccc(c(F)c3)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276169	pIC50=9.64
CNC1CCCC(C1)n2cc(c3ccc4\C(=N\O)\CCc4c3)c(n2)c5ccncc5	CHEMBL498688	pIC50=9.64
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C)c3F)C4CCC4	CHEMBL3651676	pIC50=9.64
CC(C)(C)c1nc(c2ccnc(N)n2)c([nH]1)c3cccc(NS(=O)(=O)c4c(F)cccc4F)c3Cl	CHEMBL3651667	pIC50=9.66
O\N=C\1/CCc2cc(ccc12)c3cn(nc3c4ccncc4)C5CCOCC5	CHEMBL497671	pIC50=9.66
CCCS(=O)(=O)Nc1cc(F)cc(c1Cl)c2[nH]c(nc2c3ccnc(N)n3)C4CC4	CHEMBL3651675	pIC50=9.7
CNS(=O)(=O)c1ccc(N(C)C)c(Nc2ncnc3[nH]cc(Br)c23)c1	CHEMBL3613198	pIC50=9.7
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(C)cc(NS(=O)(=O)C)c3F)C4CC4	CHEMBL3651606	pIC50=9.7
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)C)c3F)C4CC4	CHEMBL3651626	pIC50=9.7
Cl.COC(=O)N[C@@H](C)CNc1nccc(n1)c2[nH]c(nc2c3cc(Cl)cc(NS(=O)(=O)C)c3F)C4CC4	CHEMBL3651605	pIC50=9.7
Nc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)c4c(F)cccc4F)c3Cl)C5CC5	CHEMBL3651674	pIC50=9.72
OCCn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL525191	pKd=9.72
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C)c3Cl)C4CC4	CHEMBL3651628	pIC50=9.75
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C4CC4)c3F)C5CC5	CHEMBL3651629	pIC50=9.75
CCCS(=O)(=O)Nc1cccc(c1F)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C4CC4	CHEMBL3651697	pIC50=9.8
CN1C[C@@H]2C[C@H]1CN2c3cc(F)c(c(F)c3)c4ccnc5c(c6cccc7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276179	pIC50=9.8
O\N=C\1/CCc2cc(ccc12)c3c[nH]nc3c4ccncc4	CHEMBL500406	pIC50=9.82
CC(C)(C)c1nc(c2ccnc(N)n2)c([nH]1)c3cc(Cl)cc(NS(=O)(=O)c4c(F)cccc4F)c3F	CHEMBL3651661	pIC50=9.89
CCCS(=O)(=O)Nc1cccc(c1Cl)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C4CC4	CHEMBL3651695	pIC50=9.89
CCCS(=O)(=O)Nc1cccc(c1F)c2[nH]c(nc2c3ccnc(NCCC#N)n3)C4CC4	CHEMBL3651701	pIC50=9.89
CCCS(=O)(=O)Nc1c(F)ccc(c1F)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651703	pIC50=9.92
CC1(CC1)c2nc(c3ccnc(NCCC#N)n3)c([nH]2)c4cc(Cl)cc(NS(=O)(=O)C)c4F	CHEMBL3651658	pIC50=9.96
CCCS(=O)(=O)Nc1cc(F)cc(c1Cl)c2[nH]c(nc2c3ccnc(NC)n3)C4CC4	CHEMBL3651680	pIC50=9.96
CN1C[C@@H]2C[C@H]1CN2c3cc(F)c(c(F)c3)c4ccnc5c(c6ccc(F)c7[nH]ncc67)c(nn45)c8ccncc8	CHEMBL1276186	pIC50=9.96
CCCS(=O)(=O)Nc1cc(Cl)cc(c1)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651609	pIC50=10.0
CCCS(=O)(=O)Nc1ccc(F)c(c1F)c2cc3cnc(NC[C@H](C)NC(=O)OC)cc3cc2OC	CHEMBL3752213	pIC50=10.0
CCS(=O)(=O)Nc1cc(Cl)cc(c1)c2[nH]c(nc2c3ccnc(NC[C@H](C)NC(=O)OC)n3)C(C)(C)C	CHEMBL3651613	pIC50=10.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)C4CC4)c3)C(C)(C)C	CHEMBL3651610	pIC50=10.0
COC(=O)N[C@@H](C)CNc1nccc(n1)c2nc([nH]c2c3cc(F)cc(NS(=O)(=O)c4c(F)cccc4F)c3Cl)C5CC5	CHEMBL3651665	pIC50=10.0
Nc1nccc(n1)c2nc([nH]c2c3cc(Cl)cc(NS(=O)(=O)c4c(F)cccc4F)c3F)C5CC5	CHEMBL3651662	pIC50=10.0
O\N=C\1/CCc2cc(ccc12)c3cn(nc3c4ccncc4)[C@@H]5CCC[C@@H](O)C5	CHEMBL521562	pIC50=10.05
CCCS(=O)(=O)Nc1cc(Cl)cc(c1F)c2[nH]c(nc2c3ccnc(N)n3)C(C)(C)C	CHEMBL3651664	pIC50=10.1
CS(=O)(=O)Nc1cc(Cl)cc(c1F)c2[nH]c(nc2c3ccnc(NCCC#N)n3)C4CC4	CHEMBL3651683	pIC50=10.1
OCCCn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL527029	pIC50=10.3
O\N=C\1/CCc2cc(ccc12)c3cn(nc3c4ccncc4)[C@@H]5CCC[C@H](O)C5	CHEMBL498344	pIC50=10.4
Cn1cc(c2ccc3\C(=N\O)\CCc3c2)c(n1)c4ccncc4	CHEMBL500659	pIC50=10.7
