CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	parecoxib	pIC50=8.30103016	pIC50=8.30103016	pIC50=8.30103016
OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	aceclofenac
NC1=CC(O)=C(C=C1)C(O)=O	aminosalicylic acid
Nc1ccc(O)c(c1)C(=O)O	mesalazine
COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1	nabumetone
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O	naproxen	pIC50=5.6	pIC50=5.6	pIC50=5.6
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	loxoprofen	pIC50=5.0	pIC50=5.0	pIC50=5.0
C[C@H](C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	dexketoprofen	pIC50=7.57	pIC50=7.57	pIC50=7.57	pIC50=6.64
CC(C(O)=O)C1=CC2=C(C=C1)C1=CC(Cl)=CC=C1N2	carprofen	pIC50=7.0	pIC50=7.0	pIC50=7.0	pIC50=6.99
CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O	etodolac	pIC50=5.7	pIC50=5.7	pIC50=5.7	pIC50=6.25
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	lumiracoxib	pKi=6.49	pKi=6.49	pKi=6.49	pKi=6.5
OC(=O)C1=CC(=CC=C1O)N=NC1=CC(C(O)=O)=C(O)C=C1	olsalazine
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	oxyphenbutazone
Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N	valdecoxib	pIC50=8.3	pIC50=8.3	pIC50=8.3	pIC50=6.18
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1	tolmetin	pIC50=6.84	pIC50=6.84	pIC50=6.84
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	suprofen	pIC50=5.06	pIC50=5.06	pIC50=5.06
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	sulindac	pIC50=4.25	pIC50=4.25	pIC50=4.25
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1	rofecoxib	pIC50=6.51	pIC50=6.51	pIC50=6.51	pIC50=6.12
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O	piroxicam	pIC50=4.7	pIC50=4.7	pIC50=4.7
OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	oxaprozin	pIC50=4.44000006	pIC50=4.44000006	pIC50=4.44000006
Cc1cccc(Nc2ccccc2C(=O)O)c1C	mefenamic acid	pIC50=6.83	pIC50=6.83	pIC50=6.83	pIC50=6.22
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	meclofenamic acid	pIC50=6.7	pIC50=6.7	pIC50=6.7	pIC50=6.16
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1	ketorolac	pIC50=6.9	pIC50=6.9	pIC50=6.9	pIC50=6.37
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	ketoprofen	pIC50=6.62	pIC50=6.62	pIC50=6.62	pIC50=6.11
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	indomethacin	pIC50=6.33	pIC50=6.33	pIC50=6.33	pIC50=6.02
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	ibuprofen	pIC50=5.14	pIC50=5.14	pIC50=5.14	pIC50=7.0
CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	flurbiprofen	pIC50=8.39	pIC50=8.39	pIC50=8.39	pIC50=6.45
CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1	fenoprofen	pIC50=5.23	pIC50=5.23	pIC50=5.23
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	etoricoxib	pIC50=6.1	pIC50=6.1	pIC50=6.1	pIC50=6.09
OC(=O)c1cc(ccc1O)c2ccc(F)cc2F	diflunisal	pIC50=5.09	pIC50=5.09	pIC50=5.09
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	diclofenac	pIC50=7.7	pIC50=7.7	pIC50=7.7	pIC50=6.2
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	celecoxib	pIC50=7.24	pIC50=7.24	pIC50=7.24	pIC50=6.0
NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1	bromfenac	pIC50=8.4	pIC50=8.4	pIC50=8.4
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	balsalazide
NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1	nepafenac	pIC50=6.82	pIC50=6.82	pIC50=6.82
CC(=O)OC1=CC=CC=C1C(O)=O	acetylsalicylic acid	pIC50=5.12	pIC50=5.12	pIC50=5.12
CC(=O)NC1=CC=C(O)C=C1	paracetamol	pIC50=4.31	pIC50=4.31	pIC50=4.31
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1	tiaprofenic acid	pIC50=7.1	pIC50=7.1	pIC50=7.1
OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F	flufenamic acid	pIC50=6.93	pIC50=6.93	pIC50=6.93	pIC50=7.7
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1	fenbufen
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O	meloxicam	pIC50=6.8	pIC50=6.8	pIC50=6.8	pIC50=6.03
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	sulfasalazine
O[Bi]1OC(=O)C2=CC=CC=C2O1	bismuth subsalicylate
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O	acemetacin
OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1	felbinac
OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1	floctafenine	pIC50=5.9586072	pIC50=5.9586072	pIC50=5.9586072
CC(C(=O)NC1=CC(C)=CC=N1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	piketoprofen
CS(=O)(=O)c1ccc(cc1)C2=C(CC3(CCCC3)C2)c4ccc(F)cc4	CHEMBL327900	pIC50=7.21
CS(=O)(=O)c1ccc(cc1)c2cc(nc(NC3CCCCC3)n2)C(F)(F)F	CHEMBL561891	pIC50=7.21
NS(=O)(=O)c1ccc(cc1)c2ccccc2c3ccc(F)cc3	CHEMBL294715	pIC50=7.21
OC(=O)C1=Cc2cc(Cl)c(Cl)cc2OC1C(F)(F)F	CHEMBL1288554	pIC50=7.21
CC(C)(C)OC1Oc2ccccc2c3nc(NN)ncc13	CHEMBL1938840	pIC50=7.22
CC(C)S(=O)(=O)C1=C(O)N(Cc2ccccc2)C(=O)c3ccc(Cl)cc13	CHEMBL18020	pIC50=7.22
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(F)c(F)c3	CHEMBL110401	pIC50=7.22
CC1(C)\C(=N/O)\C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccccc3	CHEMBL330516	pIC50=7.22
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(C)cc3F	CHEMBL341320	pIC50=7.22
CCCCCCCCNC(=O)c1ccccc1Nc2c(Cl)ccc(C)c2Cl	CHEMBL148931	pIC50=7.22
CCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL100092	pIC50=7.22
CCCCOCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL100091	pIC50=7.22
CCc1cc(OC(F)(F)F)cc2C=C([C@H](Oc12)C(F)(F)F)C(=O)O	CHEMBL1290684	pIC50=7.22
COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CN	CHEMBL3809156	pIC50=7.22
COc1ccc2c(c1)c(CC(=O)NCCc3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL95311	pIC50=7.22
COc1ccc2c(c1)c(CC(=O)NCc3ccc(C)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL317332	pIC50=7.22
COc1ccc2c(c1)c(CC(=O)NOCc3ccc(cc3)[N+](=O)[O-])c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL319359	pIC50=7.22
COc1ccc2c(c1)c(CC(=O)N[C@H](C)c3ccc(C)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL318206	pIC50=7.22
COc1ccc2c(c1)c(CC(=O)Nc3ccc(F)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL421570	pIC50=7.22
COc1ccc2c(c1)c(CC(=O)Oc3ccccc3SC)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL95625	pIC50=7.22
CS(=O)(=O)c1ccc(cc1)c2cccnc2c3ccccc3	CHEMBL96842	pIC50=7.22
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccc(Cl)c3)C(F)(F)F	CHEMBL42175	pIC50=7.22
CSc1nc(c2ccccc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347677	pIC50=7.22
C[C@@H]1C[C@H]1CN2N=CC(=C(C2=O)c3ccc(F)cc3)c4ccc(cc4)S(=O)(=O)C	CHEMBL156401	pIC50=7.22
Cc1c(cc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3)S(=O)(=O)C(F)(F)F	CHEMBL44244	pIC50=7.22
Cc1ccc(Nc2c(C)cccc2Cl)c(CC(=O)O)c1	CHEMBL407368	pIC50=7.22
Cc1ccc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3	CHEMBL43002	pIC50=7.22
Cc1ccc(c2ccc(cc2)S(=O)(=O)C)n1c3ccccc3	CHEMBL297008	pIC50=7.22
[2H]C([2H])([2H])C([2H])([2H])c1cc(OC(F)(F)F)cc2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL3355610	pIC50=7.22
COc1ccc(cc1F)c2nc(NCc3ccccc3)sc2c4ccc(cc4)S(=O)(=O)N	CHEMBL16996	pIC50=7.23
NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3cccc4OCCOc34)C(F)(F)F	CHEMBL3309447	pIC50=7.23
[2H]C([2H])([2H])c1cc(Cl)cc2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL3355608	pIC50=7.23
CC(C)Oc1ccc2c(c3ccc(cc3)S(=O)(=O)C)c(nn2n1)c4ccc(F)cc4	CHEMBL365473	pIC50=7.24
COC(=O)Cc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c4ccc(OC)cc24)cc1	CHEMBL95558	pIC50=7.24
CS(=O)(=O)c1ccc(cc1)c2cnc(nc2c3ccc(F)cc3)C(O)c4ccccc4	CHEMBL557128	pIC50=7.24
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3cccs3)c4ccccc4Cl	CHEMBL17069	pIC50=7.24
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccccc3F)C(F)(F)F	CHEMBL418574	pIC50=7.24
COc1ccc(NC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c4ccc(OC)cc24)cc1	CHEMBL97846	pIC50=7.25
CS(=O)(=O)c1ccc(cc1)c2cnc(Nc3ccccc3)nc2c4ccc(F)cc4	CHEMBL564962	pIC50=7.25
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(Cl)cc3Cl)C(F)(F)F	CHEMBL281978	pIC50=7.25
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(F)cc3)C(=O)Nc4cccc(Cl)c4	CHEMBL283497	pIC50=7.25
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccccc3Cl)C(F)(F)F	CHEMBL29533	pIC50=7.25
COc1ccc2c(c1)c(CC(=O)Nc3ccc(Cl)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL265078	pIC50=7.26
[2H]C([2H])([2H])c1cc2OC(C(=Cc2c(c1Cl)C([2H])([2H])[2H])C(=O)O)C(F)(F)F	CHEMBL3355602	pIC50=7.27
CCSc1ccc(cc1)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL117547	pIC50=7.28
COc1ccc(cc1)C2=C(C(=O)N(C)C2=O)c3ccc(cc3)S(=O)(=O)N	CHEMBL3233601	pIC50=7.28
COc1ccc2c(c1)c(CC(=O)Nc3cccnc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL329480	pIC50=7.28
CS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc(Cl)cc3Cl	CHEMBL108975	pIC50=7.28
Cc1cc(cc2OCOc12)c3cc(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F	CHEMBL29403	pIC50=7.28
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(Cl)cc3)c4ccc(Cl)s4	CHEMBL283633	pIC50=7.28
COc1ccc2c(c3ccc(cc3)S(=O)(=O)C)c(nn2n1)c4ccc(F)cc4	CHEMBL188115	pIC50=7.29
CS(=O)(=O)c1ccc(cc1)C2=C(CC(CF)(CF)C2)c3ccc(F)cc3	CHEMBL322045	pIC50=7.29
CS(=O)(=O)c1ccc(cc1)C2=C(CCC2)c3ccc(F)c(F)c3	CHEMBL111657	pIC50=7.29
CS(=O)(=O)c1ccc(cc1)c2cnc(C#N)n2c3ccc(F)cc3	CHEMBL117146	pIC50=7.29
Cc1ccc(cn1)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)N	CHEMBL292413	pIC50=7.29
Cc1ncc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3	CHEMBL116343	pIC50=7.29
NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3cccc4OCOc34)C(F)(F)F	CHEMBL3309448	pIC50=7.29
CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C)C(=O)O	CHEMBL3809863	pIC50=7.3
CCCCCCNC(=O)Oc1cccc(c1)c2ccc(cc2F)[C@H](C)C(=O)O	CHEMBL3774784	pIC50=7.3
CCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL99199	pIC50=7.3
CCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL97179	pIC50=7.3
CCCC\C=C\COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL95989	pIC50=7.3
CCSc1nc(c2ccccc2)c([nH]1)c3ccc(cc3)S(=O)(=O)C	CHEMBL2347671	pIC50=7.3
CCc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL96098	pIC50=7.3
COC1(CCOCC1)c2cc(F)cc(OCc3cc(c4ccccc4)n(n3)c5ccc(cc5)S(=O)(=O)C)c2	CHEMBL423638	pIC50=7.3
COc1ccc(cc1)c2cscc2c3ccc(cc3)S(=O)(=O)C	CHEMBL98903	pIC50=7.3
COc1ccc(cc1F)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)F	CHEMBL28636	pIC50=7.3
COc1ccc2c(c1)c(CC(=O)NCCCCl)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL319764	pIC50=7.3
COc1ccc2c(c1)c(CC(=O)NOCc3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL421385	pIC50=7.3
COc1ccc2c(c1)c(CC(=O)Nc3cccnc3Cl)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL319148	pIC50=7.3
COc1ccc2c(c1)c(CC(=O)OCCc3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL95643	pIC50=7.3
COc1ccc2c(c1)c(CC(=O)Oc3ccc(NC(=O)C)cc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL97562	pIC50=7.3
COc1ccc2c(c1)c(CC(=O)Oc3cccnc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL96954	pIC50=7.3
COc1ccc2c(c1)c(CCNC(=O)c3ccc(Cl)cc3)c(C)n2Cc4ccc(Br)cc4	CHEMBL254377	pIC50=7.3
COc1ccc2c(c1)c(CCOC(=O)c3ccc(Cl)cc3)c(C)n2Cc4ccc(Br)cc4	CHEMBL404107	pIC50=7.3
COc1ccc2c(c3ccc(cc3)S(=O)(=O)C)c(nn2n1)c4ccc(C)cc4	CHEMBL184187	pIC50=7.3
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1OC3CCCCC3	CHEMBL344959	pIC50=7.3
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1SC3CCCCC3	CHEMBL144787	pIC50=7.3
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Sc3cccc(F)c3F	CHEMBL361563	pIC50=7.3
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(Cc3cccs3)N=C2)c4ccc(F)cc4	CHEMBL349564	pIC50=7.3
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3ccc(F)cc3)c4ccc(Cl)cc4	CHEMBL277116	pIC50=7.3
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3ccc(F)cc3)c4ccccc4Cl	CHEMBL277115	pIC50=7.3
CS(=O)(=O)c1ccc(cc1)n2cc(CSc3ccc(Cl)cc3)nc2c4ccc(Cl)cc4	CHEMBL298084	pIC50=7.3
C[C@H]1C[C@H]1CN2N=CC(=C(C2=O)c3ccc(F)cc3)c4ccc(cc4)S(=O)(=O)C	CHEMBL347441	pIC50=7.3
Cc1c(Cl)cc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3	CHEMBL44283	pIC50=7.3
Cc1ccc(Sc2cc3C(=O)CCc3cc2NS(=O)(=O)C)cc1	CHEMBL144884	pIC50=7.3
NS(=O)(=O)c1ccc(cc1)c2cc3OCOc3cc2Cc4ccccc4	CHEMBL151042	pIC50=7.3
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(Br)cc3)C(F)(F)F	CHEMBL1235806	pIC50=7.3
OC(=O)c1nc2ccccn2c1[N+](=O)[O-]	CHEMBL2235865	pKd=7.3
CS(=O)(=O)c1ccc(cc1)c2nc(O)cc(NCc3ccccc3)n2	CHEMBL269832	pIC50=7.31
NS(=O)(=O)c1ccc(cc1)n2ncc(Cl)c2c3ccccc3	CHEMBL282301	pIC50=7.31
CC(C(=O)O)c1ccc(cc1)c2cn3ccccc3n2	CHEMBL2106551	pKd=7.32
CCc1ccc2c(c3ccc(cc3)S(=O)(=O)C)c(nn2n1)c4ccc(F)cc4	CHEMBL187468	pIC50=7.32
CS(=O)(=O)c1ccc(cc1)c2cnc(Br)n2c3ccc(F)cc3	CHEMBL324093	pIC50=7.32
CS(=O)(=O)c1ccc(cc1)c2sc3ncnn3c2c4ccc(F)c(F)c4	CHEMBL348645	pIC50=7.32
Cc1ccc(CNc2cc(nc(n2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)cc1	CHEMBL270510	pIC50=7.32
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)c2nsc(NC#N)n2	CHEMBL17229	pIC50=7.33
COC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=O)c3cn(c4ccccc34)S(=O)(=O)c5ccc(C)cc5	CHEMBL3576986	pIC50=7.33
COc1c(cc(cc1C(C)(C)C)C2=CC(=S)SS2)C(C)(C)C	CHEMBL462709	pIC50=7.33
COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL441769	pIC50=7.33
COc1ccc2c(c1)c(CC(=O)Nc3cncc(Cl)c3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL98514	pIC50=7.33
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3ccsc3)cc(n2)C(F)(F)F	CHEMBL272627	pIC50=7.33
Cc1ccc(Nc2c(Cl)cccc2Cl)c(CC(=O)O)c1	CHEMBL259218	pIC50=7.33
Cc1cccc(C)c1Nc2ccccc2CC(=O)O	CHEMBL76154	pIC50=7.33
CCC(CC)COc1cc2OC(C(=Cc2cc1Cl)C(=O)O)C(F)(F)F	CHEMBL1630231	pIC50=7.34
CN1C(=O)\C(=C(\O)/Nc2ccc(Cl)cc2)\c3ccccc3C1=O	CHEMBL174990	pIC50=7.34
Cc1cc2O[C@@H](C(=Cc2c(C)c1Cl)C(=O)O)C(F)(F)F	CHEMBL1288728	pIC50=7.34
COc1ccc2c(c1)c(CC(=O)OCCNC(=O)OC(C)(C)C)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL433160	pIC50=7.35
CS(=O)(=O)c1ccc(cc1)c2cc(nc(OCC3CCCCC3)n2)C(F)(F)F	CHEMBL564729	pIC50=7.35
CS(=O)(=O)c1ccc(cc1)c2nn(CCc3ccccc3)c(c2c4ccc(F)cc4)C(F)(F)F	CHEMBL67659	pIC50=7.35
Cc1ccc(CNc2cc(Cl)nc(n2)c3ccc(cc3)S(=O)(=O)C)cc1	CHEMBL257299	pIC50=7.35
Cn1cccc1C(=O)c2cc(c3OCC(C)(C)c3c2)C(C)(C)C	CHEMBL119720	pIC50=7.35
CCCc1cc(OC(F)(F)F)cc2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL1290682	pIC50=7.37
CCOc1ccc2c(c3ccc(cc3)S(=O)(=O)C)c(nn2n1)c4ccc(F)cc4	CHEMBL183891	pIC50=7.37
CS(=O)(=O)c1ccc(cc1)c2cnc(Cc3ccccc3O)nc2c4ccc(F)cc4	CHEMBL560088	pIC50=7.37
CS(=O)(=O)c1ccc(cc1)c2nc(NCC3CCC=CC3)cc(n2)C(F)(F)F	CHEMBL257054	pIC50=7.37
CS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3cnccc3Cl	CHEMBL116252	pIC50=7.37
Cc1csc(Sc2cc3C(=O)OCc3cc2NS(=O)(=O)C)n1	CHEMBL43520	pIC50=7.37
OC(=O)C1=Cc2cc(Cl)c(Cl)c(Cl)c2OC1C(F)(F)F	CHEMBL1288617	pIC50=7.37
OC(=O)C1=Cc2cc(Cl)cc(C#C)c2OC1C(F)(F)F	CHEMBL1288619	pIC50=7.37
[2H]C([2H])([2H])c1cc2OC(C(=Cc2c(c1Br)C([2H])([2H])[2H])C(=O)O)C(F)(F)F	CHEMBL3355603	pIC50=7.37
CCCc1cc(OC(F)(F)F)cc2C=C([C@H](Oc12)C(F)(F)F)C(=O)O	CHEMBL1289129	pIC50=7.38
Cc1ccnc(c1)C(=O)c2[nH]c3ccc(cc3c2CC(=O)O)C(C)(C)C	CHEMBL1950012	pIC50=7.38
NS(=O)(=O)c1ccc(cc1)n2cnc(Cl)c2c3ccc(Cl)nc3	CHEMBL117306	pIC50=7.38
CS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3cccc4OCOc34)C(F)(F)F	CHEMBL3309820	pIC50=7.39
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(F)cc3)C(F)(F)F	CHEMBL28527	pIC50=7.39
OC(=O)C1=Cc2cc(ccc2OC1C(F)(F)F)C(F)(F)F	CHEMBL1290563	pIC50=7.39
CC(C)C1=C(COC(=O)C(C)c2cccc(c2)C(=O)c3ccccc3)N(C)N(C1=O)c4ccccc4	CHEMBL3331466	pIC50=7.4
CC(C)[C@]12O[C@H]1[C@@H]3O[C@@]34[C@@]5(C)CCC6=C(COC6=O)[C@@H]5C[C@@H]7O[C@]47[C@@H]2O	CHEMBL463763	pIC50=7.4
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)OC3CCCCC3	CHEMBL70104	pIC50=7.4
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccc(F)cc3F	CHEMBL110836	pIC50=7.4
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ccccc3	CHEMBL109177	pIC50=7.4
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3ncc(Cl)cc3Cl	CHEMBL110824	pIC50=7.4
CCC(C)OC1=C(c2ccc(cc2)S(=O)(=O)C)C(C)(C)OC1=O	CHEMBL304982	pIC50=7.4
CCCCC(=O)c1cc(c2OCC(C)(C)c2c1)C(C)(C)C	CHEMBL13661	pIC50=7.4
CCCCCCCCCNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL95402	pIC50=7.4
CCCCCCCCNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL100331	pIC50=7.4
CCCCCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL330194	pIC50=7.4
COc1ccc(OC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c4ccc(OC)cc24)cc1	CHEMBL316866	pIC50=7.4
CS(=O)(=O)c1ccc(cc1)n2nncc2c3ccc(Cl)cc3	CHEMBL455837	pIC50=7.4
CSc1ccc(cc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL42277	pIC50=7.4
Cc1cc(Cl)cc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL42709	pIC50=7.4
Cc1ccc(OC2=C(c3ccc(cc3)S(=O)(=O)C)C(C)(C)OC2=O)cc1	CHEMBL107088	pIC50=7.4
Cc1ccc(cc1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL297108	pIC50=7.4
Cc1ccc(cc1)n2c(C)ccc2c3ccc(cc3)S(=O)(=O)C	CHEMBL43737	pIC50=7.4
Cc1ccnc(c1)C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O	CHEMBL1950014	pIC50=7.4
Cc1oc(c2ccc(c(F)c2)S(=O)(=O)N)c(n1)c3ccc(F)cc3	CHEMBL289653	pIC50=7.4
Cc1oc(c2ccc(cc2)S(=O)(=O)C)c(n1)c3ccc(C)s3	CHEMBL348041	pIC50=7.4
Fc1ccc(Sc2cc3C(=O)CCc3cc2NS(=O)(=O)C(F)(F)F)c(F)c1	CHEMBL144013	pIC50=7.4
NS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccccc3)C(F)(F)F	CHEMBL296984	pIC50=7.4
NS(=O)(=O)c1ccc(cc1)n2nc(c3SCc4cc(F)ccc4c23)C(F)(F)F	CHEMBL316455	pIC50=7.4
CC(C)c1ccc(cc1)c2c(Cl)ncn2c3ccc(cc3)S(=O)(=O)C	CHEMBL117855	pIC50=7.41
CS(=O)(=O)c1ccc(cc1)c2c(nn3ncccc23)c4ccc(F)cc4	CHEMBL359787	pIC50=7.41
[2H]C([2H])([2H])c1cc(Br)cc2C=C(C(Oc12)C(F)(F)F)C(=O)O	CHEMBL3355609	pIC50=7.41
