NC(N)=N	guanidine
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	sotalol	pKi=4.0	pKi=4.0	pKi=4.0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	amiodarone	pIC50=5.0	pIC50=5.0	pIC50=5.0	pIC50=5.0
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	dofetilide	pKi=8.19	pKi=8.19	pKi=8.19	pIC50=7.31
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
C[C@@H](c1ccc(F)cn1)c2c(CCN(C)C)sc3ccccc23	CHEMBL1092495	pKi=5.6
Cc1c(C)n(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13	CHEMBL2012178	pKi=5.6
Cc1cc(c2ccc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3c2)n(C)n1	CHEMBL245119	pIC50=5.6
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5NC(=O)COc45)CC3	CHEMBL513715	pKi=5.6
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5c4OCc6c(C)nnn56)CC3	CHEMBL1241546	pKi=5.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6nc(C)sc6cc5CC4)n3C	CHEMBL271632	pIC50=5.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5cc6oc(CC(F)(F)F)nc6cc5CC4)n3C	CHEMBL258090	pIC50=5.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5ccc6nc(oc6c5CC4)C(C)(F)F)n3C	CHEMBL256488	pIC50=5.6
Cc1ccc2c(cccc2n1)c3nnc(SCCCN4CCc5nc6ccccn6c5CC4)n3C	CHEMBL406678	pIC50=5.6
Cc1ccc2nc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3n2c1	CHEMBL256658	pIC50=5.6
Cc1cccc(Nc2nc(NCC3CCCCN3)ncc2C(=O)N)c1	CHEMBL1835060	pIC50=5.6
Cc1cccc(Nc2nc(NC[C@H]3CCCN3)ncc2C(=O)N)c1	CHEMBL1835062	pIC50=5.6
Cc1cccc(Nc2nc(N[C@@H]3CCCNC3)ncc2C(=O)N)c1	CHEMBL1834757	pIC50=5.6
Cc1cccc(Nc2nc(N[C@H]3CCNC3)ncc2C(=O)N)c1	CHEMBL1835058	pIC50=5.6
Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(nc4)c5ccc(cc5C)C(=O)O)c6cnccn6	CHEMBL2041191	pIC50=5.6
Cc1nc(C)c(s1)c2nnc(SCCCN3CCC4(CCc5cc(Cl)ccc45)C3)n2C	CHEMBL1258948	pIC50=5.6
Cc1nc(C)c(s1)c2nnc(SCCCN3CCC4(CCc5ccc(Cl)cc45)C3)n2C	CHEMBL1258834	pIC50=5.6
Cc1nc(nc2ccc(NC(=O)\C=C\c3ccc(cc3)C(F)F)cc12)N4CCC(O)(CC4)C5CC5	CHEMBL2017597	pIC50=5.6
Cc1ncoc1c2nnc(SCCCCN3CCOC(C3)c4ccc(cc4)C(F)(F)F)n2C	CHEMBL3763418	pKi=5.6
Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(F)c(c5)C(F)(F)F)n2C	CHEMBL1081587	pIC50=5.6
Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5cc(F)ccc45)C3)n2C	CHEMBL1258949	pIC50=5.6
Cc1ncoc1c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(C)(F)F)n2C	CHEMBL437792	pIC50=5.6
Cc1ncoc1c2nnc(SCCCN[C@H]3CC[C@@]4(CC34)c5ccc(cc5)C(F)(F)F)n2C	CHEMBL1258153	pIC50=5.6
Cc1oc2c(Br)c3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1	CHEMBL255806	pIC50=5.6
Cc1oc2ccc3CCN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3c2n1	CHEMBL272511	pIC50=5.6
Cc1onc(CN2CCN(CC2)c3c(Cl)cnc4[nH]c(nc34)c5cn(C)nc5C6CC6)c1	CHEMBL2203764	pIC50=5.6
Cc1onc(n1)c2cccc(c2)C(=O)N[C@@H]3CC[C@@H](CCN4CCc5ccc(cc5CC4)S(=O)(=O)C)CC3	CHEMBL244083	pIC50=5.6
Cl.OCCN(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24	CHEMBL1762812	pKi=5.6
Clc1cccc(CN2CCN(CCN3Cc4ccccc4C3)C2=O)c1	CHEMBL571229	pIC50=5.6
Cn1c(SCCCN2CC3CCN(C3C2)c4c(F)cccc4F)nnc1c5cnccn5	CHEMBL3775771	pIC50=5.6
Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5=CC(=O)NC=C5	CHEMBL3774411	pIC50=5.6
FC(F)(F)Oc1ccc(cc1)C(=O)N[C@@H]2COc3cccc(c3C2)c4ccncc4	CHEMBL2069407	pIC50=5.6
FC(F)(F)Oc1ccc2[nH]c(nc2c1)[C@@H]3CC[C@@]4(CC3)CN(C(=O)O4)c5ccccc5	CHEMBL1289267	pIC50=5.6
FC(F)(F)Oc1ccc2[nH]c(nc2c1)[C@@H]3CC[C@@]4(CC3)CN(C(=O)O4)c5ccccn5	CHEMBL1289503	pIC50=5.6
FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC2CN(C2)[C@@H]3CC[C@H](CC3)c4ccc5[nH]cnc5c4	CHEMBL1829617	pIC50=5.6
F[C@@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4cccnc4	CHEMBL523760	pKi=5.6
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5cc[nH]c5c4)CC3	CHEMBL274168	pIC50=5.6
Fc1cn(Cc2ccccc2)c3ncnc(OC4CCN(Cc5cscn5)CC4)c13	CHEMBL2012180	pKi=5.6
NC(=O)C1(CCC1)NCCCc2cc(nc(n2)C#N)c3cccc(c3)C(F)(F)F	CHEMBL1270367	pKi=5.6
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5COCc5c4)CC3	CHEMBL2441440	pIC50=5.6
O=C(NC1CCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3	CHEMBL2031872	pIC50=5.6
O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCCC5)c3	CHEMBL1289283	pIC50=5.6
O=C1CCCN1C2CCN(CCOc3ccc(Oc4nc5ncccc5s4)cc3)CC2	CHEMBL2207738	pIC50=5.6
O=C1N(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S/C/1=C/5\SC(=NN5c6ccccc6)c7ccccc7)c8ccccc8	CHEMBL3408393	pIC50=5.6
O=C1NCCc2nc(c3ccc(CN4CCC(CC4)c5nnc([nH]5)c6ccccn6)cc3)c(cc12)c7ccccc7	CHEMBL446134	pIC50=5.6
O=S(=O)(C1CCN(CCCc2ccccc2)CC1)c3ccccc3	CHEMBL148565	pKi=5.6
OC1CCN(Cc2csc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1	CHEMBL1762809	pKi=5.6
OCC(F)(F)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F	CHEMBL519389	pIC50=5.6
O[C@H](CNC(=O)c1c[nH]nc1C2CC2)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4	CHEMBL2207661	pIC50=5.6
[I-].CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]3CCC[N+](C)(Cc4cccc(O)c4)C3)cc1	CHEMBL540359	pIC50=5.6
c1ccc(cc1)n2cc(cn2)c3ccnc4ccccc34	CHEMBL2022867	pIC50=5.6
CC1(C)CC(NC(=O)CC(O)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl	CHEMBL1097456	pIC50=5.61
CC1CCCN1CCc2ccc3nc(ccc3c2)c4cccs4	CHEMBL1822869	pIC50=5.61
CCCCCCCN(CC)CC#CCOc1ccc(Cl)cc1	CHEMBL3093982	pIC50=5.61
CCc1ccc2c(nc(N)nc2c1)N3CC(C3)NC	CHEMBL2376796	pKi=5.61
CNC(C)c1ccc(Cl)cc1Oc2ccc(C)c(C)c2	CHEMBL513629	pIC50=5.61
FC(F)(F)c1ccccc1Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23	CHEMBL2012268	pKi=5.61
Fc1ccc(CCN2CCC(F)(CC2)S(=O)(=O)c3ccccc3)c(F)c1	CHEMBL175586	pKi=5.61
C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccnc(OCC\C=C\COCc2c3)c5	CHEMBL2035052	pIC50=5.62
CC(C(O)c1ccc2NC(=O)OCc2c1)N3CCC(O)(CC3)c4ccc(F)cc4	CHEMBL401407	pIC50=5.62
CC(C)CNCc1ccc(cc1)c2ccccc2S(=O)(=O)N3CCCC3	CHEMBL1818341	pIC50=5.62
CC(C)N1CCC[C@H](CN2C(=Nc3cnc(Oc4ccc5ncsc5c4)cc3C2=O)C)C1	CHEMBL1957001	pIC50=5.62
CC(C)[C@H](N)C(=O)N1CC(=C[C@H]1c2ccccc2)c3cc(F)ccc3F	CHEMBL379690	pIC50=5.62
CCOC(=O)N1[C@@H]2CC[C@H]1C[C@H](CN3CC[C@@H](C3)N4C(=O)Cc5ccccc45)C2	CHEMBL2336059	pIC50=5.62
CN1CCc2cccc3c2C1Cc4ccc(O)c(O)c34	CHEMBL70099	pIC50=5.62
COc1cc(CCN2CCN(CC(F)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N	CHEMBL3612798	pIC50=5.62
COc1cc(ncn1)N2C(=O)N(C(=O)C23CCN(Cc4ncccc4C)CC3)c5ccc(cc5)c6ccccc6C(=O)O	CHEMBL2043170	pIC50=5.62
COc1ccc2ncc(F)c(CC(O)(C(F)(F)F)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3753861	pIC50=5.62
COc1ccc2ncc(F)c(C[C@H](O)C3CCC(CO3)NCc4nc5NC(=O)COc5cc4F)c2n1	CHEMBL3604807	pIC50=5.62
COc1ccc2ncc(c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1)S(=O)(=O)C	CHEMBL3422762	pIC50=5.62
COc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(OC)c4)CC2	CHEMBL1172206	pKi=5.62
C[C@@H](O[C@H]1C[C@@H](C)C(=O)NC[C@@H]1c2ccc(F)cc2)c3cc(cc(c3)C(F)(F)F)C(F)(F)F	CHEMBL209456	pKi=5.62
Cc1ccc(CCNC[C@H](O)COc2ccc(NS(=O)(=O)C)cc2)cc1C	CHEMBL494061	pIC50=5.62
Cc1cccc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)n1	CHEMBL2012290	pKi=5.62
Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O	CHEMBL1630	pIC50=5.62
Cn1cccc1CNC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2	CHEMBL550455	pIC50=5.62
FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC2CN(C2)C3CCC(CC3)c4c[nH]c5ccccc45	CHEMBL1829604	pIC50=5.62
Nc1nc(NC2CCNC2)c3sc(cc3n1)c4ccc(cc4)C(F)(F)F	CHEMBL3617452	pIC50=5.62
OCCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605122	pIC50=5.62
OCCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605121	pIC50=5.62
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccc(F)cc4)CC3)CC(=O)c2c1	CHEMBL2390995	pIC50=5.62
O[C@H](COc1cc(O)ccc1NC(=O)NC2CC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4	CHEMBL3099945	pIC50=5.62
CC(=C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4	CHEMBL566759	pIC50=5.63
CC(C)C(CCCN(C)CCCc1nc2ccccc2[nH]1)(C(=O)O)c3ccc(Br)cc3	CHEMBL3115192	pIC50=5.63
CC(C)c1cc(cc2nc(oc12)c3ccc(cc3)C(=O)NC[C@@H]4CC[C@@H](CC4)c5cccc(c5)C(F)(F)F)C#N	CHEMBL1771127	pIC50=5.63
CC(C)c1ccccc1C(=O)N(CC2CCCC2)[C@H]3CCNC3	CHEMBL550402	pIC50=5.63
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCNCC4)C#N	CHEMBL476130	pIC50=5.63
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc3ccc(cc3)C(F)(F)F)CC1	CHEMBL1836167	pIC50=5.63
Cc1noc(n1)[C@H]2C[C@@H]2C(=O)NCc3ccc(c4CCN(Cc34)C(=O)NC(C)(C)C)c5cccc(OC(F)(F)F)c5	CHEMBL3734797	pIC50=5.63
Fc1cn(C[C@H]2CN(C(=O)O2)c3ccc(N4CCC(=CC#N)CC4)c(F)c3)nn1	CHEMBL2324511	pIC50=5.63
OCC1CCCN(C1)C(=O)CC2CCN(Cc3oc(cc3)c4ccc(Cl)cc4)CC2	CHEMBL564674	pIC50=5.63
Brc1ccc(cc1)N(C2CCN(Cc3ccncc3)CC2)C(=O)NCc4ccccc4	CHEMBL1092108	pIC50=5.64
Brc1cnc2nc(oc2c1)N3CCN4CCC3CC4	CHEMBL611369	pIC50=5.64
C(C[C@]1(CCOC2(CCCC2)C1)c3ccccn3)NCc4cccs4	CHEMBL2443278	pIC50=5.64
CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4	CHEMBL1800772	pIC50=5.64
CCN1C(=O)c2nc(Cc3ccccc3)n(Cc4ccccc4)c2N5CC6(CCc7ccccc67)N=C15	CHEMBL1778033	pIC50=5.64
CCn1nc(Cc2ccc(cc2)c3ccccc3)cc1C4CCN(C[C@H]5CN(C[C@@H]5c6cccc(F)c6)[C@@H](C(=O)O)C(C)(C)C)CC4	CHEMBL172296	pKi=5.64
CN(C)[C@H]1CCN(CCC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1	CHEMBL270314	pIC50=5.64
CN([C@@H]1CCN(C1)C2CCCC2)C(=O)c3ccc(cc3)n4c(C)nc5ccccc45	CHEMBL1836039	pIC50=5.64
CN1CCN(CC1)c2ccc(cc2)c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Cl)cnc4[nH]3	CHEMBL1651456	pIC50=5.64
CN1CCN(CC1)c2nc3c(N4CCN(Cc5cc(C)on5)CC4)c(Cl)cnc3[nH]2	CHEMBL1086582	pIC50=5.64
CN1C[C@@H]2CCCC[C@@]2(C1)c3ccc(Cl)c(Cl)c3	CHEMBL1813315	pIC50=5.64
CN[C@H]1C[C@H](c2ccc(Cl)c(Cl)c2)c3ccccc3C1	CHEMBL1642895	pIC50=5.64
COCCCc1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@@H]3c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)cc(OCC[C@](C)(OC)C(=O)O)c1	CHEMBL1761536	pKi=5.64
CS(=O)(=O)Nc1ccc(c(F)c1)c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393720	pIC50=5.64
CSc1ccccc1C(=O)N(C2CCCCC2)[C@H]3CCNC3	CHEMBL553395	pIC50=5.64
C[C@H](c1cccnc1F)c2c(CCN(C)C)sc3ccccc23	CHEMBL1092765	pIC50=5.64
Cc1ccc(Cn2c(nc3ccccc23)[C@H]4CNCCO4)cc1	CHEMBL1935441	pIC50=5.64
Cc1ccc2nc(CN3CCN(CC3)C(=O)CC(c4ccccc4)c5ccc(F)cc5)oc2c1	CHEMBL1645172	pIC50=5.64
Cc1ccccc1N2CCN(C[C@@H]3CCc4cccnc4[C@@H](O)C3)CC2	CHEMBL487826	pIC50=5.64
Cc1coc(n1)[C@H]2C[C@H]3CSC(=N[C@]3(CO2)c4ccc(F)cc4F)N	CHEMBL3422236	pIC50=5.64
Cl.CC(C)c1nnc(C)n1C2CCN(CC2)C(C)C[C@H](NC(=O)C3CC(F)(F)C3)c4ccccc4	CHEMBL491679	pIC50=5.64
FC(F)(F)c1cc(COCC2(CCNCC2)c3ccccc3)nc(c1)N4CCCC4	CHEMBL2333623	pIC50=5.64
FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)NC(c4ccccc4)c5ccccn5)CC3)c2	CHEMBL561585	pIC50=5.64
Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5	CHEMBL46516	pIC50=5.64
Fc1cccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)c1F	CHEMBL2012271	pKi=5.64
Fc1cccc(F)c1Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23	CHEMBL2012274	pKi=5.64
NCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	CHEMBL1494	pIC50=5.64
Nc1ncnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	CHEMBL2011947	pKi=5.64
OC(C(N1CCNCC1)c2ccccc2)(c3cccnc3)c4cccnc4	CHEMBL1090159	pIC50=5.64
OCC(O)COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605127	pIC50=5.64
OC[C@H]1CCCN1CCn2ncc3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5	CHEMBL1289169	pIC50=5.64
C(COc1ccc(cc1)C2CCOCC2)CN3CCCCC3	CHEMBL1822857	pKi=5.65
CCOC(=O)c1cncc(c1)[C@@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	CHEMBL3323076	pIC50=5.65
COC(=O)c1coc(CN2CCN(CC2)C(=O)CC(c3ccc(F)cc3)c4ccc(Br)cc4)n1	CHEMBL1645164	pIC50=5.65
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC(F)(F)F)C4=O)c5ccccc5	CHEMBL2017585	pIC50=5.65
Clc1ccc2OC(=O)C=C(NC3CCN(Cc4ccc5OCOc5c4)CC3)c2c1	CHEMBL194564	pIC50=5.65
FC(F)(F)c1nnc2ccc(nn12)N3CCN(Cc4ccc(cc4)C#N)CC3	CHEMBL2346967	pIC50=5.65
CC(=O)NC1CCc2cc(CCN3CCN(CC3)c4nsc5ccccc45)ccc12	CHEMBL252030	pKi=5.66
CC(C(=O)N[C@@]1(CC[C@@H](CC1)N2CCC(CC2)C3CCOC3(C)C)c4ccccc4)c5cc(cc(c5)C(F)(F)F)C(F)(F)F	CHEMBL3085131	pKi=5.66
CC(C)(CN)C(=O)N1CC(=C[C@H]1c2ccccc2)c3cc(F)ccc3F	CHEMBL203045	pIC50=5.66
CC(CC(C)(C)C)N1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1	CHEMBL494478	pIC50=5.66
CCC(O)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13	CHEMBL53866	pIC50=5.66
CCN1C[C@@H]2[C@@H](CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4)[C@@H]2C1	CHEMBL564919	pIC50=5.66
CC[C@@]1([C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]12)c5cccc(c5)C(=O)N	CHEMBL3219615	pIC50=5.66
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2	CHEMBL1514	pIC50=5.66
CNCc1cc(ccc1Oc2ccc(Cl)cc2Cl)C#N	CHEMBL258063	pKi=5.66
COCCc1ccc(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c1	CHEMBL1824499	pKi=5.66
COc1cc(F)ccc1c2cncc(CNC3CCCCC3)c2	CHEMBL1779007	pIC50=5.66
COc1cc(ccc1C#N)C(O)CN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2	CHEMBL3612805	pIC50=5.66
COc1cc(ccc1c2cn(nn2)[C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)n5cnc(C)c5	CHEMBL3609752	pEC50=5.66
COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccc(F)cc4)nn3	CHEMBL1818823	pIC50=5.66
COc1cc(ccn1)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5	CHEMBL2177911	pIC50=5.66
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4	CHEMBL707	pIC50=5.66
COc1cccc2c1nc(N)n3nc(CN4CCN(C[C@H]4C)c5ccncc5)nc23	CHEMBL3596509	pIC50=5.66
C[C@H](NC(=O)[C@@H]1CC[C@H](C[C@H]1c2ccc(Br)cc2)N3CCOCC3)c4ccc(F)cc4	CHEMBL3086032	pIC50=5.66
C[C@H](O)C(=O)N1CC[C@@H](C1)N(Cc2cc(Cl)ccc2Cl)c3ccc(C#N)c(Cl)c3	CHEMBL590593	pIC50=5.66
Cc1cccc(c1)N2CCN(CCCCCCN3CCN(CC3)c4cccc(C)c4)CC2	CHEMBL1172204	pKi=5.66
Cc1ccnc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)c1	CHEMBL2012292	pKi=5.66
Cc1ncc(OC[C@]2(C[C@H]2C(=O)Nc3ccc(F)cn3)c4ccc(F)c(F)c4)c(C)n1	CHEMBL3585956	pIC50=5.66
Cc1ncc(OC[C@]2(C[C@H]2C(=O)Nc3ccc(F)cn3)c4ccc(F)cc4)c(C)n1	CHEMBL3585954	pIC50=5.66
Cc1onc(n1)[C@@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6	CHEMBL2204933	pKi=5.66
Cl.CCCOC(C1CNC1)c2ccc(Cl)c(Cl)c2	CHEMBL2171415	pIC50=5.66
Clc1ccc(Cn2cc(NCCN3CCCCC3)nn2)cc1Cl	CHEMBL3417058	pIC50=5.66
Clc1cnc2oc(nc2c1)N3CCN4CCC3CC4	CHEMBL597276	pIC50=5.66
Cn1cc(cn1)[C@@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6	CHEMBL2204931	pKi=5.66
Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c5cccnc5	CHEMBL565073	pIC50=5.66
Fc1ccc(cc1F)n2cc(NCCN3CCCCC3)nn2	CHEMBL3417047	pIC50=5.66
NC1=NC2(CO1)c3cc(NC(=O)c4ccc(Cl)cn4)ccc3OCC25CC5	CHEMBL3703237	pIC50=5.66
O=C(N(CC1CCC1)[C@H]2CCNC2)c3ccccc3C4CCCC4	CHEMBL562569	pIC50=5.66
CC1CCN(CCCOC2=NN(C(=O)C=C2)c3ccc(F)c(Cl)c3)CC1	CHEMBL3805844	pIC50=5.67
CN(C)Cc1ccccc1Oc2ccc(Cl)c(Cl)c2	CHEMBL443922	pIC50=5.67
CN(CC1(O)CCCCC1)C(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2	CHEMBL558863	pIC50=5.67
CN1CCN(CC1)c2ccc3nc(c4ccc(CN5CCC(CC5)c6nnc([nH]6)c7ccccn7)cc4)c(nc3n2)c8ccccc8	CHEMBL452823	pIC50=5.67
CNCc1cc(F)c(OC)cc1Oc2ccc(Cl)c(Cl)c2	CHEMBL454657	pIC50=5.67
COc1cc(F)ccc1c2cccc(CNC3CCCC3)c2	CHEMBL1779004	pIC50=5.67
COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4csc5ccccc45)nn3	CHEMBL1818835	pIC50=5.67
Cl.C1NC[C@H]2C[C@@H]1C[C@@H]2Oc3ccccc3c4cccnc4	CHEMBL1209070	pKi=5.67
CC(C)CS(=O)(=O)n1ccc2c(cc(nc12)N3CCN(C)CC3)c4ccc(cc4)C(F)(F)F	CHEMBL3797717	pIC50=5.68
CC(C)N1CCCC(CN2C(=O)c3sc(cc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1	CHEMBL3218646	pIC50=5.68
CCN1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1	CHEMBL2036751	pIC50=5.68
CCN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4	CHEMBL604805	pKi=5.68
CCOCCn1c(nc2ccccc12)[C@@H]3CCCN(C3)C4CCOCC4	CHEMBL1095202	pIC50=5.68
CCOc1nc(NC(=O)C2(CCC2)NC(=O)c3ccc4c(C5CCCC5)c(c6ccc(F)cn6)n(C)c4c3)ccc1\C=C\C(=O)O	CHEMBL3408617	pIC50=5.68
CCn1nc(Cc2ccc(cc2)C(C)(C)C)cc1C3CCN(C[C@H]4CN(C[C@@H]4c5cccc(F)c5)[C@@H](C(=O)O)C(C)(C)C)CC3	CHEMBL174214	pKi=5.68
CN(C)CCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	CHEMBL443661	pIC50=5.68
CN1CCC(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2)CC1	CHEMBL223999	pIC50=5.68
CN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3ccc(F)c(c3)C(F)(F)F)C(=O)c4cn(C)cn4	CHEMBL603695	pKi=5.68
CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1	CHEMBL2010834	pIC50=5.68
CNCC[C@@H](Oc1ccccc1C)c2ccccc2	CHEMBL641	pIC50=5.68
CNCc1ccc(Cl)cc1Oc2ccc(F)c(Cl)c2	CHEMBL453879	pIC50=5.68
CNCc1ccc(Cl)cc1Oc2cccc(Cl)c2	CHEMBL449048	pIC50=5.68
COCCN1CCC[C@@H](CN2C(=O)c3sc(cc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1	CHEMBL3218648	pIC50=5.68
CON(C)C(=O)Cn1cc(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(F)c(F)c4)c5c(F)cccc15	CHEMBL1909649	pKi=5.68
CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4cncc(c4)C(F)(F)F	CHEMBL1782566	pIC50=5.68
COc1c(C)cc(cc1C#N)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5	CHEMBL2177918	pIC50=5.68
COc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)ccc1C#N	CHEMBL3612796	pIC50=5.68
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4C[C@H](CCN(CC(C)(C)C)C4=O)C(C)(C)C	CHEMBL2017577	pIC50=5.68
