O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.7645	pIC50=4.7645	pIC50=4.7645
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pKi=4.89	pKi=4.89	pKi=4.89
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pIC50=4.54	pIC50=4.54	pIC50=4.54
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine	pIC50=4.66	pIC50=4.66	pIC50=4.66
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pKi=6.3	pKi=6.3	pKi=6.3	pIC50=5.12
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1	lacosamide	pIC50=6.74	pIC50=6.74	pIC50=6.74	pIC50=6.74
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
CN1C[C@@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)OC(C)(C)C)C(=O)N(C)c3ccccc13	CHEMBL254698	pIC50=6.85
COc1ccc(c(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)c1)c4ccnn4C	CHEMBL2323342	pIC50=6.85
CS(=O)(=O)NC(=O)c1cc(Cl)c(OC2C3CC4CC2CC(Cl)(C4)C3)cc1F	CHEMBL3657832	pIC50=6.85
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCCC2CCCC2)cc1F	CHEMBL3657825	pIC50=6.85
CS(=O)(=O)NCc1cc(nc(c1)c2ccc(Oc3ccc(F)cc3)cc2)C(=O)N	CHEMBL3688026	pIC50=6.85
CS(=O)(=O)N[C@@H](Cc1c[nH]cn1)C(=O)Nc2cccc(n2)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL2152688	pIC50=6.85
CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H]3NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CC(C)C)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N4)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]9CCCN9C(=O)[C@H](CCCNC(=N)N)NC3=O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%10ccc(O)cc%10)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%11ccccc%11)C(=O)N)NC(=O)[C@@H](N)CC(=O)O	CHEMBL3799960	pIC50=6.85
CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H]3NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](Cc8ccc(O)cc8)C(=O)N9CCC[C@H]9C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N4)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]%10CCCN%10C(=O)[C@H](CCCNC(=N)N)NC3=O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%11ccc(O)cc%11)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%12ccccc%12)C(=O)N)NC(=O)[C@@H](N)CC(=O)O	CHEMBL3798023	pIC50=6.85
Cn1cncc1c2cc(ccc2c3cccc4cc(ccc34)S(=O)(=O)Nc5ncc(F)s5)C(F)(F)F	CHEMBL3682703	pIC50=6.85
Cn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)cc2)C(F)(F)F	CHEMBL2323337	pIC50=6.85
Cn1nc(cc1c2cccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c2F)C(F)(F)F	CHEMBL2323341	pIC50=6.85
Cn1nccc1c2cc(F)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4nncs4	CHEMBL2323339	pIC50=6.85
Cn1nccc1c2ccc(cc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL2323343	pIC50=6.85
Fc1cc(COC23CC4CC(CC(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)N5CCC5)C6CC6	CHEMBL3662130	pIC50=6.85
Fc1cc(OC2CCC(F)(F)CC2)c(cc1C(=O)NS(=O)(=O)C3CC3)C4CC4	CHEMBL3662145	pIC50=6.85
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)C5CC5)C6CC6(F)F	CHEMBL3639610	pIC50=6.85
Fc1cc(OCC2CCC3(CC2)CC3)c(Cl)cc1C(=O)NS(=O)(=O)N4CCC4	CHEMBL3662102	pIC50=6.85
Fc1cc(ccc1Oc2cc(Cl)ccc2c3ccn[nH]3)S(=O)(=O)Nc4nccs4	CHEMBL2323344	pIC50=6.85
Fc1ccc(Oc2cc(F)c(cc2F)S(=O)(=O)Nc3ncns3)c(c1)c4ccnnc4	CHEMBL2323336	pIC50=6.85
Fc1cnc(CCN2C(C(=O)NCc3ccc(F)c(OC(F)(F)F)c3)c4ccccc4C2=O)nc1	CHEMBL2164043	pIC50=6.85
NC(=O)c1cc(cc(n1)c2ccc(Oc3ccc(F)cc3)cc2)C4=CCNCC4	CHEMBL3688093	pIC50=6.85
Nc1cc(ccn1)c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cnccn4	CHEMBL2323335	pIC50=6.85
Nc1cc(ccn1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4cscn4	CHEMBL2323340	pIC50=6.85
OC(=O)c1cccc(c1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2323338	pIC50=6.85
OC1(C(=O)N(Cc2ccc(F)c(F)c2)c3ccccc13)c4ccc5OCOc5c4	CHEMBL1780040	pIC50=6.85
OCC(O)C(=O)Nc1cccc(n1)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL2152691	pKi=6.85
OCc1cc(ccn1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(Cl)s4	CHEMBL2321892	pIC50=6.85
Oc1cccc2C(N(CCc3ncc(F)cn3)C(=O)c12)C(=O)NCc4ccc(OC(F)(F)F)cc4	CHEMBL2164045	pIC50=6.85
CC(C)N1C(=O)[C@@H](CCc2c(F)c(F)cc(F)c12)NC(=O)[C@@H](Cc3ccccc3F)NC(=O)C4CC4C(F)(F)F	CHEMBL2391789	pIC50=6.86
CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3ccccc3C(F)(F)F)NC(=O)OC(C)(C)C	CHEMBL400468	pIC50=6.86
CC(C)[C@@H]1CC[C@H](CC1)Oc2cc(F)c(cc2Cl)C(=O)NS(=O)(=O)N(C)C	CHEMBL3657918	pIC50=6.86
Cc1onc(c1NC(=O)OCc2cc(Cl)ccc2Cl)c3c(Cl)cccc3Cl	CHEMBL1797389	pIC50=6.86
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4)C(F)(F)F	CHEMBL3682785	pIC50=6.87
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)N[C@@H]2CN(CC3CC3)c4ccccc4N(CC(F)(F)F)C2=O	CHEMBL399041	pIC50=6.88
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1Cl)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL404621	pIC50=6.88
CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)C(C)(C)C	CHEMBL250979	pIC50=6.88
CC1CC1N2C(=O)[C@@H](CCc3c(F)c(F)cc(F)c23)NC(=O)[C@@H](Cc4ccccc4F)NC(=O)c5ccc(F)cc5C(F)(F)F	CHEMBL2391642	pIC50=6.88
COc1ccc(Cl)cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3687619	pIC50=6.88
NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3ccccc3OC(F)(F)F	CHEMBL1631088	pIC50=6.88
OC[C@@H](O)C(=O)c1cccc(n1)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL3341988	pIC50=6.88
CC(=O)N[C@@H](Cc1ccccc1)C(=O)Nc2cccc(n2)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL2152682	pKi=6.89
CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)c4ccc(F)cc4C(F)(F)F	CHEMBL248945	pIC50=6.89
CC1(COc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)N4CCC4)CCC(CC1)C(F)(F)F	CHEMBL3662219	pIC50=6.89
CC1(COc2ccc(cn2)n3nc(C4CC4)c5cc(ccc35)C(=O)NS(=O)(=O)C)CC1	CHEMBL3341978	pIC50=6.89
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8c[nH]cn8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc%11cccc%12ccccc%11%12)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%13CCCN%13C1=O)C(C)C	CHEMBL3800588	pIC50=6.89
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3798831	pIC50=6.89
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3800234	pIC50=6.89
CNS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC3CCC(F)(F)CC3)cc1F	CHEMBL3662073	pIC50=6.89
COCCn1nccc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4nncs4	CHEMBL2323331	pIC50=6.89
COc1cc(F)cc(c1)c2ccc(c(OC)c2)c3nccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3687721	pIC50=6.89
COc1ccc2OCC3(C(=O)N(Cc4oc(cc4)C(F)(F)F)c5ccccc35)c2n1	CHEMBL2296321	pIC50=6.89
COc1cccc(c1)c2cc(F)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2323328	pIC50=6.89
CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H]3NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](Cc8cc9ccccc9[nH]8)C(=O)N%10CCC[C@H]%10C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N4)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]%11CCCN%11C(=O)[C@H](CCCNC(=N)N)NC3=O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%12ccc(O)cc%12)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%13ccccc%13)C(=O)N)NC(=O)[C@@H](N)CC(=O)O	CHEMBL3799942	pIC50=6.89
Cc1cc(cc(n1)c2ccc(Oc3ccc(F)cc3)cc2)C(=N)N=NNCC(=O)N	CHEMBL3688079	pIC50=6.89
Cc1cc(nn1c2cccc(c2)c3ccccc3OCC(F)(F)C(F)(F)F)C(=O)N	CHEMBL1224430	pIC50=6.89
Clc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3nncs3)c(c1)c4cn[nH]c4	CHEMBL2323324	pIC50=6.89
Clc1ccc(Oc2ccc(cc2Cl)S(=O)(=O)Nc3ccncn3)c(c1)c4ccnnc4	CHEMBL2323325	pIC50=6.89
Cn1nccc1c2cc(Cl)ccc2Oc3cc(F)c(cc3F)S(=O)(=O)Nc4cscn4	CHEMBL2323332	pIC50=6.89
Cn1nccc1c2cc(F)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4ccncn4	CHEMBL2323330	pIC50=6.89
FC(F)(F)Oc1ccccc1C(=O)N[C@H](Cc2ccccc2C(F)(F)F)C(=O)NCc3nc4cccnc4n3Cc5ccccc5	CHEMBL253659	pIC50=6.89
FC(F)(F)c1cnc(Oc2ccc(cc2)c3cccc(CNCCN4CCNC4=O)n3)c(Cl)c1	CHEMBL3688042	pIC50=6.89
Fc1cc(OCC2CC3CC3C2)c(Cl)cc1C(=O)NS(=O)(=O)N4CCC4	CHEMBL3662091	pIC50=6.89
Fc1cc(Oc2ccc(Cl)c(F)c2c3ccnnc3)c(Cl)cc1S(=O)(=O)Nc4nncs4	CHEMBL2323326	pIC50=6.89
Fc1cc(c(F)cc1OC[C@@H]2CN(CC(F)(F)F)CC[C@H]2c3ccc(Cl)cc3)S(=O)(=O)Nc4ncns4	CHEMBL3325540	pIC50=6.89
Fc1cc(ccc1Oc2ccc(Cl)cc2c3cn[nH]c3)S(=O)(=O)Nc4nccs4	CHEMBL2323333	pIC50=6.89
NC(=O)c1cc(cc(n1)[C@H](O)CO)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2	CHEMBL3688124	pIC50=6.89
NC(=O)c1cc(cc(n1)c2ccc(Oc3cc(Cl)ccc3F)cc2)[C@H](O)CO	CHEMBL3688017	pIC50=6.89
OC(=O)Cc1cccc(c1)c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2323327	pIC50=6.89
OC1(C(=O)N(CC2CCC2)c3ccccc13)c4ccc5OCOc5c4	CHEMBL1780039	pIC50=6.89
OCCS(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	CHEMBL3657858	pIC50=6.89
OCc1cccc(c1)c2ccc(cc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4)C(F)(F)F	CHEMBL2323329	pIC50=6.89
Oc1ccc(cc1)c2onc(c2)[C@@H]3CCC[C@H]3C(=O)NC4(CCC4)c5ccccc5	CHEMBL567720	pIC50=6.89
CC(C)Oc1ccc(CNC(=O)Cc2c(C)onc2c3c(Cl)cccc3Cl)cn1	CHEMBL1797409	pIC50=6.9
CN1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)N=C(c3ccccc3)c4ccccc14	CHEMBL400895	pIC50=6.9
COc1cnc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCC(F)(F)F)nc4	CHEMBL2069425	pIC50=6.9
COc1ncc(cn1)c2ccccc2CCNC(=O)c3ccc(OCCC(F)(F)F)nc3	CHEMBL2147210	pIC50=6.9
CS(=O)(=O)NC(=O)c1cc(Cl)c(OC2CCC3(CCCC3)CC2)cc1F	CHEMBL3657919	pIC50=6.9
Cc1cnc(cn1)c2c(F)ccc(F)c2CCNC(=O)c3ccc(COCC(F)(F)F)nc3	CHEMBL2147309	pIC50=6.9
FC(F)(F)c1ccc(c(c1)C2CCNCC2)c3cccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3682713	pIC50=6.9
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)NCc2nc3cccnc3n2CC(F)(F)C(F)(F)F	CHEMBL252632	pIC50=6.91
COc1cc(Cl)ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3687638	pIC50=6.91
COc1cc(c2cccc(F)c2)c(cc1c3nccc4cc(ccc34)S(=O)(=O)Nc5ccon5)C#N	CHEMBL3687615	pIC50=6.91
COc1ccc(Cl)cc1C2=NNC(=O)c3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3692163	pIC50=6.91
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc5cccnc5c4)c6cccn26)c1	CHEMBL3337600	pIC50=6.91
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCC2(CCC2)C(F)(F)F)cc1F	CHEMBL3657872	pIC50=6.91
CC(C)(C)OC(=O)N[C@H](Cc1cc(ccc1C(F)(F)F)C(F)(F)F)C(=O)N[C@@H]2CN(CC3CC3)c4ccccc4N(CC(F)(F)F)C2=O	CHEMBL399273	pIC50=6.92
CC(C)(C)n1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)cc2)C(F)(F)F	CHEMBL2323661	pIC50=6.92
CC(C)c1cc(ccc1Oc2ccc(cc2C#N)S(=O)(=O)Nc3nccs3)n4nc(cc4C)C(F)(F)F	CHEMBL2323662	pIC50=6.92
CC1(C)CCCC(C1)Oc2cc(F)c(cc2C3CC3)C(=O)NS(=O)(=O)N4CCC4	CHEMBL3662163	pIC50=6.92
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3798428	pIC50=6.92
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3799846	pIC50=6.92
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3798733	pIC50=6.92
