COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O	eluxadoline	pKi=8.76955128	pKi=8.76955128	pKi=8.76955128	pEC50=9.0
CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1	tapentadol	pKi=7.01772881	pKi=7.01772881	pKi=7.01772881
[H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N	dezocine	pEC50=7.42	pEC50=7.42	pEC50=7.42
CCOC(=O)C1(CCN(C)CC1)c2ccccc2	pethidine	pKi=6.04	pKi=6.04	pKi=6.04
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13[H])CCN2C	levorphanol	pKi=9.68	pKi=9.68	pKi=9.68	pKi=9.68
COC1=CC=CC(=C1)[C@@]1(O)CCCC[C@@H]1CN(C)C	tramadol	pKi=5.8	pKi=5.8	pKi=5.8
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13[H])CCN2CC=C	levallorphan	pKi=9.32	pKi=9.32	pKi=9.32	pKi=8.77
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CCC2=O)=CC=C3O	hydromorphone	pKi=9.55	pKi=9.55	pKi=9.55	pKi=9.55
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CCC2=O)=CC=C3OC	hydrocodone	pKi=8.02	pKi=8.02	pKi=8.02	pKi=8.02
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])C=C[C@@H]2O)=CC=C3OC	codeine	pKi=6.14	pKi=6.14	pKi=6.14
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC	dihydrocodeine
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CC[N+](C)(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	methylnaltrexone	pKi=7.55	pKi=7.55	pKi=7.55
CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1	sufentanil	pEC50=8.13	pEC50=8.13	pEC50=8.13
CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	remifentanil
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1(O)CCC2=O	oxymorphone	pKi=9.4437	pKi=9.4437	pKi=9.4437
[H][C@@]12OC3=C4C(C[C@@]5([H])N(C)CC[C@@]14[C@@]5(O)CCC2=O)=CC=C3OC	oxycodone	pKi=7.7959	pKi=7.7959	pKi=7.7959
[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC=C)CC[C@@]14[C@@]5(O)CCC2=O)=CC=C3O	naloxone	pKi=8.81	pKi=8.81	pKi=8.81	pIC50=7.7
[H][C@@]12OC3=C4C(C[C@@]5([H])N(CC6CCC6)CC[C@@]14[C@@]5(O)CC[C@@H]2O)=CC=C3O	nalbuphine	pKi=8.8	pKi=8.8	pKi=8.8	pIC50=7.62
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O	morphine	pEC50=7.86	pEC50=7.86	pEC50=7.86	pKi=7.42
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O	naltrexone	pKi=9.38	pKi=9.38	pKi=9.38	pIC50=7.81
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2	methadone	pKi=8.78	pKi=8.78	pKi=8.78	pIC50=8.39
CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4	loperamide	pKi=8.8239	pKi=8.8239	pKi=8.8239	pIC50=8.84
CC[C@H](OC(=O)C)C(C[C@H](C)N(C)C)(c1ccccc1)c2ccccc2	levomethadyl acetate
CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	fentanyl	pEC50=9.0014	pEC50=9.0014	pEC50=9.0014
CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	diphenoxylate	pIC50=7.1674	pIC50=7.1674	pIC50=7.1674
[H][C@@](C)(CN(C)C)[C@](CC1=CC=CC=C1)(OC(=O)CC)C1=CC=CC=C1	dextropropoxyphene
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	buprenorphine	pKi=8.29	pKi=8.29	pKi=8.29	pKi=8.82
CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1	anileridine
C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1	alvimopan	pKi=9.3979	pKi=9.3979	pKi=9.3979	pKi=9.33
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O	alfentanil	pEC50=8.5	pEC50=8.5	pEC50=8.5
[H]C1(C=CCCC1(C(=O)OCC)C1=CC=CC=C1)N(C)C	tilidine	pEC50=5.1	pEC50=5.1	pEC50=5.1
CCC(=O)N(C(C)CN1CCCCC1)C1=CC=CC=N1	propiram
CCC1(CCCCN(C)C1)C1=CC(O)=CC=C1	meptazinol	pEC50=8.06	pEC50=8.06	pEC50=8.06
[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1	butorphanol	pKi=9.92	pKi=9.92	pKi=9.92	pKi=9.66
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=C	nalmefene	pKd=9.53	pKd=9.53	pKd=9.53	pKi=9.04
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1(O)CC[C@@H]2OCCOCCOCCOCCOCCOCCOCCOC	naloxegol
OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	difenoxin
[H][C@@]1(CCCC[C@H]1O)[C@@H](N(C)C)C1=CC(O)=CC=C1	ciramadol
CCC(OC(C)=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	acetylmethadol
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CC(C(=O)NC(C)(C)C1=NC(=NO1)C1=CC=CC=C1)=C2O	naldemedine
C[C@H]1CN2CCN(Cc3ccc(O)cc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL375803	pKi=8.0
Cc1cccc(c1)N2CNC(=O)C23CCN(CC3)C4Cc5cccc6cccc4c56	CHEMBL308522	pKi=8.0
Cl.O[C@@]12CCCC[C@@]13CCN(CC4CCC4)[C@@H]2Cc5ccc(OCCc6ccccc6)cc35	CHEMBL501447	pKi=8.0
NC(=O)c1ccc(Oc2ccc3CN(CCc4ccccc4)CCCc3c2)nc1	CHEMBL237073	pKi=8.0
OC(=O)c1ccc(cc1)C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	CHEMBL272021	pKi=8.0
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccnc(c7)C#N	CHEMBL2177697	pEC50=8.0
Oc1ccc2O[C@H]3CN(CCc4ccccc4F)CC[C@@]3(CCCCc5ccccc5)c2c1	CHEMBL3409111	pKi=8.0
Oc1cccc(CNc2nc3cc4c(C[C@@H]5[C@@H]6CCCC[C@]46CCN5CC7CC7)cc3s2)c1	CHEMBL1766032	pKi=8.0
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2c(C)cc(cc2C)C(=O)N)C(=O)O	CHEMBL246739	pKi=8.01
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc2c(C)cc(cc2C)C(=O)N)C(=O)O	CHEMBL247758	pKi=8.01
CCCN\C(=N/CCC)\Nc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1	CHEMBL610035	pKi=8.01
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NCC#Cc7ccc(Cl)cc7	CHEMBL577168	pKi=8.01
COc1nnc(OCCCC(=O)NCCCCCCNC(=O)[C@H]2C[C@]34CC[C@]2(OC)[C@@H]5Oc6c(O)ccc7C[C@H]3N(C)CC[C@@]45c67)nn1	CHEMBL3745782	pKd=8.01
C[C@H]1CN(Cc2cccc(Cl)c2)CC[C@@]1(C)c3cccc(c3)C(=O)N	CHEMBL138473	pKi=8.01
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3CC=C)c4cccc(O)c4	CHEMBL434018	pKi=8.02
CN(C)C[C@H]1CCCC[C@]1(O)c2cccc(c2)C(=O)N	CHEMBL443601	pKi=8.02
CN1CC[C@]23[C@H]4Oc5c(O)ccc(CC1[C@@]2(Cc6c4[nH]c7ccccc67)NC(=O)CCc8ccccc8)c35	CHEMBL2113373	pKi=8.02
CNc1nc2C[C@]34CCN(CC5CC5)[C@H](Cc6ccc(OC)cc36)[C@@H]4Cc2s1	CHEMBL3086307	pKi=8.02
CO[C@]12CC[C@@]3(C[C@@H]1COCc4ccc(F)cc4)[C@H]5Cc6ccc(O)c7O[C@@H]2[C@]3(CC[N+]5(C)CC8CC8)c67	CHEMBL3678964	pKi=8.02
COc1ccc(CN(C)c2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CCC6)c3c2)cc1	CHEMBL2048777	pKi=8.02
C[C@H]1C2Cc3ccc4[nH]cnc4c3[C@@]1(C)CCN2CC5CC5	CHEMBL475107	pKi=8.02
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H]2Cc3ccccc3CN(CCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc6c[nH]c7ccccc67)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N)C2=O	CHEMBL3808523	pKi=8.02
Cl.Cl.CN(C)[C@@]1(CC[C@H](CC1)NCCc2c[nH]c3ccccc23)c4ccccc4	CHEMBL3326222	pKi=8.02
CC[C@@]12CCN(C[C@@H](O)c3ccccc3)C[C@@H]1Oc4ccc(O)cc24	CHEMBL568309	pKi=8.03
CN1C(CCNC(=O)c2cccs2)CN=C(c3ccccc3)c4ccccc14	CHEMBL127969	pKi=8.03
CN1[C@@H](CCNC(=O)c2cccs2)CN=C(c3ccccc3)c4ccccc14	CHEMBL2111836	pKi=8.04
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@]7(CC[C@@]36C[C@@H]7COCc8ccccc8)OC	CHEMBL3664519	pKi=8.04
COc1cccc(CNc2nc3cc4c(C[C@@H]5[C@@H]6CCCC[C@]46CCN5CC7CC7)cc3s2)c1	CHEMBL1766031	pKi=8.04
Cl.Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)c7ccc8ccccc8n7	CHEMBL3086751	pKi=8.04
N\C(=N/CCc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1)\NCc9ccc(cc9)[N+](=O)[O-]	CHEMBL610033	pKi=8.04
CC1=C(C)N=C(CCCNC(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)C(=O)N1	CHEMBL437372	pKi=8.05
CCOCN1C(=O)N(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c4ccccc14	CHEMBL239045	pKi=8.05
CCc1ccccc1C(N2CCC(O)(CC2)c3ccccc3)c4ccccc4	CHEMBL228848	pKi=8.05
COc1cc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c3ccccc3)c(cc1OC)S(=O)(=O)N4CCOCC4	CHEMBL429677	pKi=8.05
Cc1cc(cc(C)c1C[C@H](N)C(=O)N2CCCC[C@H]2c3nc(c[nH]3)c4ccccc4)C(=O)N	CHEMBL205049	pEC50=8.05
Cl.Cl.CN(C)[C@@]1(CC[C@H](CC1)NCCc2c[nH]c3ccc(F)cc23)c4ccccc4	CHEMBL3326223	pKi=8.05
Clc1cccc2CC(CCc12)N3CCC4(CC3)N(CNC4=O)c5ccccc5	CHEMBL27699	pKi=8.05
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@]56[C@@H]7[C@@H]8O[C@]35CC[C@@]7(OCOc1c26)N(C8=O)c9ccccc9	CHEMBL3264747	pEC50=8.05
Oc1ccc2O[C@H]3CN(CCc4ccccc4)CC[C@@]3(CCc5ccccc5)c2c1	CHEMBL2386896	pKi=8.05
CC(C)C[C@H](NC(=O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)N(C)C(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc4ccc(O)cc4)C(=O)N	CHEMBL3597072	pKi=8.06
CCNC(=O)c1ccc(cc1)C(=C2CC3CCC(C2)N3Cc4ccccc4Cl)c5ccc(O)cc5	CHEMBL63232	pKi=8.06
CCOC(=O)Cc1c(O)n(Cc2ccccc2)c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc13	CHEMBL3357967	pKi=8.06
CCn1cc(c2C[C@@]3(O)C4Cc5ccc(O)c6O[C@@H](c12)[C@]3(CCN4CC7CC7)c56)c8ccccc8	CHEMBL373910	pKi=8.06
COC1[C@H](SC2OC(C(O)C(O)C2O)C(=O)O)C=C[C@H]3[C@H]4Cc5ccc(O)cc5[C@@]13CCN4C	CHEMBL359534	pKi=8.06
COc1ccc(CN2CC[C@](C)([C@@H](C)C2)c3cccc(c3)C(=O)N)c(OC)c1	CHEMBL141261	pKi=8.06
COc1ccccc1CN2CCC[C@@H]2C\N=C(/S)\N3Cc4ccccc4C[C@H]3CNC(=O)Nc5ccccc5	CHEMBL40993	pKi=8.06
C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)NCc4ccccc4	CHEMBL577748	pKi=8.06
O=C(CCCCCCCCC(=O)Nc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CC6CC6)cc2s1)Nc7nc8cc9c(C[C@@H]%10[C@@H]%11CCCC[C@]9%11CCN%10CC%12CC%12)cc8s7	CHEMBL1774951	pKi=8.06
Oc1ccccc1CNc2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CC6)c3c2	CHEMBL2048771	pEC50=8.06
CC(C)(CCCCCCC(C)(C)C(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)C(=O)OCc6ccccc6	CHEMBL575647	pKi=8.07
COc1ccccc1CNc2ccc3C[C@@H]4[C@@H]5C=C[C@H](O)[C@@H]6Oc2c3[C@]56CCN4C	CHEMBL2048782	pKi=8.07
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc2ccc(F)cc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCc6cc(cc(c6)C(F)(F)F)C(F)(F)F	CHEMBL3735476	pIC50=8.08
CN1CC[C@]23[C@H]4Oc5cc(O)cc(C[C@@H]1[C@]2(O)CC[C@@H]4NC(=O)COCC(=O)NNC(=O)COCC(=O)NCCOc6cccc(NC(=O)N[C@@H]7N=C(c8ccccc8)c9ccccc9N(C)C7=O)c6)c35	CHEMBL501238	pKi=8.08
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NNC(=O)[C@H](N)Cc4ccccc4	CHEMBL319822	pIC50=8.08
C[C@H]1CN(Cc2cccn2S(=O)(=O)c3ccccc3)CC[C@@]1(C)c4cccc(c4)C(=O)N	CHEMBL138653	pKi=8.08
C[C@H]1[C@H]2Cc3cc4sc(N)nc4cc3[C@]1(C)CCN2CC5CCC5	CHEMBL301701	pKi=8.08
Clc1ccc(Cl)c2C[C@@H](CCc12)N3CCC4(CC3)N(CNC4=O)c5ccccc5	CHEMBL418020	pKi=8.08
Oc1ccc2C[C@@H]3[C@@H]4CC[C@@]5(C[C@]4(CCN3CC6CC6)c2c1)NC(=O)NC5=O	CHEMBL3672565	pKi=8.08
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@H](CC[C@@]36O)NC(=O)c7ccc8ccccc8c7	CHEMBL495058	pKi=8.08
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7ncc(cc7C[C@@]36OCc8ccccc8)c9ccc(Cl)cc9	CHEMBL2179650	pKi=8.08
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)[C@@H](C)O)C(=O)N[C@@H](CO[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]3O)C(=O)N	CHEMBL1790709	pIC50=8.09
CCC1C(=O)N(C2CCN(CC2)[C@H]3CC[C@@H]4CCCc5cccc3c45)c6ccccc16	CHEMBL3262544	pKi=8.09
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C\C=C\c7ccc(Cl)cc7	CHEMBL216365	pKi=8.09
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)\C=C\Cc7ccc(Cl)cc7	CHEMBL217790	pKi=8.09
CC(C)C1CCC(CC1)N2CCC(CC2)N3C(=O)Cc4ccccc34	CHEMBL2387187	pKi=8.1
CC(C)[C@@H]1CC[C@@H](CC1)N2CCC(CC2)N3C(=O)Cc4ccccc34	CHEMBL418980	pKi=8.1
CCCCN\C(=N/CCCC)\NCCc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1	CHEMBL610039	pKi=8.1
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(N)cc34	CHEMBL48420	pKi=8.1
COC(=O)CCCCCCCCC(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1	CHEMBL357334	pEC50=8.1
CO[C@]12Cc3cc(cnc3[C@@H]4Oc5c(O)ccc6C[C@H]1N(C)CC[C@@]24c56)c7ccc(Cl)cc7	CHEMBL2179653	pKi=8.1
COc1cc(ccn1)C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4CC7CC7)c56	CHEMBL2178338	pEC50=8.1
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@]7(CC[C@@]36C[C@@H]7COCc8ccc(cc8)C(C)(C)C)OC	CHEMBL3664538	pKi=8.1
C[C@@H]1[C@@H]2CCC[C@]1(CCN2CCc3ccccc3)c4cccc(O)c4	CHEMBL414889	pKi=8.1
C[C@@H]1[C@H]2c3cc(NCc4ccccc4)ccc3C[C@H](N1C)c5ccc(NCc6ccccc6)cc25	CHEMBL3707102	pIC50=8.1
C[C@H]1CN(Cc2ccc3ccccc3n2)CC[C@@]1(C)c4cccc(c4)C(=O)N	CHEMBL337341	pKi=8.1
FC(F)(F)c1cccc(c1)N2CNC(=O)C23CCN(CC3)C4Cc5cccc6cccc4c56	CHEMBL77877	pKi=8.1
N\C(=N\Cc1ccc(N)cc1)\Nc2ccc3[nH]c4[C@@H]5Oc6c(O)ccc7C[C@H]8N(CC9CC9)CC[C@@]5(c67)[C@@]8(O)Cc4c3c2	CHEMBL610044	pKi=8.1
Oc1ccc2O[C@H]3CN(CCc4ccc(cc4)C(F)(F)F)CC[C@@]3(CCc5ccccc5)c2c1	CHEMBL2386900	pKi=8.1
COc1ccc(CNc2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CCC6)c3c2)cc1	CHEMBL2048762	pEC50=8.11
C[C@H]1CN(CC[C@H](O)C2CCCCC2)CC[C@@]1(C)c3ccccc3	CHEMBL3326796	pKi=8.11
Cl.Cl.CCOc1ccc(Cc2nc3ccc(NC(=N)c4cccs4)cc3n2CCN(CC)CC)cc1	CHEMBL3217001	pKi=8.11
N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@H](C(=C)C(=O)N)c5ccc6OCOc6c5	CHEMBL2163915	pKi=8.11
N\C(=N/CCc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1)\NCc9ccc(Cl)cc9	CHEMBL610041	pKi=8.11
N\C(=N/CCc1ccc2[nH]c3[C@@H]4Oc5c(O)ccc6C[C@H]7N(CC8CC8)CC[C@@]4(c56)[C@@]7(O)Cc3c2c1)\NCc9ccc(N)cc9	CHEMBL610038	pKi=8.11
Oc1ccc2O[C@H]3CN(CCc4ccccc4)CC[C@@]3(CCCCc5ccccc5)c2c1	CHEMBL3409109	pKi=8.11
CC(C)C1CCC(CC1)N2CCC(CC2)N3C(=O)CCc4ccccc34	CHEMBL2387198	pKi=8.12
CC(C)CCCN1CCCc2cc(Oc3ccc(cn3)C(=O)N)ccc2C1	CHEMBL396636	pKi=8.12
Cl.Cl.C[C@@H]1CN(CCCc2ccccc2)[C@H]3C[C@@H](C[C@@]1(C3)c4cccc(O)c4)NCC5CC5	CHEMBL3217273	pKi=8.12
Cn1cc(c2C[C@@]3(O)C4Cc5ccc(O)c6O[C@@H](c12)[C@]3(CCN4CC7CC7)c56)c8ccccc8	CHEMBL221419	pKi=8.12
Oc1ccc(CNc2ccc3C[C@@H]4[C@@H]5CCCC[C@]5(CCN4CC6CC6)c3c2)cc1	CHEMBL2048773	pIC50=8.12
CCCCCCCCC(O)COc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1	CHEMBL1081250	pKi=8.13
CN1CCC23C4Oc5c(O)ccc(CC1C2(O)Cc6cnc(nc46)c7ccccc7)c35	CHEMBL112656	pKi=8.13
CNc1nc2cc3c(C[C@@H]4[C@@H]5CCCC[C@]35CCN4CCCF)cc2s1	CHEMBL1766041	pKi=8.13
COCN1CN(c2ccccc2)C3(CCN(CC3)C4CCc5cccc(Cl)c5C4)C1=O	CHEMBL283432	pKi=8.13
CO[C@]12C=C[C@@]3(C[C@@H]1C(=O)NCCCCCCNC(=O)OC(C)(C)C)[C@H]4Cc5ccc(O)c6O[C@@H]2[C@]3(CCN4C)c56	CHEMBL3747778	pKi=8.13
COc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)C#Cc7ccc(Cl)cc7	CHEMBL578422	pKi=8.13
C[C@H]1CN2CCN(Cc3occc3)C[C@H]2C[C@@]1(C)c4cccc(O)c4	CHEMBL374455	pKi=8.13
Cl.Cl.CCOc1ccc(Cc2nc3cc(NC(=N)N[N+](=O)[O-])ccc3n2CCN(CC)CC)cc1	CHEMBL3215668	pKi=8.13
NC(=O)c1ccc(Oc2ccc(CCNCc3ccccc3)cc2)nc1	CHEMBL237066	pKi=8.13
O=C(CCC(=O)Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)Oc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6	CHEMBL433697	pEC50=8.13
Oc1ccc2CC3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7c(C[C@@]36O)c8CCCCc8n7CCc9ccccc9	CHEMBL222762	pKi=8.13
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](CC[C@@]36O)NC(=O)c7ccncn7	CHEMBL2178341	pEC50=8.13
C(Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)C6CO6	CHEMBL1081084	pKi=8.14
CCC[C@](C)(O)[C@@H]1CC23C=C[C@]1(OC)[C@H]4Oc5c(O)ccc6CC2N(C)CCC34c56	CHEMBL1169580	pEC50=8.14
CN1CCC23C4Oc5c(O)ccc(CC1C2(O)Cc6cnc(N)nc46)c35	CHEMBL332947	pKi=8.14
CNC(=O)CN1N=C(c2ccccc2)C3(CCN(CC3)C4CCC(CC4)C(C)(C)C)C1=O	CHEMBL1079940	pKi=8.14
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)O)CC[C@@]1(C)c3cccc(O)c3	CHEMBL401789	pKi=8.14
C[C@H]1C[C@H]2C[C@](CCN2CCc3ccccc3)(C1)c4cccc(O)c4	CHEMBL2418730	pKi=8.14
Clc1ccc(Cl)c2CC(CCc12)N3CCC4(CC3)N(CNC4=O)c5ccccc5	CHEMBL283480	pKi=8.14
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]5(Cc6nc7ccccc7cc6C[C@@]35O)c2c1	CHEMBL3787263	pKi=8.14
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)C(=O)CC[C@@]36NC(=O)c7ccccc7	CHEMBL2397015	pEC50=8.14
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)\C(=N\N=C\6/CC[C@@]7(O)[C@H]8Cc9ccc(O)c%10O[C@@H]6[C@]7(CCN8CC=C)c9%10)\CC[C@@]35O	CHEMBL1618305	pIC50=8.14
C(COc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC5CCC5)c2c1)COc6ccc7C[C@@H]8[C@@H]9CCCC[C@]9(CCN8CC%10CCC%10)c7c6	CHEMBL1075629	pKi=8.15
CCNC(=O)c1ccc(cc1)\C(=C/2\C[C@H]3CC[C@@H](C2)N3CCc4ccccc4)\c5ccccc5	CHEMBL66954	pKi=8.15
NC(=O)c1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)[C@@H](O)CC[C@@]36O	CHEMBL511588	pKi=8.15
